id,objet,montant,categorie,procedure,offres_recues,acheteur_nom,titulaire_siret,date,prix_ref_moyen,prix_ref_max,unites_estimees_prix_moyen,unites_estimees_prix_max,suspicion_score,raisons_alerte
202323020400600,MS1 - LOT 5 - borne ultra-rapide supérieur à 100kW en courant continu (DC) et inférieur à 350kW,1200000.0,reseau,Appel d'offres ouvert,,,38422916700042,2023-12-21,2000,20000,600,60,0,
20232023F0000100,"Exploitation et maintenance des installations de chauffage, ECS, traitement de l’air et des systèmes de domotique KNX associés des bâtiments communaux",200000.0,chauffage_clim,Procédure adaptée,,,85480074500937,2023-12-21,15000,100000,13,2,0,
2024-20100,Repas écoles - centres de loisirs,340000.0,alimentaire_restauration,Appel d'offres ouvert,,,33180458300010,2023-12-21,8,20,42500,17000,0,
20242024611L500,Gestion des déchets verre et papiers,51821.6,fournitures_bureau,Procédure adaptée,,,81934733700019,2023-12-21,30,200,1727,259,0,
202323PF3301900,EPICERIE,120000.0,vetements_travail,Appel d'offres ouvert,,,47698032100303,2023-12-21,50,200,2400,600,0,
202323PF330300,VIANDE BOVINE FRAICHE,75000.0,alimentaire_restauration,Appel d'offres ouvert,,,77622146700058,2023-12-21,8,20,9375,3750,0,
2023C3F09122AU00,LOT 22 BOISSONS ALCOOLISEES (HORS VINS),80000.0,materiel_construction,Appel d'offres ouvert,,,45132133500023,2023-12-21,500,10000,160,8,0,
2023082023100,FRE LIVRAISON ET INSTALLATION DEGRILLEUR COMPACTEUR ENSACHEUR STEP VILLENEUVE/YONNE,80601.0,chauffage_clim,Procédure adaptée,,,40406394300066,2023-12-21,15000,100000,5,1,0,
2023MAG233600600,PIECES AUTOMOBILES,60000.0,telephonie,Appel d'offres ouvert,,,37823354800031,2023-12-21,500,5000,120,12,0,
2023L01000,TRAVAUX REALISATION ESPACE SANTE SIMONE VEIL LOT 1 LOT 1 CLOISONS DOUBLAGE FX PLAFOND MENUISERIE INT FAIENCE PEINTURE SOL,125534.0,chauffage_clim,Procédure adaptée,,,39487075200034,2023-12-21,15000,100000,8,1,0,
2023190200,VIANDE PORCINE FRAICHE BIO,80000.0,alimentaire_restauration,Appel d'offres ouvert,,,39342235700011,2023-12-21,8,20,10000,4000,0,
2023MAG233600200,QUINCAILLERIE SERRURERIE VISSERIE,300000.0,materiel_construction,Appel d'offres ouvert,,,56382048900182,2023-12-21,500,10000,600,30,0,
202323PF3301000,VIANDE DE VOLAILLE BIO,50000.0,alimentaire_restauration,Appel d'offres ouvert,,,95580451300021,2023-12-21,8,20,6250,2500,0,
202323PF3302000,EPICERIE BIO,90000.0,vetements_travail,Appel d'offres ouvert,,,44236533400048,2023-12-21,50,200,1800,450,0,
2023MAG233600300,PLOMBERIE SANITAIRES CHAUFFAGE,100000.0,chauffage_clim,Appel d'offres ouvert,,,56382048900182,2023-12-21,15000,100000,7,1,0,
202423PF3302100,FRUITS ET LEGUMES,180000.0,alimentaire_restauration,Appel d'offres ouvert,,,37806090900017,2023-12-21,8,20,22500,9000,0,
2024F23085L000,SQY FOURNITURES DE BUREAU POUR LES SERVICES,40000.0,mobilier_bureau,Procédure adaptée,,,44455346500014,2023-12-21,400,2000,100,20,0,
202319200,Trouville/mer - quartier de la croix sonnet - travaux de construction de 16 logements individuels et 14 logements intermédiaires: Lot 10 : Peinture,95000.0,materiel_construction,Procédure adaptée,,,81527811400039,2023-12-21,500,10000,190,10,0,
202319300,Trouville/mer - quartier de la croix sonnet - travaux de construction de 16 logements individuels et 14 logements intermédiaires: Lot 11 : Chauffage e,364571.0,chauffage_clim,Procédure adaptée,,,50465499700023,2023-12-21,15000,100000,24,4,0,
2023MAG233600400,PEINTURE REVETEMENT MURAUX,40000.0,materiel_construction,Appel d'offres ouvert,,,30446564400017,2023-12-21,500,10000,80,4,0,
2023F0312MMNOC00,ACBC PIECES DETACHEES MULTI MARQUES POUR VEHICULES AUTOMOBILES SDEA,58715.65,telephonie,Procédure négociée avec mise en concurrence préala,,,59850104700016,2023-12-21,500,5000,117,12,0,
202423PF3301000,VIANDE DE VOLAILLE BIO,50000.0,alimentaire_restauration,Appel d'offres ouvert,,,95580451300021,2023-12-21,8,20,6250,2500,0,
2023V23F0070400,FRN ELECT LT4 EP MATS ET LUMINAIRES,133333.32,eclairage,Appel d'offres ouvert,,,51512576300018,2023-12-21,100,1000,1333,133,0,
202423PF3301900,EPICERIE,120000.0,vetements_travail,Appel d'offres ouvert,,,47698032100303,2023-12-21,50,200,2400,600,0,
202423PF330300,VIANDE BOVINE FRAICHE,75000.0,alimentaire_restauration,Appel d'offres ouvert,,,77622146700058,2023-12-21,8,20,9375,3750,0,
2023O5136A00,"Fourniture de lanternes, projecteurs et accessoires pour l'amélioration du parc - lot 9 : fourniture de luminaires et pièces détachées adaptables à pl",1200000.0,mobilier_bureau,Appel d'offres ouvert,,,82448465300012,2023-12-21,400,2000,3000,600,1,"Montant eleve (1,200,000 > seuil 500,000)"
20232305500,FOURNITURE DE MOBILIER ET MATERIEL DE BUREAU ERGONOMIQUES POUR TRAVAILLEUR EN SITUATION DE HANDICAP ET/OU DE RESTRICTION TEMPORAIRE D&#8217;APTITUDE,30000.0,mobilier_bureau,Marché négocié sans publicité ni mise en concurren,,,81823826300011,2023-12-21,400,2000,75,15,2,Sans mise en concurrence
20242024611L200,Gestion des déchets verts et du bois,93890.11,materiel_construction,Procédure adaptée,,,38015787500010,2023-12-21,500,10000,188,9,0,
2023179,Mise à disposition et maintenance d'une solution de gestion d'immobilier d'entreprise,95000.0,mobilier_bureau,Procédure adaptée,2.0,,81485322200010,2023-12-21,400,2000,238,48,0,
202423015400,LOCATION DE VOITURES A TARIF SOCIAL,195000.0,vehicules,Procédure adaptée,,,42213614300084,2023-12-21,30000,120000,6,2,0,
2024F23085L001,SQY FOURNITURES DE BUREAU POUR LES SERVICES,40000.0,mobilier_bureau,Procédure adaptée,,,44455346500014,2023-12-21,400,2000,100,20,0,
2023191500,FRUITS ET LEGUMES FRAIS,280000.0,alimentaire_restauration,Appel d'offres ouvert,,,58080235300038,2023-12-21,8,20,35000,14000,0,
202398605200,"Achat d'un véhicule mini compacteur ""châssis 3,5T équipé d'une benne trémie basse""",88959.0,vehicules,Procédure adaptée,,,48183313500017,2023-12-21,30000,120000,3,1,0,
202306090827P00,TVX CONSTRUCTION MAISON HABITAT  LOT 16 MENUISERIE INTERIEURE EN BOIS,89225.19,materiel_construction,Appel d'offres ouvert,,,49499585500033,2023-12-21,500,10000,178,9,0,
20230155800,LETTRE DE COMMANDE UGAP - ACQUISITION DE 2 SAUTEUSES MULTIFONCTION IVARIO L - 100 L POUR LE LYCEE MA,43859.59,imprimantes,Procédure adaptée,,,77605646700843,2023-12-21,800,5000,55,9,0,
202323PF3302100,FRUITS ET LEGUMES,180000.0,alimentaire_restauration,Appel d'offres ouvert,,,37806090900017,2023-12-21,8,20,22500,9000,0,
20242023700MOB00,Acquisition de mobiliers pour le pole enfance jeunesse,54660.31,mobilier_bureau,Procédure adaptée,,,77855948400044,2023-12-21,400,2000,137,27,0,
2023191600,FRUITS ET LEGUMES 4E ET 5E GAMME,240000.0,alimentaire_restauration,Appel d'offres ouvert,,,58080235300038,2023-12-21,8,20,30000,12000,0,
2023190800,VIANDES CUITES SOUS VIDE,68000.0,alimentaire_restauration,Appel d'offres ouvert,,,34339778200016,2023-12-21,8,20,8500,3400,0,
2023SA02C00,ACQUISITION CARTES ACCREDITIVES DISTRIBUTION DE CARBURANTS POUR LE DPT07,1400000.0,carburant,Appel d'offres ouvert,,,81442098000025,2023-12-20,1.6,1.8,875000,777778,0,
2023ACESS00,CARBURANTS PAR CARTES ACCREDITIVES RESEAU NATIONAL,600000.0,carburant,Appel d'offres ouvert,,,81442098000025,2023-12-20,1.6,1.8,375000,333333,0,
202309_23L4700,"Lot 47 - Boisson ""eau""",112000.0,materiel_construction,Appel d'offres ouvert,,,39038469100049,2023-12-20,500,10000,224,11,0,
20232100,ACHAT D'UN CAMION POLYBENNE,43000.0,vehicules,Procédure adaptée,,,38751618000024,2023-12-20,30000,120000,1,0,0,
2023941-100,"Fourniture, livraison et installation de mobilier  Lot 1 Fourniture, livraison et installation de mobilier scolaire, de cent",400000.0,mobilier_bureau,Appel d'offres ouvert,,,84966150900026,2023-12-20,400,2000,1000,200,0,
2023000000032500,ASSIST MAINT PRESTAT ACHAT MODULES PROGICIELS SOLIS SOLATIS,1500000.0,logiciels,Marché négocié sans publicité ni mise en concurren,,,38251931200088,2023-12-20,500,10000,3000,150,3,"Sans mise en concurrence | Montant eleve (1,500,000 > seuil 500,000)"
2023941-200,FOURNITURE LIVRAISON ET INSTALLATION DE MOBILIER A DESTINATION DES ETABLISSEMENTS SCOLAIRES DES CENTRES DE LOISIRS DES REFECTOIRES DE LA PETITE ENFANC,200000.0,mobilier_bureau,Appel d'offres ouvert,,,53142571800016,2023-12-20,400,2000,500,100,0,
2023TE02900,CARBURANTS PAR CARTES ACCREDITIVES RESEAU NATIONAL,600000.0,carburant,Appel d'offres ouvert,,,53168044500024,2023-12-20,1.6,1.8,375000,333333,0,
2023CA23M0500,LOT 4 MATÉRIAUX FONTE DE VOIRIE,166666.64,materiel_construction,Appel d'offres ouvert,,,90572051200011,2023-12-20,500,10000,333,17,0,
2023-010-300,lot 3 Charpente bois,135033.08,materiel_construction,Procédure adaptée,,,49698019400021,2023-12-20,500,10000,270,14,0,
202323DGS030100,FOURNITURES DE BUREAU,360000.0,mobilier_bureau,Appel d'offres ouvert,,,57172266900264,2023-12-20,400,2000,900,180,0,
2023S0375MMNOC00,MAINTENANCE DU LOGICIEL DE GESTION DE L INFORMATION DU LABORATOIRE,90000.0,logiciels,Marché négocié sans publicité ni mise en concurren,,,79440613200017,2023-12-20,500,10000,180,9,2,Sans mise en concurrence
202309_23L2800,Lot 28 - Viandes bovines surgelées,184000.0,alimentaire_restauration,Appel d'offres ouvert,,,39038469100049,2023-12-20,8,20,23000,9200,0,
2023941-200,"Fourniture, livraison et installation de mobilier  Lot 2 Fourniture, livraison et installation de mobilier petite enfance",200000.0,mobilier_bureau,Appel d'offres ouvert,,,53142571800016,2023-12-20,400,2000,500,100,0,
2023SA02B00,ACQUISITION CARTES ACCREDITIVES DISTRIBUTION DE CARBURANTS POUR LE DPT07,1400000.0,carburant,Appel d'offres ouvert,,,78013017514688,2023-12-20,1.6,1.8,875000,777778,0,
249911032,"Achat de revêtements de sols et produits de mise en oeuvre: Lot 2 : achat d'outillage, accessoire et produits de mise en ?uvre",36000.0,vetements_travail,Procédure adaptée,2.0,,30628930703402,2023-12-20,50,200,720,180,0,
243197,"Maintenance des réseaux et des installations de fluides médicaux, mise à disposition et acquisition de groupes de vide: Lots 03 et 04",221127.0,reseau,Marché passé sans publicité ni mise en concurrence,4.0,,38188680300042,2023-12-20,2000,20000,111,11,2,Sans mise en concurrence
20232312400,Fourniture de licences pour la manipulation sur écran tactile et prestations associées,800000.0,ecrans_moniteurs,Appel d'offres ouvert,,,79509378000042,2023-12-20,250,800,3200,1000,1,"Montant eleve (800,000 > seuil 200,000)"
2023941-300,"Fourniture, livraison et installation de mobilier  Lot 3 Fourniture, livraison et installation de mobilier de bureau",200000.0,mobilier_bureau,Appel d'offres ouvert,,,37945754200015,2023-12-20,400,2000,500,100,0,
2023SA02A00,ACQUISITION CARTES ACCREDITIVES DISTRIBUTION DE CARBURANTS POUR LE DPT07,1400000.0,carburant,Appel d'offres ouvert,,,53168044500024,2023-12-20,1.6,1.8,875000,777778,0,
2023192900,VIANDES SURGELEES BIO,52000.0,alimentaire_restauration,Appel d'offres ouvert,,,31680701501340,2023-12-20,8,20,6500,2600,0,
20232023F0006400,Approvisionnement d'environ 70 établissements d'enseignement d’Ille-et-Vilaine - membres du groupement de commandes des établissements publics d'ensei,242031.64,mobilier_bureau,Appel d'offres ouvert,,,57172266900264,2023-12-20,400,2000,605,121,0,
2023193500,BOISSONS,120000.0,materiel_construction,Appel d'offres ouvert,,,47698032100360,2023-12-20,500,10000,240,12,0,
2023941-300,FOURNITURE LIVRAISON ET INSTALLATION DE MOBILIER A DESTINATION DES ETABLISSEMENTS SCOLAIRES DES CENTRES DE LOISIRS DES REFECTOIRES DE LA PETITE ENFANC,200000.0,mobilier_bureau,Appel d'offres ouvert,,,37945754200015,2023-12-20,400,2000,500,100,0,
243198,"Maintenance des réseaux et des installations de fluides médicaux, mise à disposition et acquisition de groupes de vide: Lot 06",395817.0,reseau,Appel d'offres ouvert,4.0,,34141531300228,2023-12-20,2000,20000,198,20,0,
202309_23L3500,"Lot 35 - Pâtisserie, viennoiserie surgelées",416000.0,alimentaire_restauration,Appel d'offres ouvert,,,39038469100049,2023-12-20,8,20,52000,20800,0,
20232023F0006500,Approvisionnement d'environ 70 établissements d'enseignement d’Ille-et-Vilaine - membres du groupement de commandes des établissements publics d'ensei,554994.33,mobilier_bureau,Appel d'offres ouvert,,,52946084200022,2023-12-20,400,2000,1387,277,1,"Montant eleve (554,994 > seuil 500,000)"
2023190600,VIANDE BOVINE FRAICHE BIO,68000.0,alimentaire_restauration,Appel d'offres ouvert,,,32785259600029,2023-12-20,8,20,8500,3400,0,
20232023F0000900,Acquisition d'un véhicule de collecte des ordures ménagères - Benne d'environ 16 m3 avec lève-conteneurs.,109657.0,vehicules,Appel d'offres ouvert,,,77557300977557,2023-12-20,30000,120000,4,1,0,
202321900,Travaux SSI base plein air GUERLEDAN,54010.2,eclairage,Procédure adaptée,,,57220154900704,2023-12-20,100,1000,540,54,0,
2023193200,EPICERIE,672000.0,vetements_travail,Appel d'offres ouvert,,,47698032100360,2023-12-20,50,200,13440,3360,1,"Montant eleve (672,000 > seuil 500,000)"
2023941-100,FOURNITURE LIVRAISON ET INSTALLATION DE MOBILIER A DESTINATION DES ETABLISSEMENTS SCOLAIRES DES CENTRES DE LOISIRS DES REFECTOIRES DE LA PETITE ENFANC,400000.0,mobilier_bureau,Appel d'offres ouvert,,,84966150900026,2023-12-20,400,2000,1000,200,0,
20232023F0000800,Acquisition d'un véhicule de collecte des ordures ménagères - Porteur PTAC 19 tonnes.,113391.76,vehicules,Appel d'offres ouvert,,,32662082000232,2023-12-20,30000,120000,4,1,0,
2023192800,VIANDES SURGELEES,100000.0,alimentaire_restauration,Appel d'offres ouvert,,,55204499202382,2023-12-20,8,20,12500,5000,0,
20232023F0006300,Approvisionnement d'environ 50 établissements publics d'enseignement d’Ille-et-Vilaine Sud appartenant au groupement de commandes des établissements p,176838.63,eclairage,Procédure adaptée,,,30930461603005,2023-12-20,100,1000,1768,177,0,
2023CA23M0700,LOT 6 PEINTURE ET MARQUAGE ROUTIER,500000.0,materiel_construction,Appel d'offres ouvert,,,50934949400047,2023-12-20,500,10000,1000,50,0,
2023M24-006 L100,"M24-006 L1 Fournitures de bureau, enveloppes, agendas, calendriers, papiers pour reprographie au détail, consommables informatiques et de sauvegarde",100000.0,imprimantes,Appel d'offres ouvert,,,57172266900264,2023-12-19,800,5000,125,20,0,
2024MS10100,FOURNITURES COURANTES DE BUREAU ET DE SERVICES,3000000.0,mobilier_bureau,Appel d'offres ouvert,,,57172266900264,2023-12-19,400,2000,7500,1500,1,"Montant eleve (3,000,000 > seuil 500,000)"
202400300,LOT N°3 : PAPIERS POUR REPROGRAPHIE COMMANDES EN GROS DU A4 A SRA3 (32*45),6000000.0,imprimantes,Appel d'offres ouvert,,,33044098300055,2023-12-19,800,5000,7500,1200,1,"Montant eleve (6,000,000 > seuil 1,000,000)"
2023M24-006L100,"M24-006 L1 Fournitures de bureau, enveloppes, agendas, calendriers, papiers pour reprographie au détail, consommables informatiques et de sauvegarde",100000.0,imprimantes,Appel d'offres ouvert,,,57172266900264,2023-12-19,800,5000,125,20,0,
2023080000,CGA Acquisition et maintenance de tablette de communication à commande oculaire,99999.0,tablettes,Marché négocié sans publicité ni mise en concurren,,,83914375700012,2023-12-19,600,1500,167,67,2,Sans mise en concurrence
202302100,Réfection des réseaux EU EP et AEP rues notre dame des anges et de verdun,252795.0,reseau,Procédure adaptée,,,33732001400034,2023-12-19,2000,20000,126,13,0,
20232023F0000200,"Fourniture, livraison et installation de mobiliers et d’équipements pour l’établissement d’accueil de jeunes enfants - Lot n°1-Fourniture, livraison e",15000.0,mobilier_bureau,Procédure adaptée,,,77672947700021,2023-12-19,400,2000,38,8,0,
20232023803L0100,BENNE COMPACTRICE DE 9M3,94500.0,chauffage_clim,Appel d'offres ouvert,,,77557300900047,2023-12-19,15000,100000,6,1,0,
202400400,LOT N°4 : AUTRES PAPIERS COMMANDES EN GROS (SRA3 32*45) ET FORMATS SUPERIEURS,2000000.0,fournitures_bureau,Appel d'offres ouvert,,,33044098300055,2023-12-19,30,200,66667,10000,1,"Montant eleve (2,000,000 > seuil 500,000)"
2023I84700,TRAVAUX DE PEINTURE ET TRAITEMENT DES FACADES POUR REHABILITATION DE LA MEDIATHEQUE,57130.0,materiel_construction,Marché négocié sans publicité ni mise en concurren,,,44780675300011,2023-12-19,500,10000,114,6,2,Sans mise en concurrence
202302300,Réfection des réseaux EU EP et AEP rues notre dame des anges et de verdun,221425.0,reseau,Procédure adaptée,,,33732001400034,2023-12-19,2000,20000,111,11,0,
20232315200,LOT3 - CUVES RECUPERATEURS D'EAU DE PLUIE : MOYENNES CAPACITES,1920000.0,chauffage_clim,Appel d'offres ouvert,,,42493293700081,2023-12-19,15000,100000,128,19,0,
20242401010000,FOURNITURES DE BUREAU,3000000.0,mobilier_bureau,Procédure négociée avec mise en concurrence préala,,,57172266900264,2023-12-19,400,2000,7500,1500,1,"Montant eleve (3,000,000 > seuil 500,000)"
2023AC2024-00300,Papiers pour reprographie commandés en gros du A4 à SRA3 (32*45) blanc et couleur,6000000.0,imprimantes,Appel d'offres ouvert,,,33044098300055,2023-12-19,800,5000,7500,1200,1,"Montant eleve (6,000,000 > seuil 1,000,000)"
202400100,FOURNITURES DE BUREAU FOURNITURES SCOLAIRES ET DE LOISIRS CREATIFS ET PAPIER LOT 1 FOURNITURES DE BUREAU ENVELOPPES AGENDAS CALENDRIERS PAPIERS POUR R,3000000.0,imprimantes,Appel d'offres ouvert,,,57172266900264,2023-12-19,800,5000,3750,600,1,"Montant eleve (3,000,000 > seuil 1,000,000)"
202398623600,ACQUISITION D'UN SYSTEME D'INFORMATION VOYAGEURS (MATERIELS ET LOGICIELS) ET PRESTATIONS DE FONCTIONNEMENT ASSOCIES,1300000.0,logiciels,Procédure avec négociation,,,34326939500046,2023-12-19,500,10000,2600,130,1,"Montant eleve (1,300,000 > seuil 500,000)"
20232023F0000300,"Fourniture, livraison et installation de mobiliers et d’équipements pour l’établissement d’accueil de jeunes enfants - Lot n°2-Fourniture, livraison e",5000.0,mobilier_bureau,Procédure adaptée,,,40267356000023,2023-12-19,400,2000,12,2,0,
2023AC2024-00100,"Fournitures e bureau, enveloppes, agendas, calendriers, papiers pour reprographie au détail, consommables informatiques et de sauvegarde",12000000.0,imprimantes,Appel d'offres ouvert,,,57172266900264,2023-12-19,800,5000,15000,2400,1,"Montant eleve (12,000,000 > seuil 1,000,000)"
202400300,FOURNITURES DE BUREAU FOURNITURES SCOLAIRES ET LOISIRS EDUCATIFS ET PAPIER LOT 3 PAPIERS POUR REPROGRAPHIE COMMANDES EN GROS DU A4 AU SRA3 BLANC ET CO,1500000.0,imprimantes,Appel d'offres ouvert,,,33044098300055,2023-12-19,800,5000,1875,300,1,"Montant eleve (1,500,000 > seuil 1,000,000)"
20232315400,LOT5 - CUVES RECUPERATEURS D'EAU DE PLUIE : GRANDES CAPACITES,2080000.0,chauffage_clim,Appel d'offres ouvert,,,42493293700081,2023-12-19,15000,100000,139,21,1,"Montant eleve (2,080,000 > seuil 2,000,000)"
2023V23597CRT00,PAPIERS POUR REPROGRAPHIE COMMANDES EN GROS DU A4 AU SRA3 BLANC ET COULEUR,6000000.0,imprimantes,Appel d'offres ouvert,,,33044098300055,2023-12-19,800,5000,7500,1200,1,"Montant eleve (6,000,000 > seuil 1,000,000)"
202302200,Réfection des réseaux EU EP et AEP rues notre dame des anges et de verdun,144730.0,reseau,Procédure adaptée,,,33652023400012,2023-12-19,2000,20000,72,7,0,
202330100,ACQUISITION DE MOBILIER DE BUREAU ET SIEGES POUR LA C.A.S.A-,70000.0,mobilier_bureau,Procédure adaptée,,,34493800600055,2023-12-19,400,2000,175,35,0,
202324502CA00,ACQUISITION 6 AUTOBUS SAFRA HYCITY 12 M,4524215.36,vehicules,Marché négocié sans publicité ni mise en concurren,,,77605646700587,2023-12-19,30000,120000,151,38,2,Sans mise en concurrence
202400200,FOURNUTURE DE BUREAU FOURNITURES SCOLAIRES ET DE LOISIRS CREATIFS ET PAPIER LOT 2 FOURNITURES SCOLAIRES PETITS MATERIELS PEDAGOGIQUES ET LOISIRS CREAT,12000000.0,mobilier_bureau,Appel d'offres ouvert,,,70372020100028,2023-12-19,400,2000,30000,6000,1,"Montant eleve (12,000,000 > seuil 500,000)"
2023M24-006L200,M24-006  L2 Papiers pour reprographie commandés en gros du A4 à SRA3 (32x45) blanc et couleur,100000.0,imprimantes,Appel d'offres ouvert,,,33044098300055,2023-12-19,800,5000,125,20,0,
2023M23597CRT00,"M23597CRT - APPROLYS - LOT3 - FOURNITURE DE BUREAU, FOURNITURES SCOLAIRES ET DE LOISIRS CREATIFS, ET PAPIERS",6000000.0,mobilier_bureau,Appel d'offres ouvert,,,33044098300055,2023-12-19,400,2000,15000,3000,1,"Montant eleve (6,000,000 > seuil 500,000)"
202330507500,TRAVAUX SUR LES SITES ET ITINERAIRES DES ESPACES NATURELS SENSIBLES DU DEPARTEMENT DE LA REUNION_RELANCE   LOT 03 : Travaux fabrication et pose d&#821,821420.02,mobilier_bureau,Appel d'offres ouvert,,,49497625100012,2023-12-18,400,2000,2054,411,1,"Montant eleve (821,420 > seuil 500,000)"
2023TE02000,FOURNITURE DE BUREAU ET PETITS MATERIELS,75000.0,mobilier_bureau,Appel d'offres ouvert,,,52492002200018,2023-12-18,400,2000,188,38,0,
2023OCC03900,ACCORD-CADRE A BONS DE COMMANDE DE FOURNITURES DE BUREAU ET DE PAPIER: Lot 12: Fournitures de bureau et de papier d\'impression - CMA du Tarn,100000.0,imprimantes,Appel d'offres ouvert,4.0,,57172266900264,2023-12-18,800,5000,125,20,0,
2023V23596CRT00,"V23596CRT - APPROLYS - LOT 1 - FOURNITURES DE BUREAU, ENVELOPPES, AGENDAS, CALENDRIERS, PAPIERS POUR REPROGRAPHIE AU DETAIL, CONSOMMABLES INFORMATIQUE",320000.0,imprimantes,Appel d'offres ouvert,,,57172266900264,2023-12-18,800,5000,400,64,0,
202398449900,"Acquisition, maintenance et fourniture de consommables de systèmes d'impression et multifonctions: Lot 2: Reprise d'un parc existant d'imprimantes en ",6854.0,imprimantes,Procédure adaptée,,,39089573800180,2023-12-18,800,5000,9,1,0,
202401-0300,LOT 3 : FOURNITURE ET LIVRAISON DE REPAS ALSH BONNETABLE SCOLAREST DEBUT 01 07 2024,113225.28,mobilier_bureau,Procédure adaptée,,,63204104266251,2023-12-18,400,2000,283,57,0,
2024DA1500,Fruits et légumes frais,335138.08,alimentaire_restauration,Procédure adaptée,,,55204499202648,2023-12-18,8,20,41892,16757,0,
2023RLV230450200,Achat de livres et documents de bibliothèques pour les bibliothèques du réseau de lecture publique de Riom Limagne et Volcans - Lot 2 : Documentaires,123900.0,reseau,Appel d'offres ouvert,,,80259399600035,2023-12-18,2000,20000,62,6,0,
2024DA4400,Légumes circuit court,62523.8,alimentaire_restauration,Procédure adaptée,,,51111892900039,2023-12-18,8,20,7815,3126,0,
20230340001,CAMION EQUIPE D UN BRAS ARTICULE TYPE AMPLIROLL,99500.0,vehicules,Procédure adaptée,,,39791428400096,2023-12-18,30000,120000,3,1,0,
2024DA0200,Boissons,72972.92,materiel_construction,Procédure adaptée,,,31345620400020,2023-12-18,500,10000,146,7,0,
2023OCC03900,ACCORD-CADRE A BONS DE COMMANDE DE FOURNITURES DE BUREAU ET DE PAPIER: Lot 14: Fournitures de bureau et de papier d\'impression pour le Siège de la CM,28000.0,imprimantes,Appel d'offres ouvert,4.0,,30954348600075,2023-12-18,800,5000,35,6,0,
20242023-001-200,Travaux de renforcement du réseau d'eau potable de Perpezoux et distribution de la ZI de Chavanon - lot 2 : Construction d'un réservoir,600000.0,reseau,Procédure adaptée,,,88565056400028,2023-12-18,2000,20000,300,30,0,
2023OCC03900,ACCORD-CADRE A BONS DE COMMANDE DE FOURNITURES DE BUREAU ET DE PAPIER: Lot 9: Fournitures de bureau et de papier d\'impression - CMA de la Lozère,22400.0,imprimantes,Appel d'offres ouvert,4.0,,95551002900718,2023-12-18,800,5000,28,4,0,
202398542900,"Fourniture, installation et maintenance d'un logiciel de gestion de la redevance incitative.",90400.0,logiciels,Procédure adaptée,,,42050508300030,2023-12-18,500,10000,181,9,0,
202350230100,LOCATION ET MAINTENANCE DE PHOTOCOPIEURS VILLE CCAS - LOT 1 - COPIEURS COULEUR ET NOIR ET BLANC VILLE,81554.12,imprimantes,Appel d'offres ouvert,,,99774951000043,2023-12-18,800,5000,102,16,0,
2023OCC03900,ACCORD-CADRE A BONS DE COMMANDE DE FOURNITURES DE BUREAU ET DE PAPIER: Lot 3: Fournitures de bureau et de papier d\'impression - CMA de l\'Aveyron,52000.0,imprimantes,Appel d'offres ouvert,4.0,,30954348600075,2023-12-18,800,5000,65,10,0,
202400100,LOT N°1 : FOURNITURES DE BUREAU ENVELOPPES AGENDAS CALENDRIERS PAPIERS CONSOMMABLES INFORMATIQUES...,12000000.0,mobilier_bureau,Appel d'offres ouvert,,,57172266900264,2023-12-18,400,2000,30000,6000,1,"Montant eleve (12,000,000 > seuil 500,000)"
2024DA0800,Epicerie,502593.48,vetements_travail,Procédure adaptée,,,47698032100303,2023-12-18,50,200,10052,2513,1,"Montant eleve (502,593 > seuil 500,000)"
2024DA2400,Pommes de terre surgelées,84207.68,alimentaire_restauration,Procédure adaptée,,,31680701501340,2023-12-18,8,20,10526,4210,0,
20232403FR100,FOURNITURE DE PAPIER POUR REPROGRAPHIE,50000.0,imprimantes,Procédure adaptée,,,33044098300055,2023-12-18,800,5000,62,10,0,
2024DA1400,Légumes surgelés issus de l'agriculture biologique,139547.2,alimentaire_restauration,Procédure adaptée,,,31680701501340,2023-12-18,8,20,17443,6977,0,
2024DA4300,Légumes issus de l'agriculture biologique,54662.0,alimentaire_restauration,Procédure adaptée,,,55204499202648,2023-12-18,8,20,6833,2733,0,
2023020500,FOURNITURE MOBILIERS BOIS 4 LOTS ANNEE 2023,80000.0,mobilier_bureau,Appel d'offres ouvert,,,32626114600020,2023-12-18,400,2000,200,40,0,
2023OCC03900,ACCORD-CADRE A BONS DE COMMANDE DE FOURNITURES DE BUREAU ET DE PAPIER: Lot 11: Fournitures de bureau et de papier d\'impression - CMA des Pyrénées-Ori,88000.0,imprimantes,Appel d'offres ouvert,5.0,,30954348600075,2023-12-18,800,5000,110,18,0,
2024DA1700,Légumes surgelés CE2 ou HVE,154018.92,alimentaire_restauration,Procédure adaptée,,,43433709300026,2023-12-18,8,20,19252,7701,0,
202398449800,"Acquisition, maintenance et fourniture de consommables de systèmes d'impression et multifonctions: Lot 1: Acquisition, maintenance d'imprimantes et co",42439.0,imprimantes,Procédure adaptée,,,39089573800180,2023-12-18,800,5000,53,8,0,
2023149A2300,QUINCAILLERIE ET ACCESSOIRES LOT 3,350000.0,materiel_construction,Appel d'offres ouvert,,,39347227900016,2023-12-18,500,10000,700,35,0,
2024DA4000,Viandes fraiches labélisées,330171.2,alimentaire_restauration,Procédure adaptée,,,38480603000035,2023-12-18,8,20,41271,16509,0,
