id,objet,montant,categorie,procedure,offres_recues,acheteur_nom,titulaire_siret,date,prix_ref_moyen,prix_ref_max,unites_estimees_prix_moyen,unites_estimees_prix_max,suspicion_score,raisons_alerte
2024DA3600,Viandes et abats 5e gamme,57288.48,alimentaire_restauration,Procédure adaptée,,,34339778200016,2023-12-18,8,20,7161,2864,0,
2024DOJOLOT800,Réhabilitation de la Patinoire en DOJO Salle Multisports Lot No8 CVC/PB,109043.65,chauffage_clim,Procédure adaptée,,,33180225600015,2023-12-18,15000,100000,7,1,0,
202420230030500,CONSOMMABLES IMPRIMANTE,500000.0,imprimantes,Appel d'offres ouvert,,,43985313600075,2023-12-18,800,5000,625,100,0,
202330507800,TRAVAUX SUR LES SITES ET ITINERAIRES DES ESPACES NATURELS SENSIBLES DU DEPARTEMENT DE LA REUNION_RELANCE   LOT 03 : Travaux fabrication et pose d&#821,935450.0,mobilier_bureau,Appel d'offres ouvert,,,89308480600015,2023-12-18,400,2000,2339,468,1,"Montant eleve (935,450 > seuil 500,000)"
2023000000036900,FOURNITURE DE MOBILIERS DE CONFORT POUR LES ESPACES NATURELS COMMUNAUTAIRES,250000.0,mobilier_bureau,Appel d'offres ouvert,,,33960966100147,2023-12-18,400,2000,625,125,0,
2023OCC03900,ACCORD-CADRE A BONS DE COMMANDE DE FOURNITURES DE BUREAU ET DE PAPIER: Lot 10: Fournitures de bureau et de papier d\'impression - CMA des Hautes-Pyrén,80000.0,imprimantes,Appel d'offres ouvert,5.0,,50178259300013,2023-12-18,800,5000,100,16,0,
20232023123L0100,CHAUFFAGE - VENTILATION - CLIMATISATION - TELEGESTION,70094.0,chauffage_clim,Procédure adaptée,,,44060336300027,2023-12-18,15000,100000,5,1,0,
2023000000036800,FOURNITURE DE MOBILIERS DE CONFORT POUR LES ESPACES NATURELS COMMUNAUTAIRES,200000.0,mobilier_bureau,Appel d'offres ouvert,,,40370406700038,2023-12-18,400,2000,500,100,0,
2023OCC03900,ACCORD-CADRE A BONS DE COMMANDE DE FOURNITURES DE BUREAU ET DE PAPIER: Lot 13: Fournitures de bureau et de papier d\'impression - CMA du Tarn-et-Garon,16800.0,imprimantes,Appel d'offres ouvert,4.0,,95551002900718,2023-12-18,800,5000,21,3,0,
2024DA3500,Viandes et abats surgelés,187902.48,alimentaire_restauration,Procédure adaptée,,,31680701501340,2023-12-18,8,20,23488,9395,0,
20232023F0000200,"ACCORD CADRE A BONS DE COMMANDE POUR L'EMISSION, LA LIVRAISON ET LA GESTION DES TITRES RESTAURANT DEMATERIALISES OU SOUS FORME PAPIER POUR LES AGENTS ",100000.0,fournitures_bureau,Procédure adaptée,,,64204436600242,2023-12-18,30,200,3333,500,0,
2023OCC03900,ACCORD-CADRE A BONS DE COMMANDE DE FOURNITURES DE BUREAU ET DE PAPIER: Lot 1: Fournitures de bureau et de papier d\'impression - CMA de l\'Ariège,36000.0,imprimantes,Appel d'offres ouvert,4.0,,95551002900718,2023-12-18,800,5000,45,7,0,
202330508000,TRAVAUX SUR LES SITES ET ITINERAIRES DES ESPACES NATURELS SENSIBLES DU DEPARTEMENT DE LA REUNION_RELANCE   LOT 06 : Travaux fabrication et pose d&#821,935450.0,mobilier_bureau,Appel d'offres ouvert,,,89308480600015,2023-12-18,400,2000,2339,468,1,"Montant eleve (935,450 > seuil 500,000)"
2024DA3000,Produits traiteurs surgelés,508875.08,alimentaire_restauration,Procédure adaptée,,,55204499200808,2023-12-18,8,20,63609,25444,0,
2024DA2700,Produits de la mer surgelés,541591.04,alimentaire_restauration,Procédure adaptée,,,31680701501340,2023-12-18,8,20,67699,27080,0,
2023OCC03900,ACCORD-CADRE A BONS DE COMMANDE DE FOURNITURES DE BUREAU ET DE PAPIER: Lot 8: Fournitures de bureau et de papier d\'impression - CMA du Lot,80000.0,imprimantes,Appel d'offres ouvert,4.0,,30954348600075,2023-12-18,800,5000,100,16,0,
2023OCC03900,ACCORD-CADRE A BONS DE COMMANDE DE FOURNITURES DE BUREAU ET DE PAPIER: Lot 5: Fournitures de bureau et de papier d\'impression - CMA de la Haute-Garon,144000.0,imprimantes,Appel d'offres ouvert,4.0,,30954348600075,2023-12-18,800,5000,180,29,0,
202401-0100,LOT 1: FOURNITURE ET LIVRAISON DE REPAS MULTI BONNETABLE API DEBUT 01 01 2024,45622.8,mobilier_bureau,Procédure adaptée,,,47718101000729,2023-12-18,400,2000,114,23,0,
2024DOJOLOT100,Réhabilitation de la Patinoire en DOJO Salle Multisports Lot No1 Démol/GO/réseaux,40425.0,reseau,Procédure adaptée,,,33974129000037,2023-12-18,2000,20000,20,2,0,
2023000001320600,LYCEE GRANDMONT A TOURS RECONFIGURATION ESPACE SELF REFECTOIRE R+2,214557.37,chauffage_clim,Procédure adaptée,,,45156854700132,2023-12-18,15000,100000,14,2,0,
2024DA0700,Tartes et feuilletés surgelés,54128.76,alimentaire_restauration,Procédure adaptée,,,31680701501340,2023-12-18,8,20,6766,2706,0,
2024DA4200,Fruits issus de l'agriculture HVE,138260.4,alimentaire_restauration,Procédure adaptée,,,55204499202648,2023-12-18,8,20,17283,6913,0,
20242401FR100,FOURNITURES DE BUREAU,50000.0,mobilier_bureau,Procédure adaptée,,,57172266900264,2023-12-18,400,2000,125,25,0,
2023OCC03900,ACCORD-CADRE A BONS DE COMMANDE DE FOURNITURES DE BUREAU ET DE PAPIER: Lot 6: Fournitures de bureau et de papier d\'impression - CMA du Gers,84000.0,imprimantes,Appel d'offres ouvert,4.0,,30954348600075,2023-12-18,800,5000,105,17,0,
2024DA4100,Fruits issus de l'agriculture biologique,288140.28,alimentaire_restauration,Procédure adaptée,,,55204499202648,2023-12-18,8,20,36018,14407,0,
2024CCAS0020500,CONSOMMABLES IMPRIMANTE,500000.0,imprimantes,Appel d'offres ouvert,,,43985313600075,2023-12-18,800,5000,625,100,0,
2024DA0900,Légumes 4e gamme,295544.0,alimentaire_restauration,Procédure adaptée,,,55204499202648,2023-12-18,8,20,36943,14777,0,
2024DA2300,Pâtisseries surgelées,108533.88,alimentaire_restauration,Procédure adaptée,,,31680701501340,2023-12-18,8,20,13567,5427,0,
2023OCC03900,ACCORD-CADRE A BONS DE COMMANDE DE FOURNITURES DE BUREAU ET DE PAPIER: Lot 15: Fournitures de bureau et de papier d\'impression pour l\'antenne du Siè,28000.0,imprimantes,Appel d'offres ouvert,4.0,,95551002900718,2023-12-18,800,5000,35,6,0,
2024DA3900,Volailles surgelées,107490.64,alimentaire_restauration,Procédure adaptée,,,55204499200808,2023-12-18,8,20,13436,5375,0,
2024DA2000,Ovoproduits surgelés,59909.6,alimentaire_restauration,Procédure adaptée,,,31680701501340,2023-12-18,8,20,7489,2995,0,
2023OCC03900,ACCORD-CADRE A BONS DE COMMANDE DE FOURNITURES DE BUREAU ET DE PAPIER: Lot 2: Fournitures de bureau et de papier d\'impression - CMA de l\'Aude,96000.0,imprimantes,Appel d'offres ouvert,5.0,,95551002900718,2023-12-18,800,5000,120,19,0,
2024DA3400,Viandes et abats frais,538610.28,alimentaire_restauration,Procédure adaptée,,,38480603000035,2023-12-18,8,20,67326,26931,0,
2023054700,UNIHA - FOURNITURES DE BUREAU ET AUTRES ARTICLES ASSOCIES,468414.0,mobilier_bureau,Appel d'offres ouvert,,,57172266900264,2023-12-18,400,2000,1171,234,0,
20232315400100,ACQUISITION LIVRAISON FOURNITURES ADMINISTRATIVES CONSOMMABLES IMPRIMANTE,120000.0,imprimantes,Appel d'offres ouvert,,,43985313600075,2023-12-18,800,5000,150,24,0,
2023M23596CRT00,"M23596CRT - APPROLYS - LOT 1 - FOURNITURES DE BUREAU, ENVELOPPES, AGENDAS, CALENDRIERS, PAPIERS POUR REPROGRAPHIE AU DETAIL, CONSOMMABLES INFORMATIQUE",600000.0,imprimantes,Appel d'offres ouvert,,,57172266900264,2023-12-18,800,5000,750,120,0,
2024DA1600,Fruits et légumes surgelés,240836.68,alimentaire_restauration,Procédure adaptée,,,31680701501340,2023-12-18,8,20,30105,12042,0,
2023OCC03900,ACCORD-CADRE A BONS DE COMMANDE DE FOURNITURES DE BUREAU ET DE PAPIER: Lot 7: Fournitures de bureau et de papier d\'impression - CMA de l\'Hérault,64000.0,imprimantes,Appel d'offres ouvert,5.0,,30954348600075,2023-12-18,800,5000,80,13,0,
2023V3D0040AI00,"PRESTATION D'INSTALLATION DE MAINTENANCE D'ALARMES DANS LES BÂTIMENTS COMMUNAUX ET DE MAINTENANCE DES ÉQUIPEMENTS D'ALARMES INTRUSION,CONTRÔLE D&#8217",576822.14,securite,Procédure adaptée,,,77605646700587,2023-12-16,2000,20000,288,29,1,"Montant eleve (576,822 > seuil 500,000)"
2024-RENOUVELT00,RENOUVELLEMENT LUMINAIRES VETUSTES SUR LE TERRITOIRE DU SIECE-,150000.0,eclairage,Procédure adaptée,,,32977810400011,2023-12-16,100,1000,1500,150,0,
20232306700,Location et entretien des vêtements de travail de la cuisine centrale,46344.0,vetements_travail,Procédure adaptée,,,97150357800538,2023-12-15,50,200,927,232,0,
2023147 FS00,Pièces véhicules lourds,600000.0,vehicules,Marché négocié sans publicité ni mise en concurren,,,89129465400068,2023-12-15,30000,120000,20,5,2,Sans mise en concurrence
20232023180000,FOURNITURE BORNES ESCAMOTABLES,1200000.0,reseau,Appel d'offres ouvert,,,53170199300036,2023-12-15,2000,20000,600,60,0,
2023942-700,RESTRUCTURATION BATIMENTS ECOLE JAURES LOT 7 EQUIPEMENT DES OFFICES DE SELF,65958.0,logiciels,Procédure adaptée,,,82044278800015,2023-12-15,500,10000,132,7,0,
202398506800,Aménagement de la Crèche intercommunale de Moustiers-Sainte-Marie: Lot 7: Menuiseries bois,36073.0,materiel_construction,Procédure adaptée,,,94851422900012,2023-12-15,500,10000,72,4,0,
2023A237119M0600,Acquisition de mobilier d'accueil,46119.99,mobilier_bureau,Procédure adaptée,,,38218321800066,2023-12-15,400,2000,115,23,0,
2023000000002000,ACQUISITION ET MAINTENANCE COPIEURS,162000.0,imprimantes,Procédure adaptée,,,30954348600075,2023-12-15,800,5000,202,32,0,
202318400,"ACHAT DE PRODUITS ET MATERIEL D'ENTRETIEN ET DE NETTOYAGE ET DROGUERIE: Lot 1 : Produits et matériel det#8217,entretien et de nettoyage et droguerie",180000.0,nettoyage_produits,Procédure adaptée,,,44031947300268,2023-12-15,20,100,9000,1800,0,
2023202347800,2023-M478 EXTINCTEURS,100000.0,securite,Procédure adaptée,,,47986009000030,2023-12-15,2000,20000,50,5,0,
2023018400,AUTOMATE SE 2023 - INNOVATIVE,160000.0,materiel_labo,Procédure concurrentielle avec négociation,,,47812321900022,2023-12-15,5000,50000,32,3,0,
2024000023SF0400,GSI - ACQUISITION MAINTENANCE PRESTATIONS ET EVOLUTIONS AUTOUR DE GIMA OFFICE SUITE ET GIMA DIGITAL SUITE,220000.0,logiciels,Marché négocié sans publicité ni mise en concurren,,,34054699300668,2023-12-15,500,10000,440,22,2,Sans mise en concurrence
2024202321100,MULTIFONCTIONS LIBRE SERVICE ADMINISTRATIFS,90000.0,imprimantes,Appel d'offres ouvert,,,34331185800041,2023-12-15,800,5000,112,18,0,
20230900,LOCATION MAINTENANCE PHOTOCOPIEURS IMPRIMANTES,500000.0,imprimantes,Appel d'offres ouvert,,,38122838600102,2023-12-15,800,5000,625,100,0,
20232023F0003300,Accords-cadres pour l'acquisition de matériel informatique et de copieurs multifonctions - Accord-cadre pour l'acquisition de copieurs multifonctions,4282.91,imprimantes,Appel d'offres ouvert,,,33762184100093,2023-12-15,800,5000,5,1,0,
2320230510000,RENOVATION DE L'ÉCLAIRAGE DE L'HOTEL DE VILLE,144744.0,eclairage,Procédure adaptée,7.0,,44218550000042,2023-12-15,100,1000,1447,145,0,
20232023125L0400,LOT 4 - CHAUFFAGE - VENTILATION - CLIMATISATION,255266.39,chauffage_clim,Procédure adaptée,,,42698003300085,2023-12-15,15000,100000,17,3,0,
20231900,Marché global de performance énergétique éclairage public,1600000.0,eclairage,Procédure adaptée,,,40985159900244,2023-12-15,100,1000,16000,1600,1,"Montant eleve (1,600,000 > seuil 500,000)"
202318400,"ACHAT DE PRODUITS ET MATERIEL D'ENTRETIEN ET DE NETTOYAGE ET DROGUERIE: Lot 2 : Accessoires det#8217,entretien et de nettoyage (lot réservé)",22500.0,nettoyage_produits,Procédure adaptée,,,51024658000011,2023-12-15,20,100,1125,225,0,
2023F0500,Acquisition de véhicules pour la police municipale de Gonesse,200000.0,vehicules,Procédure adaptée,,,44216571800028,2023-12-14,30000,120000,7,2,0,
202398753600,Réaménagement de l'Hôtel Communautaire à Maizières-lès-Metz: Lot 10: Peinture - Sols souples,35709.0,materiel_construction,Procédure adaptée,,,47912511400054,2023-12-14,500,10000,71,4,0,
202398753400,Réaménagement de l'Hôtel Communautaire à Maizières-lès-Metz: Lot 8: Chauffage - Ventilation - Sanitaires,68125.0,chauffage_clim,Procédure adaptée,,,41773641000040,2023-12-14,15000,100000,5,1,0,
202398507200,Aménagement de la Crèche intercommunale de Moustiers-Sainte-Marie: Lot 10: Peinture,14499.0,materiel_construction,Procédure adaptée,,,50393320200023,2023-12-14,500,10000,29,1,0,
20232300240200,Acquisition de véhicules utilitaires légers: Lot 02 - Véhicule utilitaire léger diesel,50000.0,vehicules,Procédure adaptée,,,49350358500058,2023-12-14,30000,120000,2,0,0,
2023020700,FOURNITURE MOBILIERS BOIS 4 LOTS ANNEE 2023,200000.0,mobilier_bureau,Appel d'offres ouvert,,,48018007400027,2023-12-14,400,2000,500,100,0,
2023011-TV00,LOT 11 CHAUFFAGE - VENTILATION - PLOMBERIE SANITAIRES,43012.87,chauffage_clim,Procédure adaptée,,,30586851500043,2023-12-14,15000,100000,3,0,0,
2023290100,VEHICULE ESSENCE - VERSION PM - EQUIPEMENT CYNOPHILE,42234.77,carburant,Procédure adaptée,,,44216571800028,2023-12-14,1.6,1.8,26397,23464,0,
202324M0000400,MOBILIERS DE STATIONNEMENT VELOS,1200000.0,mobilier_bureau,Appel d'offres ouvert,,,49179542300038,2023-12-14,400,2000,3000,600,1,"Montant eleve (1,200,000 > seuil 500,000)"
2023232000,FORNITURE BORNE ARRET MINUTE,140000.0,reseau,Appel d'offres ouvert,,,50864225300019,2023-12-14,2000,20000,70,7,0,
20232023S0015100,"Lot 1 - Commercialisation, exploitation et supervision du réseau IRVE",1600000.0,reseau,Appel d'offres ouvert,,,81861122000018,2023-12-14,2000,20000,800,80,0,
20232023TI100100,MDM (MOBILE DEVICE MANAGEMENT),60000.0,telephonie,Procédure adaptée,,,32410382900721,2023-12-14,500,5000,120,12,0,
202323FCS1200100,FOURNITURES DE PAINS OFFICES REST SCO - PERISCO - CDL - SMAD,600000.0,logiciels,Appel d'offres ouvert,,,61365069600214,2023-12-14,500,10000,1200,60,1,"Montant eleve (600,000 > seuil 500,000)"
20232024F0000200,FOURNITURE ET POSE D’ABRIS VOYAGEURS DESTINÉS A ÉQUIPER LES ARRETS DE BUS DU RÉSEAU DE TRANSPORT COLLECTIF DE SAINT-MALO AGGLOMÉRATION ET DE MOBILIERS,150000.0,reseau,Appel d'offres ouvert,,,40856868100048,2023-12-14,2000,20000,75,8,0,
2023000000040500,FABRICATION FOURNITURE POSE DE MOBILIER SIGNALETIQUE TOP DEPART CYCLISTES DANS LE CADRE RESEAU POINTS NOEUDS,200000.0,mobilier_bureau,Procédure adaptée,,,84091096200017,2023-12-14,400,2000,500,100,0,
2023000000031600,ACQUISITION ET SUPPORT SOLUTIONS LOGICIELLES POUR LA GESTION DES PARCS NUMERIQUES,900000.0,logiciels,Appel d'offres ouvert,,,84484409200164,2023-12-14,500,10000,1800,90,1,"Montant eleve (900,000 > seuil 500,000)"
2023020200,FOURNITURE MOBILIERS BOIS 4 LOTS ANNEE 2023,80000.0,mobilier_bureau,Appel d'offres ouvert,,,39282364700053,2023-12-14,400,2000,200,40,0,
2023RLV230450300,Achat de livres et documents de bibliothèques pour les bibliothèques du réseau de lecture publique de Riom Limagne et Volcans - Lot 3 : BD et Manga,78300.0,reseau,Appel d'offres ouvert,,,41116967500047,2023-12-13,2000,20000,39,4,0,
2023RLV230450500,Achat de livres et documents de bibliothèques pour les bibliothèques du réseau de lecture publique de Riom Limagne et Volcans - Lot 5 : Abonnement pre,61200.0,reseau,Appel d'offres ouvert,,,59205876200036,2023-12-13,2000,20000,31,3,0,
2498902610,Travaux de construction d'une bibliothèque communale à Thoiry: Lot 10: Chauffage - Ventilation - Plomberie - Sanitaire,156593.0,chauffage_clim,Procédure adaptée,1.0,,78939650400019,2023-12-13,15000,100000,10,2,2,Fournisseur unique (1.0 offre)
20232023F0011700,"Renouvellement des licences Autocad et Autocad LT, fourniture de nouvelles licences, leur maintenance, et formation des agents de la ville.",200000.0,logiciels,Procédure adaptée,,,48997240600073,2023-12-13,500,10000,400,20,0,
202309_23L3300,Lot 33 - Légumes surgelés,60000.0,alimentaire_restauration,Appel d'offres ouvert,,,41094928300031,2023-12-13,8,20,7500,3000,0,
202316610000000,Acquisition d'une unité mobile Nord Santé Prévention pour le Département du Nord,1194836.0,telephonie,Appel d'offres ouvert,,,84483384800014,2023-12-13,500,5000,2390,239,1,"Montant eleve (1,194,836 > seuil 300,000)"
2023RLV230450400,Achat de livres et documents de bibliothèques pour les bibliothèques du réseau de lecture publique de Riom Limagne et Volcans - Lot 4 : DVD,57600.0,reseau,Appel d'offres ouvert,,,31752630900057,2023-12-13,2000,20000,29,3,0,
202323071_500,Maintenance des logiciels de gestion de l'urbanisme - Formations et interventions,40000.0,logiciels,Marché négocié sans publicité ni mise en concurren,,,34054699300668,2023-12-13,500,10000,80,4,2,Sans mise en concurrence
20240100,Prestation de service repas et goûters,102489.0,alimentaire_restauration,Procédure adaptée,,,33415947200458,2023-12-13,8,20,12811,5124,0,
20232023F0005800,"Fourniture, livraison et pose de mobiliers pour le hall d'accueil, les bureaux et les locaux du personnel de la piscine de la Guerche de Bretagne - Ac",14799.02,mobilier_bureau,Procédure adaptée,,,42133938300091,2023-12-13,400,2000,37,7,0,
202309_23L2900,Lot 29 - Viandes porcines surgelées,88000.0,alimentaire_restauration,Appel d'offres ouvert,,,78574231300147,2023-12-13,8,20,11000,4400,0,
202309_23L2700,Lot 27 - Viandes ovines et caprines surgelés,208000.0,alimentaire_restauration,Appel d'offres ouvert,,,41094928300031,2023-12-13,8,20,26000,10400,0,
202309_23L3000,Lot 30 - Volaille et lapin surgelés,256000.0,alimentaire_restauration,Appel d'offres ouvert,,,39038469100049,2023-12-13,8,20,32000,12800,0,
20230123095600,Serveurs DELL (3) (CENTRALE ACHAT),64768.72,serveurs,Procédure adaptée,,,13000501000025,2023-12-13,8000,50000,8,1,0,
2023RLV230450100,Achat de livres et documents de bibiothèques pour les bibliothèques du réseau de lecture publique de Riom Limagne et Volcans - Lot 1 : Fiction,243300.0,reseau,Appel d'offres ouvert,,,95651314700192,2023-12-13,2000,20000,122,12,0,
202309_23L3200,Lot 32 - Poissons surgelés,472000.0,alimentaire_restauration,Appel d'offres ouvert,,,41094928300031,2023-12-13,8,20,59000,23600,0,
2024000500500000,REAMENAGEMENT RDC SEVRES_LOT5_PEINTURE DES SOLS,47000.0,materiel_construction,Procédure adaptée,,,31581422800021,2023-12-13,500,10000,94,5,0,
2023M23030500,LOT 3 - FAMILLE CONTACT ALIMENTAIRE - PRODUITS ENTRETIEN ET MATERIELS RESTAURANTS,40000.0,alimentaire_restauration,Marché négocié sans publicité ni mise en concurren,,,32365068900017,2023-12-12,8,20,5000,2000,2,Sans mise en concurrence
202398449600,Marché public relatif à la rénovation de l'éclairage public de l'ensemble de la commune passage en LED intégralement sur l'ensemble des luminaires ext,155988.0,eclairage,Procédure adaptée,,,74725106400024,2023-12-12,100,1000,1560,156,0,
202323003000,"MARCHÉ D?INSTALLATION, DE LOCATION ET DE MAINTENANCE D?UNE ARMOIRE FORTE DESTINÉE À LA CONSERVATION DES ARMES ET MUNITIONS UTILISÉES PAR LA POLICE MUN",79336.0,mobilier_bureau,Procédure adaptée,,,50260222000043,2023-12-12,400,2000,198,40,0,
202323MAIEXT2500,"Contrôle périodique, entretien et maintenance des extincteurs",48000.0,securite,Procédure adaptée,,,38021235700087,2023-12-12,2000,20000,24,2,0,
202423C00380300,ACQ DE VEHICULES DE TRANSPORT - AUTOCAR STANDARD,198443.0,vehicules,Procédure adaptée,,,37849355500015,2023-12-12,30000,120000,7,2,0,
202423C00380100,ACQ DE VEHICULES DE TRANSPORT - MINIBUS,47726.0,vehicules,Procédure adaptée,,,37849355500015,2023-12-12,30000,120000,2,0,0,
20232023MARMOB00,MARENDA LACAN : MOBILIER,58333.33,mobilier_bureau,Procédure adaptée,,,,2023-12-12,400,2000,146,29,0,
2023ABF000021601,"ACQUISITION,GARANTIE ET MAINTENANCE DE PERIPHERIQUES D'IMPRESSION ET NUMERISATION POUR LA CTM - lot 2",60000.0,imprimantes,Appel d'offres ouvert,,,34058517300024,2023-12-12,800,5000,75,12,0,
2023ABF000021701,"ACQUISITION,GARANTIE ET MAINTENANCE DE PERIPHERIQUES D'IMPRESSION ET NUMERISATION POUR LA CTM - lot 3",60000.0,imprimantes,Appel d'offres ouvert,,,34058517300024,2023-12-12,800,5000,75,12,0,
2023086V0100,ACQUISITION D'ÉQUIPEMENTS ÉLECTRIQUES ET  D'ÉCLAIRAGE,950000.0,eclairage,Appel d'offres ouvert,,,30930461605851,2023-12-12,100,1000,9500,950,1,"Montant eleve (950,000 > seuil 500,000)"
202423C00380400,ACQ DE VEHICULES DE TRANSPORT - AUTOBUS STANDARD,238514.0,vehicules,Procédure adaptée,,,37849355500015,2023-12-12,30000,120000,8,2,0,
2323DSI1300,Pose et / ou  dépose de la solution billettique connectée dans les véhicules de transport urbain pour le compte de martinique transport,200000.0,vehicules,Procédure adaptée,5.0,,79337996700011,2023-12-12,30000,120000,7,2,0,
202337900,"Achat de vêtements, chaussures et équipements de travail-relance",240000.0,vetements_travail,Appel d'offres ouvert,,,45169910200021,2023-12-12,50,200,4800,1200,0,
2023ABF000021501,"ACQUISITION,GARANTIE ET MAINTENANCE DE PERIPHERIQUES D'IMPRESSION ET NUMERISATION POUR LA CTM - lot 1",150000.0,imprimantes,Appel d'offres ouvert,,,34058517300024,2023-12-12,800,5000,188,30,0,
202391610200,Marché subséquent n°1 LOT2 - Ordinateurs portables neufs et périphériques associés,270000.0,mobilier_bureau,Appel d'offres ouvert,,,48464107100010,2023-12-12,400,2000,675,135,0,
202322N0864-0000,FF - MAINTENANCE DU LOGICIEL MUNICIPOL POUR LA GESTION DE LA POLICE MUNICIPALE ET MODULES ASSOCIES,400000.0,logiciels,Marché négocié sans publicité ni mise en concurren,,,48125959600023,2023-12-12,500,10000,800,40,2,Sans mise en concurrence
202323M0059L0000,FOURNITURE ET LIVRAISON DE COUCHES JETABLES,160000.0,mobilier_bureau,Procédure adaptée,,,37909534200018,2023-12-12,400,2000,400,80,0,
202323M57V00,LOT 1 : EPICERIE,440000.0,vetements_travail,Appel d'offres ouvert,,,47698032100055,2023-12-12,50,200,8800,2200,0,
202320230100100,FOURNITURES ADMINISTRATIVES DE BUREAU,60000.0,mobilier_bureau,Procédure adaptée,,,44455346500014,2023-12-12,400,2000,150,30,0,
249931955,Contrat d'entretien des installations des résidences du patrimoine de Brive Habitat: Lot 05: chauffage individuel ventilation,1183720.0,chauffage_clim,Appel d'offres ouvert,1.0,,40970727000032,2023-12-12,15000,100000,79,12,2,Fournisseur unique (1.0 offre)
202323M06CCAS00,LOT 1: EPICERIE,200000.0,vetements_travail,Appel d'offres ouvert,,,38500623400418,2023-12-12,50,200,4000,1000,0,
2023RLV2242S1200,Marché subséquent no12 - Achat de Licence Office 365 (Accord cadre multi attributaire d'achat de matériel informatique - Lot 2),47616.8,logiciels,Procédure adaptée,,,38158988600039,2023-12-12,500,10000,95,5,0,
2023SYR23AC2900,"Lots 4, 5, 9 et 10 Jonctions J3UP, Jonctions pour câbles papier, Trousses jonction BT et SYT",3400000.0,fournitures_bureau,Procédure négociée avec mise en concurrence préala,,,9575031100805,2023-12-11,30,200,113333,17000,1,"Montant eleve (3,400,000 > seuil 500,000)"
2023Trx 0300,Remplacement des lanternes de l'éclairage public et du terrain de tennis,137476.0,eclairage,Procédure adaptée,,,89238003100146,2023-12-11,100,1000,1375,137,0,
2023AO2302100100,ACCESSOIRES ET CONSOMMABLES POUR MONITEURS PROPACQ M ET XSERIES ET DEFIBRILLATEURS AED 3,100000.0,ecrans_moniteurs,Appel d'offres ouvert,,,94565014100027,2023-12-11,250,800,400,125,0,
20232023M5200,"Location (transport, installation, gestion technique et dépose inclus) de matériels scéniques, de sonorisation, de lumière, d'écrans LED et de groupe ",49801.5,ecrans_moniteurs,Procédure adaptée,,,44150191300012,2023-12-11,250,800,199,62,0,
20232023-1900,AMENAGEMENT DU CENTRE BOURG MOBILIERS URBAIN,81686.85,mobilier_bureau,Procédure adaptée,,,33212763800085,2023-12-11,400,2000,204,41,0,
2023Z230258F0000,Z230258F00 LOT 4 GANTS ET EQUIPEMENTS DE PROTECTION INDIVIDUELLE,3200000.0,vetements_travail,Appel d'offres ouvert,,,56382048900182,2023-12-11,50,200,64000,16000,1,"Montant eleve (3,200,000 > seuil 500,000)"
20230370100,REMPT AMÉLIORATION ÉCLAIRAGES EXISTANTS SITES SPORTIFS SNA,159502.8,eclairage,Procédure adaptée,,,43123125700020,2023-12-11,100,1000,1595,160,0,
20232023160300,CHARPENTE BOIS,47264.12,materiel_construction,Procédure adaptée,,,32228438100017,2023-12-11,500,10000,95,5,0,
2023M2400006200,FRE ET LIV REPAS CHAUD PERS.AGEE ET PERS.SITUATo HANDICAP,281641.2,alimentaire_restauration,Procédure négociée avec mise en concurrence préala,,,44931731200030,2023-12-11,8,20,35205,14082,0,
2023CAA2303700,TRANSITION LED DES PROJECTEURS SCENIQUES DU DOME THEATRE D'ALBERTVILLE,279305.9,eclairage,Appel d'offres ouvert,,,90148346100017,2023-12-11,100,1000,2793,279,0,
2024DG-2023-L300,FOURNITURE ET INSTALLATION D'UNE AIRE DE PIQUE NIQUE + AIRE DE JEUX ENFANTS + MOBILIERS + GRILLAGE ET PORTILLON TENNIS + FILETS TIR A L'ARC +SIGNALETI,106112.0,mobilier_bureau,Procédure adaptée,,,82499951000020,2023-12-11,400,2000,265,53,0,
2023015300,Location 5 véhicules électriques NHN,63611.0,vehicules,Marché passé sans publicité ni mise en concurrence,,,32989236800021,2023-12-11,30000,120000,2,1,2,Sans mise en concurrence
202398279000,"Rénovation, requalification et renforcement du réseau d'éclairage public",122319.0,reseau,Procédure adaptée,,,40985159900509,2023-12-11,2000,20000,61,6,0,
20230840200,Achat de matériel informatique - Lot 2 - Petits équipements informatiques et logiciels standards,54000.0,logiciels,Appel d'offres ouvert,,,42978416800065,2023-12-11,500,10000,108,5,0,
20232024F0000800,Système d'acquisition dynamique pour l'achat de véhicule neufs ou d'occasion - 2023-07-03-6 : Fourniture et livraison d'un véhicule de tourisme 5 plac,20353.13,mobilier_bureau,Appel d'offres ouvert,,,34911449600095,2023-12-11,400,2000,51,10,0,
20232023F0015000,Marché subséquent n°2 - Acquisition d'un véhicule électrique neuf (type citadine) avec reprise d'un véhicule thermique pour les besoins de Morbihan En,29453.79,vehicules,Appel d'offres ouvert,,,38848852000080,2023-12-09,30000,120000,1,0,0,
20232023T020700,REQUALIFICATION DU PARC DES SPORTS : Relance suite à consultation restée infructueuseLot 3 : Menuiseries bois et aluminiumLot 7 : Ferronnerie: Lot 2: ,59533.0,materiel_construction,Procédure adaptée,,,50092678700010,2023-12-09,500,10000,119,6,0,
