id,objet,montant,codecpv,procedure,offres_recues,acheteur_id,acheteur_nom,titulaire_siret,titulaire_nom,titulaire_activite,titulaire_effectifs,titulaire_commune,date,score_sous_enchere,raisons_score,economie_estimee_basse,economie_estimee_haute
2023B220440000,ASSISTANCE À MAITRISE D&#8217;OUVRAGE POUR LES ACQUISITIONS FONCIÈRES CONCERNANT L&#8217;AMENAGEMENT DE LA VELOROUTE N° 52,1600000.0,70122200-4,Appel d'offres ouvert,,22020002600015,,88008272200013,,,,,2023-12-15,55,Montant accessible (+5),160000,400000
202398376100,Étanchéité,1600000.0,45000000-7,Appel d'offres ouvert,,21590599300014,,83246039800023,,,,,2023-12-11,55,Montant accessible (+5),160000,400000
20232023S0002400,Transport des enfants et des jeunes accompagnés par l'aide sociale à l'enfance du Département d’Ille-et-Vilaine -  - Dinard - Côte d'Emeraude - Pays M,1600000.0,60100000-9,Appel d'offres ouvert,,22350001800013,,83054289000025,,,,,2023-12-08,55,Montant accessible (+5),160000,400000
2023FTIC29BC00,MMERSIVES ET INTERACTIVES - NUMERO MARCHE 2023FTIC29,1600000.0,72212517-6,Appel d'offres ouvert,,25060187900043,,75076588500033,,,,,2023-12-08,55,Montant accessible (+5),160000,400000
20242300600100,PRESTATION D'ENTRETIEN POUR LE NETTOYAGE DES BATIMENTS GD PX,1600000.0,98341110-9,Procédure adaptée,,20004039200231,,80451028700035,,,,,2023-12-07,55,Montant accessible (+5),160000,400000
20232023S0003200,Transport des enfants et des jeunes accompagnés par l'aide sociale à l'enfance du Département d’Ille-et-Vilaine -  - Rennes,1600000.0,60100000-9,Appel d'offres ouvert,,22350001800013,,48788417300104,,,,,2023-12-04,55,Montant accessible (+5),160000,400000
202398375800,"Charpente et clôture métallique, Serrurerie, fermeture et volet roulant",1600000.0,45000000-7,Appel d'offres ouvert,,21590599300014,,30958553700025,,,,,2023-12-04,55,Montant accessible (+5),160000,400000
202398375400,"Gros Oeuvre, Carrelage, Revêtement mural scellé, Plâtrerie, Clôture béton dans divers bâtiments (hors écoles et équipements sportifs)",1600000.0,45000000-7,Appel d'offres ouvert,,21590599300014,,31986295900024,,,,,2023-12-04,55,Montant accessible (+5),160000,400000
202398376600,Peinture dans les écoles et les équipements sportifs,1600000.0,45000000-7,Appel d'offres ouvert,,21590599300014,,49384846900034,,,,,2023-12-04,55,Montant accessible (+5),160000,400000
202472600,TRAVAUX DE VOIRIE ET RESAUX DIVERS VRD,1600000.0,45231110-9,Procédure adaptée,,21690029000018,,95950213900022,,,,,2023-12-01,55,Montant accessible (+5),160000,400000
202419839004,Exploitation de la plateforme de compostage des déchets verts et des biodéchets du SICTOM de la Zone de Dole,1600000.0,77120000-7,Appel d'offres ouvert,,25390063300020,,44086377700023,,,,,2023-11-30,55,Montant accessible (+5),160000,400000
2023000000002400,FOURNITURE D'OUTILLAGE EQUIPEMENTS DIVERS ACCESSOIRES ET CONSOMMABLES,1600000.0,42410000-3,Appel d'offres ouvert,,24590042800013,,61562072100063,,,,,2023-11-28,55,Montant accessible (+5),160000,400000
2023230510100,"TX DE COURANTS FORTS ET FAIBLES, ET MAINT ECLAIRAGE SECURITE ET POSTES TRANSFORMATEURS",1600000.0,45311200-2,Procédure adaptée,,21060030000011,,42981128400075,,,,,2023-11-28,55,Montant accessible (+5),160000,400000
2023061-202300,LOCATION ET MAINTENANCE D'UN SYSTEME D'IMPRESSION CONSTITUE DE PHOTOCOPIEURS ET EQUIPEMENTS MULTIFONCTIONS NOIR ET BLANC ET COULEUR,1600000.0,75200000-8,Appel d'offres ouvert,,21410018200010,,33478205900169,,,,,2023-11-27,55,Montant accessible (+5),160000,400000
202323A0010L0200,ACBC POUR LES CABLAGES VDI DANS LES COLLEGES DEPARTEMENTAUX LOT 01 SECTEUR OUEST,1600000.0,45317000-2,Procédure adaptée,,22060001900016,,38434243200034,,,,,2023-11-27,55,Montant accessible (+5),160000,400000
202323A0010L0100,ACBC POUR LES CABLAGES VDI DANS LES COLLEGES DEPARTEMENTAUX LOT 01 SECTEUR EST,1600000.0,45317000-2,Procédure adaptée,,22060001900016,,94888884700019,,,,,2023-11-27,55,Montant accessible (+5),160000,400000
202323MP07800100,LOT N°14 : CVC - CHAUFFFAGE - PLOMBERIE - SANITAIRES,1598815.34,45331000-6,Appel d'offres ouvert,,21420187300012,,40558009300020,,,,,2023-12-10,55,Montant accessible (+5),159882,399704
2024DA2100,Pains et viennoiseries déjeuners,1585883.92,15800000-6,Procédure adaptée,,25830139900022,,95781060900033,,,,,2023-12-18,55,Montant accessible (+5),158588,396471
20231252300400,"RENOUVELLEMENT RESEAUX EU, EP ET AEP BOULEVARD LEMEUNIER DE LA RAILLERE",1585619.4,45232151-5,Procédure adaptée,,20005581200081,,44502265000029,,,,,2023-12-27,55,Montant accessible (+5),158562,396405
202319A2R100,TRAVAUX ER - REEL ZONE A2,1579500.0,09310000-5,Appel d'offres ouvert,,25974102300024,,32397354500037,,,,,2023-12-31,55,Montant accessible (+5),157950,394875
202480005200,ASSURANCE LOT 3 FLOTTE AUTO,1576485.85,66510000-8,Appel d'offres ouvert,,26590776600017,,35017183100042,,,,,2023-12-20,55,Montant accessible (+5),157649,394121
2023M23588S03,M23588S - MS036 - LOT 1 - TRAVAUX ENFOUISSEMENT ET REQUALIFICATION RUE CHATEAU GAILLARD A ORLEANS,1571000.0,45112500-0,Appel d'offres ouvert,,24450046800040,,77559249600258,,,,,2023-12-15,55,Montant accessible (+5),157100,392750
2023M23588S01,M23588S - MS036 - LOT 1 - TRAVAUX ENFOUISSEMENT ET REQUALIFICATION RUE CHATEAU GAILLARD A ORLEANS,1571000.0,45112500-0,Appel d'offres ouvert,,24450046800040,,77559249600258,,,,,2023-12-15,55,Montant accessible (+5),157100,392750
2023M23588S00,M23588S - MS036 - LOT 1 - TRAVAUX ENFOUISSEMENT ET REQUALIFICATION RUE CHATEAU GAILLARD A ORLEANS,1571000.0,45112500-0,Appel d'offres ouvert,,24450046800040,,77559249600258,,,,,2023-12-15,55,Montant accessible (+5),157100,392750
2023M23588S02,M23588S - MS036 - LOT 1 - TRAVAUX ENFOUISSEMENT ET REQUALIFICATION RUE CHATEAU GAILLARD A ORLEANS,1571000.0,45112500-0,Appel d'offres ouvert,,24450046800040,,77559249600258,,,,,2023-12-15,55,Montant accessible (+5),157100,392750
202423AEP060300,REVETEMENT EN PIERRE,1552535.9,45233252-0,Appel d'offres ouvert,,21740012600017,,61202929800066,,,,,2023-12-19,55,Montant accessible (+5),155254,388134
20232023T0015700,Implantation d’une station de distribution GNV-bioGNV et l’adaptation des infrastructures du dépôt de bus de Demaine à LORIENT - Phase OFFRE - Process,1550563.0,45231221-0,Procédure avec négociation,,20004217400090,,85371503500012,,,,,2023-12-06,55,Montant accessible (+5),155056,387641
202323017REST00,PRESTATION DE SERVICES DE RESTAURATION SCOLAIRE ET PRESTATIONS ANNEXES POUR LA VILLE DE CHAMBRAY LES TOURS,1542209.19,55523100-3,Procédure adaptée,,21370050300013,,44859671800487,,,,,2023-12-21,55,Montant accessible (+5),154221,385552
2024ELEC00,FOURNITURE ET ACHEMINEMENT EN ELECTRICITE,1537691.0,09310000-5,Appel d'offres ouvert,,20007037300010,,54210765113030,,,,,2023-12-05,55,Montant accessible (+5),153769,384423
2023230800100,LOT 1 : TERRASSEMENT VRD,1529407.0,45214210-5,Appel d'offres ouvert,,21740298100096,,32799322600015,,,,,2023-11-29,55,Montant accessible (+5),152941,382352
202423MF010100,TÉLÉSURVEILLANCE ET MAINTENANCE DES INSTALLATIONS D'ALARME,1527180.0,50610000-4,Appel d'offres ouvert,,21910103700014,,78850308400030,,,,,2023-12-19,55,Montant accessible (+5),152718,381795
2023000000037200,AMENAGEMENT RIVE CANAL EXUTOIRE,1523457.9,45233161-5,Procédure adaptée,,24590042800013,,40209626700560,,,,,2023-12-06,55,Montant accessible (+5),152346,380864
202318400,Trouville/mer - quartier de la croix sonnet - travaux de construction de 16 logements individuels et 14 logements intermédiaires: Lot 2 : Installation,1520375.0,45223220-4,Procédure adaptée,,78070570300012,,39915600900033,,,,,2023-12-21,55,Montant accessible (+5),152038,380094
2023230800,MARCHE TOTAL 2024-2027,1520000.0,09000000-3,Appel d'offres ouvert,,28974011000019,,78006040600045,,,,,2023-12-28,55,Montant accessible (+5),152000,380000
202323194400,CONCEPTION ET MISE EN OEUVRE DE STRATEGIES DE MARKETING DIGITAL PRODUCTION GESTION ET ANIMATION DE PLUSIEURS COMPTES RESEAUX SOCIAUX INSTITUTIONNELS E,1520000.0,79340000-9,Appel d'offres ouvert,,23130002100012,,82299632800016,,,,,2023-12-21,55,Montant accessible (+5),152000,380000
202323194300,CONCEPTION ET MISE EN OEUVRE DE STRATEGIES DE MARKETING DIGITAL PRODUCTION GESTION ET ANIMATION DE PLUSIEURS COMPTES RESEAUX SOCIAUX INSTITUTIONNELS E,1520000.0,79340000-9,Appel d'offres ouvert,,23130002100012,,87819041200022,,,,,2023-12-21,55,Montant accessible (+5),152000,380000
202324M0000200,LOT 1 - MISSION ASSISTANCE TECHNIQUE OPERATIONNELLE SOUS LA QUALIFICATION DE COORDONNATEUR,1520000.0,71356200-0,Appel d'offres ouvert,,20000332500020,,40225042700026,,,,,2023-12-01,55,Montant accessible (+5),152000,380000
202323AEP060100,DEMOLITION / TERRASSEMENT / GC / RESEAUX / VRD,1511635.5,45111000-8,Appel d'offres ouvert,,21740012600017,,30432837000016,,,,,2023-11-28,55,Montant accessible (+5),151164,377909
202320237900,CTM LOT 10 CHARPENTE MURS OSSATURE BOIS,1504907.13,45422000-1,Appel d'offres ouvert,,21740281700019,,79708032200010,,,,,2023-12-22,55,Montant accessible (+5),150491,376227
202398498500,DIVERS SERVICES D'ASSURANCES POUR LIMOGES HABITAT: Lot 1: Assurance Multirisques du Patrimoine mobilier et immobilier et risques annexes,1504844.0,66515200-5,Appel d'offres ouvert,,27870851600028,,72205746001815,,,,,2023-11-29,55,Montant accessible (+5),150484,376211
2023RTPA164S0301,Lot 3 : Nettoyage des locaux,1500000.0,90911200-8,Procédure négociée avec mise en concurrence préalable,,45065514700012,,51902258600027,,,,,2023-12-28,55,Montant accessible (+5),150000,375000
2023RTPA164S0300,Lot 3 : Nettoyage des locaux,1500000.0,90911200-8,Procédure négociée avec mise en concurrence préalable,,45065514700012,,51902258600027,,,,,2023-12-28,55,Montant accessible (+5),150000,375000
2023S03101,CREATION D'ESPACES VERTS,1500000.0,45112710-5,Procédure adaptée,,24180050700071,,33960966101467,,,,,2023-12-22,55,Montant accessible (+5),150000,375000
2023-006T00,Petits travaux de voirie pour la commune de Bons-En-Chablais,1500000.0,45233140-2,Procédure adaptée,,21740043100011,,39882711300463,,,,,2023-12-21,55,Montant accessible (+5),150000,375000
202364100,TOTAL ENERGIE CHARVET FOURNITURE LIVRAISON CARBURANTS,1500000.0,09134220-5,Appel d'offres ouvert,,20000017200011,,55450019904391,,,,,2023-12-19,55,Montant accessible (+5),150000,375000
202398729000,Travaux de façades pour les bâtiments de la Ville de Marcq-en-Baroeul,1500000.0,45443000-4,Procédure adaptée,,21590378200013,,47050071100036,,,,,2023-12-19,55,Montant accessible (+5),150000,375000
2023F08200,HYDROCURAGE DES RESEAUX,1500000.0,90910000-9,Appel d'offres ouvert,,23971001500029,,41526042100037,,,,,2023-12-08,55,Montant accessible (+5),150000,375000
2023202300600,TX REMPLACEMENT EP EN LEDS,1500000.0,45316110-9,Appel d'offres ouvert,,21920025000013,,74725106400024,,,,,2023-12-05,55,Montant accessible (+5),150000,375000
2023MS1EL230100,MS 1 FOURNITURE ET ACHEMINEMENT DÉLECTRICITÉ GROUPEMENT,1500000.0,09310000-5,Appel d'offres ouvert,,26750032000010,,80324846700034,,,,,2023-12-01,55,Montant accessible (+5),150000,375000
202323002600,PRESTATIONS DE SÉCURITÉ / SURETÉ / GARDIENNAGE DES ÉVÈNEMENTS DE LA VILLE D?ARGENTEUIL ET DE BÂTIMENTS COMMUNAUX - RELANCE,1500000.0,79713000-5,Procédure adaptée,,21950018800012,,39247920000017,,,,,2023-11-30,55,Montant accessible (+5),150000,375000
2023T2303200300,MENUISERIES EXTERIEURES,1496415.4,45421000-4,Procédure adaptée,,21910377700013,,84157290200028,,,,,2023-12-14,55,Montant accessible (+5),149642,374104
202423005801A00,CONSTRUCTION BATIMENT SILOT- POLE ESS ET DES CULTURES URBAINS A COULOUNIEIX CHAMIERS,1489792.91,45210000-2,Appel d'offres ouvert,,20004039200231,,41453714200054,,,,,2023-12-20,55,Montant accessible (+5),148979,372448
2023 STEP00,Travaux de construction de la nouvelle STEP de Rioclar  - Commune de Méolans-Revel,1482000.0,45252100-9,Procédure adaptée,,20007230400021,,39876221100025,,,,,2023-12-12,55,Montant accessible (+5),148200,370500
2023V3F35902AU00,LOT 02 VIANDE FRAICHE DE BOEUF VEAU ET AGNEAU,1480000.0,15800000-6,Appel d'offres ouvert,,21870850100018,,40238454900026,,,,,2023-12-27,55,Montant accessible (+5),148000,370000
20232023S0000600,L'assistance conseil s'étend sur l'ensemble des communes de la métropole hors Rennes et s'exerce prioritairement dans les secteurs d'aménagement compl,1464500.0,71410000-5,Appel d'offres ouvert,,24350013900189,,78964778100028,,,,,2023-12-20,55,Montant accessible (+5),146450,366125
2023-08-230000,GESTION DE QUATRE DECHETERIES,1463000.0,90511200-4,Appel d'offres ouvert,,24300058500071,,90171359400017,,,,,2023-12-08,55,Montant accessible (+5),146300,365750
20232023T0000100,"Le contrat porte sur les prestations suivantes : requalification de la rue des Saules, de la rue de la Paix, de la place de la Victoire, de la rue des",1458846.65,45233140-2,Procédure adaptée,,21220232900018,,72202858672202,,,,,2023-12-14,55,Montant accessible (+5),145885,364712
2023M23-072 L200,M23-072VDC L2 FACADES,1453450.85,45443000-4,Procédure adaptée,,21360044800012,,68204083700960,,,,,2023-12-15,55,Montant accessible (+5),145345,363363
20232023S0015200,Lot 2 - Maintenance des bornes normales à courant alternatif,1450000.0,50324100-3,Appel d'offres ouvert,,25560110600024,,62722004900753,,,,,2023-12-14,55,Montant accessible (+5),145000,362500
202398511200,PRESTATIONS DE SERVICES ASSURANCES: Lot 4 : Assurance Automobile,1448471.0,66514110-0,Appel d'offres ouvert,,13002166000019,,38398762500019,,,,,2023-12-12,55,Montant accessible (+5),144847,362118
202398376900,"Électricité, Courants forts, Courants Faibles dans divers bâtiments (hors écoles et équipements sportifs)",1440000.0,45000000-7,Appel d'offres ouvert,,21590599300014,,32712477200069,,,,,2023-12-12,55,Montant accessible (+5),144000,360000
2023GN23D03B00,Lot 2 - Collecte des points d'apport volontaire en colonnes de produits recyclables (EMR et verre ménagers) du GN,1437160.0,90511400-6,Appel d'offres ouvert,,24110059300078,,71262071500169,,,,,2023-11-29,55,Montant accessible (+5),143716,359290
2023M089L0100,ZI DES TOUCHES REAMENANGEMENT BLVD AMPERE SUD / LEON BOLLEE NORD / ANCIENNE VOIE FERREE LOT 1 VOIRIE ASSAINISSEMENT ESPACES VERTS,1425713.74,45233140-2,Procédure adaptée,,20008339200015,,55615017500017,,,,,2023-11-29,55,Montant accessible (+5),142571,356428
2023M089L0101,ZI DES TOUCHES REAMENANGEMENT BLVD AMPERE SUD / LEON BOLLEE NORD / ANCIENNE VOIE FERREE LOT 1 VOIRIE ASSAINISSEMENT ESPACES VERTS,1425713.74,45233140-2,Procédure adaptée,,20008339200015,,55615017500017,,,,,2023-11-29,55,Montant accessible (+5),142571,356428
2024DA2800,Produits laitiers,1421750.16,15800000-6,Procédure adaptée,,25830139900022,,43433709300026,,,,,2023-12-18,55,Montant accessible (+5),142175,355438
2023230801800,LOT 18 : PLOMBERIE - SANITAIRE / CHAUFFAGE / VMC,1402300.04,45214210-5,Appel d'offres ouvert,,21740298100096,,47929021500017,,,,,2023-11-30,55,Montant accessible (+5),140230,350575
2023RU041L0200,TRAITEMENT VALORISATION DECHETS CONCHYLICOLES,1400400.0,90500000-2,Appel d'offres ouvert,,20006635500013,,34340353103351,,,,,2023-12-20,55,Montant accessible (+5),140040,350100
202345900,"Enlèvement, mise en fourrière et préparation de véhicules avant destruction",1400000.0,50118110-9,Appel d'offres ouvert,,21340032800018,,98062594100011,,,,,2023-12-29,55,Montant accessible (+5),140000,350000
20242317902,Diagnostic réseaux enterrés,1400000.0,71351810-4,Appel d'offres ouvert,,22720002900014,,90084047100016,,,,,2023-12-28,55,Montant accessible (+5),140000,350000
20242317900,Diagnostic réseaux enterrés,1400000.0,71351810-4,Appel d'offres ouvert,,22720002900014,,80247195300025,,,,,2023-12-28,55,Montant accessible (+5),140000,350000
20232303700200,"LOT 2 : COLLECTE DES ORDURES MENAGERES RESIDUELLES ET ASSIMILES EN PORTE A PORTE POUR LES COMMUNES DU ""SECTEUR B"" DE THONON AGGLOMERATION",1400000.0,90511200-4,Appel d'offres ouvert,,20006755100016,,33444126800011,,,,,2023-12-20,55,Montant accessible (+5),140000,350000
20232315300,LOT4 - TRAVAUX D'INSTALLATION ET DE BRANCHEMENT DES CUVES RECUPERATEURS D'EAU DE PLUIS,1400000.0,51111200-5,Appel d'offres ouvert,,22985000300018,,42493293700081,,,,,2023-12-19,55,Montant accessible (+5),140000,350000
202330506400,ACCOMPAGNEMENT A L'INSTRUCTION DU CHEQUE SANTE ET HOTLINE,1400000.0,79996100-3,Appel d'offres ouvert,,22974001400019,,33966260300069,,,,,2023-12-07,55,Montant accessible (+5),140000,350000
202398376300,Plomberie,1400000.0,45000000-7,Appel d'offres ouvert,,21590599300014,,31109848700300,,,,,2023-12-04,55,Montant accessible (+5),140000,350000
202398375600,"Travaux d'entretien, de réparation, de transformation et de mise en conformité du patrimoine bâti de la commune de Tourcoing: Lot 4 : Charpente bois '",1400000.0,45000000-7,Appel d'offres ouvert,,21590599300014,,49424089800036,,,,,2023-12-04,55,Montant accessible (+5),140000,350000
202319LOL600,RAVALEMENT - TVX ENTRET - MAINT RENOVAT AMENAG SUR ENS OUVRAG BATIS - INST ET EQUI DU PAT IMMO DE LA VILLE,1400000.0,45443000-4,Procédure adaptée,,21940038900017,,45231636700039,,,,,2023-11-29,55,Montant accessible (+5),140000,350000
2023202300600,TRAVAUX DE VOIRIE A BONS DE COMMANDE SUR LE TERRITOIRE DE LA COMMUNE DE BERNIS,1400000.0,45233140-2,Procédure adaptée,,21300036700010,,31975582300196,,,,,2023-11-27,55,Montant accessible (+5),140000,350000
20232300043700,Lot 5 : Métallerie - Construction du Palais des Congrès,1397464.45,45421140-7,Appel d'offres ouvert,,21300189400012,,33459319100052,,,,,2023-12-07,55,Montant accessible (+5),139746,349366
2023-02-0200,TRAITEMENT TOUT VENANT- BOIS- CARTON - POLYSTYRENE- PLASTIQUES DURS ET SOUPLES - HUISSERIES,1395765.83,90500000-2,Appel d'offres ouvert,,24560044000052,,86780051800609,,,,,2023-12-19,55,Montant accessible (+5),139577,348941
2023202372 100,CTM LOT 3 TERRASSEMENT VRD,1394999.8,45000000-7,Appel d'offres ouvert,,21740281700019,,32799322600015,,,,,2023-12-22,55,Montant accessible (+5),139500,348750
2023RU041L0100,COLLECTE DECHETS CONCHYLICOLES,1393125.0,90500000-2,Appel d'offres ouvert,,20006635500013,,34340353103351,,,,,2023-12-20,55,Montant accessible (+5),139312,348281
20242023-001-100,Travaux renforcement du réseau d'eau potable de Perpezoux et de distribution de la ZI de Chavanon - lot 1 les réseaux,1389227.5,45232150-8,Procédure adaptée,,21430137600064,,51365418600040,,,,,2023-12-18,55,Montant accessible (+5),138923,347307
202423S002600300,SERVICE D'INSERTION SOCIALE ET DE QUALIFICATION PROFESSIONNELLE AYANT POUR SUPPORT LA REALISATION DU NETTOYAGE ET DE L'ENTRETIEN DES ESPACES PUBLICS D,1388064.0,75231240-8,Procédure adaptée,,21780361800016,,37848782100027,VAL SERVICES,,22,MANTES-LA-JOLIE,2023-12-29,55,Montant accessible (+5),138806,347016
20230156101,MISSION DE MANDAT DE MAITRISE D'OUVRAGE RELATIVE A L'OPERATION DE CONSTRUCTION D'UN ATELIER DE MAINT,1379000.0,79933000-3,Appel d'offres ouvert,,20005226400013,,91191035400032,,,,,2023-12-21,55,Montant accessible (+5),137900,344750
20232303,Construction d'une école maternelle/élémentaire et d'une salle associative dans le quartier Vallée d'Auge à Argentan: Lot 3 : Ossature et charpente  b,1369460.0,45000000-7,Appel d'offres ouvert,,20006845000010,,35310829300013,,,,,2023-12-13,55,Montant accessible (+5),136946,342365
2023017100,ETUDES DE MAITRISE D'OEUVRE POUR LA CONSTRUCTION D'UN COLLEGE SUR LE SITE JEAN MONNET A LAVAL,1369150.0,71240000-2,Procédure concurrentielle avec négociation,,22530001100015,,49253216300028,,,,,2023-12-07,55,Montant accessible (+5),136915,342288
20232023S0006200,Marché d'exploitation de chauffage du réseau de chaleur du quartier de Brézillet à Saint-Brieuc. - VISITE RECOMMANDÉE,1367904.58,71314200-4,Appel d'offres ouvert,,20006940900015,,45650053704077,,,,,2023-12-14,55,Montant accessible (+5),136790,341976
20232305300,MAINTENANCE ET REPARATION PL 2024-2028 - MAINT.REP CHASSIS PL ST PIERRE,1360000.0,50114000-7,Appel d'offres ouvert,,28974011000019,,83502159300016,,,,,2023-12-29,55,Montant accessible (+5),136000,340000
2372500,Steenbecque/hondeghem et#8211; rehabilitation energetique de 58 logements individuels : Lot 1 : Couverture,1358139.0,45261210-9,Procédure adaptée,4.0,61682020500154,,42075751000011,,,,,2023-12-28,55,Montant accessible (+5),135814,339535
2023-3600,MISE EN PLACE DE POMPES A CHALEUR CHAUFFERIE SUD,1354774.77,45232142-9,Procédure adaptée,,25930028300092,,53916612400013,,,,,2023-12-18,55,Montant accessible (+5),135477,338694
202400200,"lot 2:collecte PAV des OMR, tri, verre, et collecte ponctuelle et traitement de déchets en caissons ouverts.",1351000.0,90511000-2,Appel d'offres ouvert,,24600092100022,,74555011100256,,,,,2023-12-07,55,Montant accessible (+5),135100,337750
2024LOT200,LOT2 CHARPENTE METALLIQUE/COUVERTURE MEMBRANE PVC,1341333.12,45210000-2,Appel d'offres ouvert,,20007078700011,,48519755200287,,,,,2023-12-18,55,Montant accessible (+5),134133,335333
202433200100100,LOT1 - ENLEVEMENTS ET TRAITEMENT DES DECHETS ISSUS DES DECHETTERIES,1335490.0,90000000-7,Appel d'offres ouvert,,20007089400015,,37990961700027,,,,,2023-12-13,55,Montant accessible (+5),133549,333872
202323COM040100,ETUDE GLOBALE DU RISQUE CVM,1333176.33,79311000-7,Procédure adaptée,,20003346200074,,45368696600137,,,,,2023-12-01,55,Montant accessible (+5),133318,333294
2023202300046000,"Marché de services relatif à la prestation d'assurance pour les besoins de la Centrale d'achat IDELIANS. Marchés à destination de CHAUMONT HABITAT, HA",1330929.0,66510000-8,Appel d'offres ouvert,,88333378300016,,77568476402155,,,,,2023-12-07,55,Montant accessible (+5),133093,332732
2023MS7300,MS73 Plan Lumière Phase 2 Sorgues,1330392.0,50232110-4,Appel d'offres ouvert,,24840029300127,,45013424200038,,,,,2023-12-22,55,Montant accessible (+5),133039,332598
20234200,INTRACTING - Réno EP TREGUNC,1329626.5,45316110-9,Procédure adaptée,,25290114500042,,85750014400145,,,,,2023-12-14,55,Montant accessible (+5),132963,332407
20234100,INTRACTING - Réno EP BRIEC ET EDERN,1329626.5,45316110-9,Procédure adaptée,,25290114500042,,85750014400145,,,,,2023-12-14,55,Montant accessible (+5),132963,332407
20242024-0200,Marche de services destine a assurer la gestion du tourisme communautaire pour la periode du 01/01/2024 au 31/12/2027,1322000.0,75125000-8,Appel d'offres ouvert,,20003652300013,,80875351100019,,,,,2023-12-06,55,Montant accessible (+5),132200,330500
2023160900,CVC PLOMBERIE SANITAIRES,1321756.13,45000000-7,Appel d'offres ouvert,,25230017300041,,91585012700084,,,,,2023-12-01,55,Montant accessible (+5),132176,330439
202323B450-L0200,Marché de suivi-animation d'une OPAH et d'une OPAH-RU - Lot 01 Mission de suivi-animation de l'OPAH-RU multisites,1305200.0,75200000-8,Appel d'offres ouvert,,20006001000010,,52884815300029,,,,,2023-12-14,55,Montant accessible (+5),130520,326300
202323CA0010100,EXPLOITATION DES INSTALLATIONS TECHNIQUES P1 P2 P3DU CAPA,1303130.05,50720000-8,Appel d'offres ouvert,,24850053000121,,55204695501603,,,,,2023-11-27,55,Montant accessible (+5),130313,325783
2024TRV RSX EA00,La présente consultation concerne la réalisation de travaux pour le renouvellement et le renforcement des réseaux deau potable et dassainissement des ,1300000.0,45252120-5,Procédure adaptée,,24971004700021,,45085607500020,,,,,2023-12-22,55,Montant accessible (+5),130000,325000
202323CP00008700,"TRAVAUX DE CREATION, D'ENTRETIEN ET DE REPARATION SUR CLOTURES ET PORTAILS INCLUANT LES TRAVAUX DE SERRURERIE",1300000.0,45342000-6,Procédure adaptée,,21920073000014,,50114276400031,,,,,2023-12-12,55,Montant accessible (+5),130000,325000
2023A23125P00,MAINTENANCE CORRECTIVE ET EVOLUTIVE DU SYSTEME ATOUT,1300000.0,72267000-4,Appel d'offres restreint,,24490001500011,,38536571300978,,,,,2023-12-09,55,Montant accessible (+5),130000,325000
2023A23113P00,PRESTATIONS DE MAINTIEN EN CONDITION OPERATIONNELLE ET DE SECURITE ET PRESTATIONS D'EVOLUTION DU LOGICIEL HR ACCESS,1300000.0,72210000-0,Appel d'offres ouvert,,24490001500011,,51931965100013,,,,,2023-12-01,55,Montant accessible (+5),130000,325000
2023TRANCHE200,INTERCONNEXION TRANCHE 2 - ST VICTOR-MAROLLES,1299640.0,45232410-9,Procédure adaptée,,20007016700016,,81008660300026,,,,,2023-12-15,55,Montant accessible (+5),129964,324910
2023O512300,Groupe scolaire Kennedy - construction LOT 12,1290000.0,45331000-6,Appel d'offres ouvert,,21690123100011,,68378012600051,,,,,2023-12-15,55,Montant accessible (+5),129000,322500
202423014400,LOT 1 ACCOMPAGNEMENT RENFORCE VERS L'EMPLOI DES PUBLICS EN INSERTION,1290000.0,85312510-7,Procédure adaptée,,22650001500012,,43158375600058,,,,,2023-12-14,55,Montant accessible (+5),129000,322500
202323V0510-0100,IA900 - MISE A DISPOSITION DE PERSONNEL INTERIMAIRE DANS LE DOMAINE EVENEMENTIEL POUR LE PALAIS NIKAIA,1280000.0,79620000-6,Appel d'offres ouvert,,21060088800015,,45132990806091,,,,,2023-12-27,55,Montant accessible (+5),128000,320000
202323015800,LOT 3 ASSURANCE FLOTTE AUTOMOBILE ET RISQUES ANNEXES,1278443.5,66514110-0,Appel d'offres ouvert,,22650001500012,,44031594300074,,,,,2023-12-13,55,Montant accessible (+5),127844,319611
20232024S0000500,Marché public de prestations de service d'assurances santé et prévoyance - Assurance santé,1271956.0,66510000-8,Appel d'offres ouvert,,97787458500010,,42209281700028,,,,,2023-12-28,55,Montant accessible (+5),127196,317989
2023202300046100,"Marché de services relatif à la prestation d'assurance pour les besoins de la Centrale d'achat IDELIANS. Marchés à destination de CHAUMONT HABITAT, HA",1264683.0,66510000-8,Appel d'offres ouvert,,88333378300016,,32150204900166,,,,,2023-12-07,55,Montant accessible (+5),126468,316171
20242300580400,CONSTRUCTION BATIMENT SILOT- POLE ESS ET DES CULTURES URBAINS A COULOUNIEIX CHAMIERS,1256803.66,45210000-2,Appel d'offres ouvert,,20004039200231,,33377200200049,,,,,2023-12-20,55,Montant accessible (+5),125680,314201
2023234500,Travaux de requalification de la place de la Libération à Trets en 4 lots: Lot 1: VOIRIE RESEAUX DIVERS,1255662.0,45112500-0,Procédure adaptée,,21130110600012,,43961085800011,,,,,2023-12-08,55,Montant accessible (+5),125566,313916
20232320400,SAMOENS MAINTENANCE et GER EP 2024-2028,1253500.0,45316110-9,Procédure adaptée,,25740008500078,,43408539500029,SPIE CITYNETWORKS,,51,SAINT-OUEN-SUR-SEINE,2023-12-29,55,Montant accessible (+5),125350,313375
