type_anomalie,id,objet,montant,codecpv,procedure,acheteur_id,acheteur_nom,titulaire_siret,date,offres_recues
Sans concurrence,202398753700,MERSCOPE -Technologie MERFISH,232226.0,38510000-3,Marché passé sans publicité ni mise en concurrence préalable,77574110100031,,,2023-12-29,
Sans concurrence,202323DRS00500,FRUITS ET LEGUMES CRUS DECOUPES,225000.0,55523100-3,Marché négocié sans publicité ni mise en concurrence préalable,22040001400019,,82919268100015,2023-12-01,
Sans concurrence,2023018300,ACHAT D ESPACES PUBLICITAIRES AUPRES DE LA SOCIETE ANONYME SPORTIVE PROFESSIONNELLE STADE LAVALLOIS MAYENNE FOOTBALL CLUB ET OPERATION DE RELATIONS PU,223869.92,79341200-8,Marché négocié sans publicité ni mise en concurrence préalable,22530001100015,,38829190800027,2023-12-07,
Sans concurrence,202308050000000,AC de services à BDC et MS pour le droit d'usage de la solution Amiante360 de gestion du risque amiante en mode SAAS et prestations associées,223600.0,72267100-0,Marché négocié sans publicité ni mise en concurrence préalable,22590001801244,,43299378000043,2023-12-01,
Sans concurrence,243197,"Maintenance des réseaux et des installations de fluides médicaux, mise à disposition et acquisition de groupes de vide: Lots 03 et 04",221127.0,33600000-6,Marché passé sans publicité ni mise en concurrence préalable,13002682600011,,38188680300042,2023-12-20,4.0
Sans concurrence,2023054900,MAINTENANCE PMSI-PILOT,221125.83,48000000-8,Marché négocié sans publicité ni mise en concurrence préalable,20001803400013,,41909765400059,2023-12-22,
Sans concurrence,2024000023SF0400,GSI - ACQUISITION MAINTENANCE PRESTATIONS ET EVOLUTIONS AUTOUR DE GIMA OFFICE SUITE ET GIMA DIGITAL SUITE,220000.0,48000000-8,Marché négocié sans publicité ni mise en concurrence préalable,28691200100042,,34054699300668,2023-12-15,
Fournisseur unique,249890171,Travaux de construction d'une bibliothèque communale à Thoiry: Lot 1: Terrassement - VRD - Espaces verts - Gros oeuvre,218133.0,45112500-0,Procédure adaptée,21010419600014,,32726756300010,2023-12-13,1.0
Fournisseur unique,249923746,RÉHABILITATION DE 63 LOGEMENTS  RUE DES LILAS A CASTRES: Lot 6: RÉHABILITATION DE 63 LOGEMENTS  RUE DES LILAS A CASTRES - lot 6 ventilation,217740.0,45320000-6,Procédure adaptée,50227332900024,,48756163100051,2023-11-30,1.0
Fournisseur unique,249880841,Entretien et remise en état des espaces verts sur le territoire de la Communauté d'Agglomération de l'Etampois Sud-Essonne: Lot 1: Marché réservé,216000.0,77310000-6,Appel d'offres ouvert,20001784600045,,30689628300018,2023-12-20,1.0
Sans concurrence,20242901,TRAVAUX RESEAU EAU BOURG D'OUROUER-LES-BOURDELINS - 2023/2024,215346.33,41110000-3,Marché négocié sans publicité ni mise en concurrence préalable,20008625400014,,77566736302470,2023-12-01,
Sans concurrence,20242900,TRAVAUX RESEAU EAU BOURG D'OUROUER-LES-BOURDELINS - 2023/2024,215346.33,41110000-3,Marché négocié sans publicité ni mise en concurrence préalable,20008625400014,,77566736302470,2023-12-01,
Sans concurrence,2023-2300,Lavage et désinfection des colonnes enterrées du territoire intercommunal,215000.0,90918000-5,Marché négocié sans publicité ni mise en concurrence préalable,24840016000094,,38967501800508,2023-12-12,
Sans concurrence,2023N14100000000,ETUDE RESTRUCTURATION SITES INDUS,214005.28,71241000-9,Marché négocié sans publicité ni mise en concurrence préalable,24871931200162,,48962613500441,2023-12-05,
Sans concurrence,2023SC0138000000,SCALEWAY 0012165 PRESTAT° A LUSAGE,213291.36,30000000-9,Marché négocié sans publicité ni mise en concurrence préalable,23971001500029,,77605646700587,2023-12-20,
Sans concurrence,2023M029900,"MAINTENANCE, HEBERGEMENT, PRESTATIONS ASSOCIEES DU PROGICIEL DE GESTION DES RECRUTEMENENTS",213000.0,72267000-4,Marché négocié sans publicité ni mise en concurrence préalable,22150001000014,,42003548700032,2023-12-28,
Sans concurrence,2023_06900,Prestations de réalisation des opérations de blanchissage du linge avec le CHU de Nice concernant l'aide médicale urgente pour le SDIS des Alpes-Marit,212000.0,98310000-9,Marché négocié sans publicité ni mise en concurrence préalable,28060051100024,,26060070500040,2023-12-21,
Sans concurrence,20232023114100,Maintenance Horus,210000.0,72500000-0,Marché négocié sans publicité ni mise en concurrence préalable,22830001800113,,34054699300668,2023-12-19,
Sans concurrence,20232023-00400,Exploitation des infrastructures radio du departement de la Haute-Garonne,210000.0,64200000-8,Marché négocié sans publicité ni mise en concurrence préalable,20006262800025,,39381963600217,2023-12-15,
Sans concurrence,202351500,MAINTENANCE/ACQUISITIONS/PRESTATIONS PR LOGICIEL SEDITH RH,210000.0,72267100-0,Marché négocié sans publicité ni mise en concurrence préalable,28350355500015,,75580064600381,2023-12-07,
Sans concurrence,20232023S0008900,"Maintenances, acquisitions et prestations associées pour le logiciel SEDIT RH",210000.0,72267100-0,Marché passé sans publicité ni mise en concurrence préalable,28350355500015,,75580064600381,2023-12-07,
Fournisseur unique,249906577,Construction d'un groupe scolaire et de salles associatives sur le Parc Mulonnière à Orvault.: Lot 7: METALLERIE - SERRURERIE,209454.0,44316500-3,Appel d'offres ouvert,21440114300018,,34053956800030,2023-12-20,1.0
Sans concurrence,20232023028BG00,ASSURANCES DOMMAGES AUX BIENS - CONTRAT VILLASSUR 4002 2024-2027,203483.36,66515000-3,Marché négocié sans publicité ni mise en concurrence préalable,20008469700016,,38385380101346,2023-12-22,
Sans concurrence,2023264710001,"23_2647_1_00-Acquisition évolution, maintenance, assistance et prestations associées I-PARAPAHEUR et S2LOW",203200.0,72267000-4,Marché négocié sans publicité ni mise en concurrence préalable,22910228000018,,49101169800033,2023-12-22,
Fournisseur unique,2446461,"Construction de 30 logements collectifs et de leurs abords, répartis en deux bâtiments, ZAC de l'ancienne gare à CARVIN ( 62): Lot 10: électricité",203000.0,45317000-2,Procédure adaptée,32791063400069,,82409070800010,2023-12-06,1.0
Sans concurrence,20232023F0005200,"Fourniture et maintenance d'autorisations d'usage et de déploiement de licences logiciels SIG (Système d'Information Géographique), pour les besoins b",201793.0,48326000-9,Marché passé sans publicité ni mise en concurrence préalable,20006940900015,,34849974000028,2023-12-08,
Sans concurrence,2023S0090000,Contrat de services pour le maintien en conditions opérationnelles  du Système ARTEMIS® V2 édité par la Société INETUM,200720.1,72267000-4,Marché négocié sans publicité ni mise en concurrence préalable,28050006700028,,34054699300320,2023-12-29,
Sans concurrence,2023091600,Maintenance parc société PERKINELMER SCIENTIFIC,200000.0,33000000-0,Marché négocié sans publicité ni mise en concurrence préalable,26310012500016,,92049283200026,2023-12-29,
Sans concurrence,202319900,Maintenance et évolution du logiciel IAS - Implicit Action Sociale,200000.0,72250000-2,Marché négocié sans publicité ni mise en concurrence préalable,22220001600327,,38251931200088,2023-12-18,
Sans concurrence,202330396100,ASSURANCE DOMMAGES AUX BIENS 2ème ligne,200000.0,66515200-5,Marché négocié sans publicité ni mise en concurrence préalable,24250036100017,,39366658100011,2023-12-15,
Sans concurrence,202305000,AMENAGEMENT D'UN 3EME SIEGE CCF MERCEDES TYPE U5023,200000.0,42415320-7,Marché négocié sans publicité ni mise en concurrence préalable,28330002800034,,80830355600050,2023-12-12,
Sans concurrence,2023010500,Maintenance du logiciel de gestion de la chaîne patrimoniale AS-TECH et prestations complémentaires,200000.0,72267000-4,Marché passé sans publicité ni mise en concurrence préalable,20005340300057,,32294252500039,2023-12-12,
Sans concurrence,2023528600,Acquisition de forfait BOAMP national et européen,200000.0,22120000-7,Marché négocié sans publicité ni mise en concurrence préalable,21690123100011,,13000918600011,2023-11-27,
Sans concurrence,2024017200,CGA MED KENGREXAL,199999.0,33600000-6,Marché négocié sans publicité ni mise en concurrence préalable,26310012500016,,38519498000012,2023-12-14,
Fournisseur unique,2446455,"Construction de 30 logements collectifs et de leurs abords, répartis en deux bâtiments, ZAC de l'ancienne gare à CARVIN ( 62): Lot 3: Menuiseries exté",199895.0,45421000-4,Procédure adaptée,32791063400069,,83892340700012,2023-12-06,1.0
Sans concurrence,2023SA03300,DISTRIBUTION DE CARBURANTS EN STATIONS STE-EULALIE,199584.0,09132000-3,Marché négocié sans publicité ni mise en concurrence préalable,22070001700019,,41876718200011,2023-12-26,
Sans concurrence,2023090LU00,PRESTATIONS COMMUNICATIONS SPORTIVES TCM FOOTBALL 2023-2024,192000.0,79340000-9,Marché négocié sans publicité ni mise en concurrence préalable,20006925000013,,41938899600045,2023-12-14,
Sans concurrence,2023M2359200,M23592 - EVOLUTIONS LOGICIELLES DES VALIDEURS DU RESEAU TAO DANS LE CADRE DU PROJET OPEN PAIEMENT,190736.0,72267100-0,Marché négocié sans publicité ni mise en concurrence préalable,24450046800040,,38369397500070,2023-12-27,
Sans concurrence,20232316900,ACHAT D'ESPACES PUBLICITAIRES ET DE PLACES POUR LES MATCHES DU PAUC HANDBALL POUR LA SAISON DE HANDBALL 2023-2024,190000.0,92621000-0,Marché négocié sans publicité ni mise en concurrence préalable,21130001700012,,74998123900033,2023-12-12,
Fournisseur unique,2300002000,Marché n°23 - PA / S - 01 : SOUSCRIPTION DES CONTRATS D'ASSURANCES POUR LES BESOINS DE L'EPFLO: Lot 1: ASSURANCES DES DOMMAGES AUX BIENS ET DES RISQUE,184655.0,66515200-5,Procédure adaptée,49840839200039,,53263229600010,2023-12-08,1.0
Sans concurrence,2023TSM0481000,STRASBOURG - Transformation d'un immeuble de bureaux en une résidence étudiante de 57 logements avec bureaux - 14 rue du Faubourg-de-Pierre (LOT 16 - ,184217.0,45000000-7,Marché passé sans publicité ni mise en concurrence préalable,94565114900235,,52080042600014,2023-12-01,
Sans concurrence,2023K2324301,ASSURANCE DOMMAGES AUX BIENS ET RISQUES ANNEXES LOT 1,183917.11,66515200-5,Marché négocié sans publicité ni mise en concurrence préalable,20006720500019,,38385380101346,2023-12-29,
Sans concurrence,2023K2324300,ASSURANCE DOMMAGES AUX BIENS ET RISQUES ANNEXES LOT 1,183917.11,66515200-5,Marché négocié sans publicité ni mise en concurrence préalable,20006720500019,,38385380101346,2023-12-29,
Sans concurrence,2023117N001,ACHAT D ESPACES PUBLICITAIRES A LA SASP OYONNAX RUGBY POUR LA SAISON 2023 2024,183333.33,79341000-6,Marché négocié sans publicité ni mise en concurrence préalable,22010001000010,,48195947600047,2023-11-30,
Fournisseur unique,24100148397,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 97: SALON DE PROVENCE (13300),181660.0,71210000-3,Appel d'offres ouvert,32042256100045,,43048475800023,2023-12-28,1.0
Sans concurrence,20231013133300,TRAVAUX DE REHABILITATION METALLERIE SERRURERIE DU CAFE DU PONT A SAINT MALO DE GUERSAC,181215.21,45223110-0,Marché négocié sans publicité ni mise en concurrence préalable,24440064400013,,89365952400027,2023-12-28,
Sans concurrence,20232316300,"ACHAT D'ESPACES PUBLICITAIRES ET DE PLACES POUR LES MATCHS DU PROVENCE RUGBY"" DANS LE CADRE DE LA SAISON DE RUGBY 2023-2024.",180083.2,92621000-0,Marché négocié sans publicité ni mise en concurrence préalable,21130001700012,,44845024700029,2023-12-08,
Sans concurrence,20231600300,Col Rousseau Labastide-Saint-Pierre Extension -  lot 3 couverture - étanchéité,180000.0,45261210-9,Marché négocié sans publicité ni mise en concurrence préalable,22820001000012,,38359359700032,2023-12-22,
Sans concurrence,20232023T450000,PROGICIEL ORPHÉE DE GESTION DU RESEAU DES MEDIATHEQUES,180000.0,48219300-9,Marché négocié sans publicité ni mise en concurrence préalable,20006340200016,,35384941700111,2023-12-21,
Fournisseur unique,249923768,RÉHABILITATION DE 63 LOGEMENTS  RUE DES LILAS A CASTRES: Lot 8: RÉHABILITATION DE 63 LOGEMENTS  RUE DES LILAS A CASTRES - lot 8 platrerie,177822.0,45410000-4,Procédure adaptée,50227332900024,,80987352400023,2023-11-30,1.0
Fournisseur unique,24995288,Mission de maîtrise d'oeuvre : Réhabilitation et modernisation des ouvrages de protection contre les inondation dans le cadre du programme PAPI Delta ,177000.0,31720000-9,Appel d'offres ouvert,20006068900029,,30910387700051,2023-12-04,1.0
Sans concurrence,2023X14900,ABONNEMENT 2024-2026 A UNE PLATEFORME NUMERIQUE DU RESEAU DE LA MEDIATHEQUE DEPARTEMENTALE (AVEC PARTICIPATION FINANCIERE DE PLUSIEURS COMMUNES ET EPC,175000.0,48161000-4,Marché négocié sans publicité ni mise en concurrence préalable,22880001700011,,34841061400021,2023-12-28,
Sans concurrence,2023M11500,"PRESTATIONS DE CAPTURE, RAMASSAGE, TRANSPORT DES ANIMAUX ERRANTS, DANGEREUX, BLESSES, MALTRAITES OU MORTS SUR LA  COMMUNE DE COURBEVOIE ET ACCUEIL EN ",173910.36,98380000-0,Marché négocié sans publicité ni mise en concurrence préalable,21920026800015,,39345531600470,2023-12-08,
Fournisseur unique,2373200,Hp 1523/1522 et#8211; la gorgue et#8211; rehabilitation energetique et travaux de forage  - 20 logements collectifs et 17 logements individuels: Lot 4,172755.0,45311200-2,Procédure adaptée,61682020500154,,87884477800018,2023-12-26,1.0
Sans concurrence,20232023030BG00,ASSURANCES DES VEHICULES A MOTEUR ET RISQUES ANNEXES,171717.55,66514110-0,Marché négocié sans publicité ni mise en concurrence préalable,20008469700016,,35017183100042,2023-12-22,
Fournisseur unique,115620323,Aménagement et viabilisation d'un nouveau quartier d'habitat à Saint-Jouin-Bruneval: Lot 2 : Réseaux souples - AEP,170506.0,45231112-3,Procédure adaptée,40268299100367,,40268299100367,2023-12-21,1.0
Sans concurrence,2024FON0100,ASSURANCE DOMMAGE AUX BIENS,169729.88,66000000-0,Marché négocié sans publicité ni mise en concurrence préalable,21350037400011,,38384469300887,2023-12-22,
Fournisseur unique,249962421,Souscription d'un contrat d'assurance pour les besoins du SYDOM du Jura: Lot 1: ASSURANCE DOMMAGES AUX BIENS,168579.0,66515100-4,Appel d'offres ouvert,25390183900022,,83381722400029,2023-12-29,1.0
Fournisseur unique,24100138652,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 52: MARIGNANE (13700),166780.0,71210000-3,Appel d'offres ouvert,32042256100045,,87802661600010,2023-12-28,1.0
Fournisseur unique,24100136242,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 42: ISTRES (13808),166780.0,71210000-3,Appel d'offres ouvert,32042256100045,,52377930400030,2023-12-28,1.0
Fournisseur unique,24100148598,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 98: SAUSSET LES PINS (13960),166780.0,71210000-3,Appel d'offres ouvert,32042256100045,,80378479200027,2023-12-28,1.0
Fournisseur unique,24100141965,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 65: PÉLISSANNE (13330),166780.0,71210000-3,Appel d'offres ouvert,32042256100045,,81264496100011,2023-12-28,1.0
Fournisseur unique,24100146685,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 85: SAINT-CHAMAS (13250),166780.0,71210000-3,Appel d'offres ouvert,32042256100045,,34231854000107,2023-12-28,1.0
Fournisseur unique,24100135137,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 37: GEMENOS (13420),166780.0,71210000-3,Appel d'offres ouvert,32042256100045,,33926841900043,2023-12-28,1.0
Fournisseur unique,24100148195,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 95: SAINT VICTORET (13730),166780.0,71210000-3,Appel d'offres ouvert,32042256100045,,80110195700018,2023-12-28,1.0
Fournisseur unique,24100138451,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 51: MALLEMORT (13370),166780.0,71210000-3,Appel d'offres ouvert,32042256100045,,81904826500014,2023-12-28,1.0
Fournisseur unique,24100143771,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 71: PLAN D'ORGON (13750),166780.0,71210000-3,Appel d'offres ouvert,32042256100045,,34416614500047,2023-12-28,1.0
Fournisseur unique,24100140559,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 59: MIRAMAS (13140),166780.0,71210000-3,Appel d'offres ouvert,32042256100045,,81264496100011,2023-12-28,1.0
Fournisseur unique,24100147590,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 90: SAINT MARTIN DE CRAU (13310),166780.0,71210000-3,Appel d'offres ouvert,32042256100045,,43048475800023,2023-12-28,1.0
Fournisseur unique,241001488100,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 100: SEPTEMES-LES-VALLONS (13240),166780.0,71210000-3,Appel d'offres ouvert,32042256100045,,54000522000012,2023-12-28,1.0
Sans concurrence,202324ELEC00,Fourniture et acheminement d'electricité,165000.0,31682000-0,Marché passé sans publicité ni mise en concurrence préalable,55208131766522,,55208131766522,2023-11-30,
Fournisseur unique,249885442,Marché de services d'assurance pour la SPL Lyon Part-Dieu: Lot 2: Responsabilité et risques annexes,164498.0,66516000-0,Appel d'offres ouvert,80537661300024,,56200034902188,2023-12-21,1.0
Sans concurrence,2024020100,ASSURANCE DOMMAGES AUX BIENS ET RISQUES ANNEXES,163888.56,66510000-8,Marché négocié sans publicité ni mise en concurrence préalable,21060152200175,,41788168700020,2023-12-21,
Sans concurrence,202323TSM0561100,STRASBOURG - Transformation d'un immeuble de bureaux en une résidence étudiante de 57 logements avec bureaux - 14 rue du Faubourg-de-Pierre (LOT 11 : ,160365.0,45000000-7,Marché passé sans publicité ni mise en concurrence préalable,94565114900235,,91307870500013,2023-11-27,
Sans concurrence,20232303800,Assurance dommage aux biens,160000.0,66515000-3,Marché négocié sans publicité ni mise en concurrence préalable,24700001100244,,37990675300031,2023-12-29,
Sans concurrence,202317000,2023/170 - Hébergement et maintenance portant sur outil prospectif gestion de l'eau,160000.0,72267000-4,Marché négocié sans publicité ni mise en concurrence préalable,22192720500197,,39236704100200,2023-12-20,
Fournisseur unique,2024240400,Fourniture de matériels compatibles avec le système de clés électroniques pour la Ville de Bouguenais,160000.0,44520000-1,Procédure adaptée,21440020200013,,32968134000173,2023-12-26,1.0
Fournisseur unique,20232800000700,"Acquisition, mise à niveau, intégration, paramétrage, sécurisation et maintenance d'une solution de connectivité Wifi pour les établissements de la CM",160000.0,72514000-1,Appel d'offres ouvert,13002799800017,,50014515600047,2023-12-21,1.0
Sans concurrence,2023C179400,1A ACQUISITION SYSTEME GESTION SAAS DCE,159200.0,72200000-7,Marché négocié sans publicité ni mise en concurrence préalable,24871931200162,,84247420700037,2023-12-07,
Sans concurrence,2023M230173100,LOT 2 : MAINTENANCE CURATIVE,157096.0,72267100-0,Marché négocié sans publicité ni mise en concurrence préalable,22660001300016,,34054699300668,2023-12-29,
Fournisseur unique,2498902610,Travaux de construction d'une bibliothèque communale à Thoiry: Lot 10: Chauffage - Ventilation - Plomberie - Sanitaire,156593.0,44115220-7,Procédure adaptée,21010419600014,,78939650400019,2023-12-13,1.0
Fournisseur unique,249911864,Hp 1634/1409/1115/1806 et#8211; alette/etaples/vacqueriette/ montreuil  -rehabilitation de logements diffus : Lot 4 : Menusieries ext,155555.0,45421000-4,Procédure adaptée,61682020500154,,44373256500017,2023-12-26,1.0
Sans concurrence,202323DEC59900,Location d'un pont provisoire de type Bailey sur la RD39 PK2.530 - Commune de Gavignano,155200.0,45500000-2,Marché négocié sans publicité ni mise en concurrence préalable,20007695800012,,8638005200042,2023-11-30,
Sans concurrence,2023SINSE1300,ACCOMP BRSA MISE EN OEUVRE METHODE ACOR,155000.0,79611000-0,Marché négocié sans publicité ni mise en concurrence préalable,22070001700019,,43158375600058,2023-12-29,
Sans concurrence,20232311600,Réhabilitation Forage ST JULIEN - MADAILLAN,152120.0,76431000-3,Marché négocié sans publicité ni mise en concurrence préalable,25470249100021,,30859886100018,2023-12-15,
Sans concurrence,2023MN034,Maintenance et prestations afférentes à l'application OCTIME et ses modules complémentaires,150000.0,72250000-2,Marché passé sans publicité ni mise en concurrence préalable,28130002000027,,75059478000033,2023-12-28,1.0
Sans concurrence,2023360000,TRAITEMENT DES ECHETS ISSUS DES BENNES COMMUNALES,150000.0,90513000-6,Marché négocié sans publicité ni mise en concurrence préalable,21770152300011,,61200696500182,2023-12-20,
Sans concurrence,202324-0000900,Evolutions applicatives d'une solution de télétransmission,150000.0,72212422-3,Marché négocié sans publicité ni mise en concurrence préalable,20005786700018,,48847870200027,2023-12-19,
Fournisseur unique,24994581,Copieurs : achat et maintenance: Lot 1 : achat et maintenance,150000.0,50312000-5,Procédure adaptée,21310488800010,,33332163600586,2023-12-12,1.0
Fournisseur unique,249911875,Hp 1634/1409/1115/1806 et#8211; alette/etaples/vacqueriette/ montreuil  -rehabilitation de logements diffus : Lot 5 : Plomberie,147948.0,45331000-6,Procédure adaptée,61682020500154,,61712054800012,2023-12-26,1.0
Sans concurrence,20230131300,STADE DE REIMS - PROMOTION DE L'INSTITUTION REGIONALE DANS LE CADRE DE MANIFESTATIONS SPORTIVES DE C,145488.4,79341200-8,Marché négocié sans publicité ni mise en concurrence préalable,20005226400013,,44116434000032,2023-11-29,
Sans concurrence,2023O542900,Cession du spectacle Welfare,145065.1,92320000-0,Marché négocié sans publicité ni mise en concurrence préalable,21690123100011,,32725916400017,2023-12-21,
Sans concurrence,2023-09 LOT100,ASSURANCE Dommages aux biens,144455.36,66510000-8,Marché négocié sans publicité ni mise en concurrence préalable,25710334100026,,83381722400029,2023-12-28,
Fournisseur unique,249967892,Construction de la maison de jeunesse du Pont et d'un restaurant collectif à Marcq-en-Baroeul: Lot 2: Couverture zinc - Etanchéité,144032.0,45260000-7,Procédure adaptée,21590378200013,,30192111000039,2023-12-06,1.0
Sans concurrence,202323PS17300,EVALUATION QUALITE ORGANOLEPTIQUE EAU POTABLE ISSUE FILIERE REUT INDIRECTE EAUX USEES TRAITEES,142500.0,73000000-2,Marché négocié sans publicité ni mise en concurrence préalable,25850022200033,,77568822900027,2023-12-22,
Fournisseur unique,2498905613,Relance lots 5 et 13 - Acquisition et amélioration de 9 logements à Saint Germain des Fossés: Lot 13 : LOT 13 CHAUFFAGE PLOMBERIE SANITAIRE VMC,142000.0,45453000-7,Procédure adaptée,59820132500100,,47999721500013,2023-12-19,1.0
Sans concurrence,2023FA2023-43200,"URGENCE IMPERIEUSE RESTONICA - AMO - Etat des lieux, diagnostic et expertise suite à la tempête Ciaran - Etudes de faisabilité de solutions d'accès au",140725.0,71311100-2,Marché négocié sans publicité ni mise en concurrence préalable,20007695800012,,40150379200533,2023-12-04,
Fournisseur unique,2498886413,TRAVAUX DE REHABILITATION ENERGETIQUE ET FONCTIONNELLE DE L'HOTEL DE VILLE DE LA COMMUNE DE THOIRY ET SES ANNEXES: Lot 13: Chauffage - Ventilation - P,140674.0,45331000-6,Procédure adaptée,21010419600014,,40358915300028,2023-11-27,1.0
Sans concurrence,2023230052-12500,AC // MAINTENANCE ET SUIVI DE LA SOLUTION AIRS DELIB,140000.0,72260000-5,Marché négocié sans publicité ni mise en concurrence préalable,22600001600403,,38461703100057,2023-12-15,
Fournisseur unique,24991514,Evolution et maintenance du système télécom et relation client Xivo de Limoges Habitat.,140000.0,32412100-5,Procédure adaptée,27870851600028,,51037340000108,2023-12-21,1.0
Fournisseur unique,24100144775,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 75: ROGNAC (13340),139500.0,71210000-3,Appel d'offres ouvert,32042256100045,,40906600800031,2023-12-28,1.0
Sans concurrence,2023N23073L0000,Assurance Dommages aux biens du Centre équestre de Mâcon _ Chaintré,139281.96,66515000-3,Marché négocié sans publicité ni mise en concurrence préalable,21710270600017,,39215886100063,2023-12-28,
Sans concurrence,2023Z232246A0000,LOCATION D'ESPACES ET ACHAT DE PRESTATIONS DE VISIBILITE AUPRES DE L'ORGANISATEUR DU SALON MIPIM DU 12 AU 15 MARS 2024,138944.0,79950000-8,Marché négocié sans publicité ni mise en concurrence préalable,20005480700017,,41021936400081,2023-12-21,
Fournisseur unique,249928104,PRESTATION DE SERVICE D'ASSURANCE _ Lots 1 à 8: Lot 4: Flotte-automobiles et auto-missions,138045.0,66514110-0,Appel d'offres ouvert,20001734100120,,30130960500410,2023-12-12,1.0
Sans concurrence,2023M23032600,MS4 AU LOT 13,137520.0,48000000-8,Marché négocié sans publicité ni mise en concurrence préalable,21974011500015,,44212391500039,2023-12-26,
Fournisseur unique,249884092,Relance pour cause d'infructuosité : Construction de 6 bâtiments industriels à usage principal d'activités artisanales sur un terrain situé sur la ZAC,137214.0,44114250-9,Procédure adaptée,35282361100053,,79975741400013,2023-12-08,1.0
Sans concurrence,202323ABG03800,FOURNITURE DE PIECES DETACHEES POUR VEHICULES RENAULT,136000.0,34300000-0,Marché négocié sans publicité ni mise en concurrence préalable,21780646200016,,31221230102324,2023-12-20,
Sans concurrence,2023M0423L0000,JE SUIS UNE OEUVRE D'ART - QUAND LE SPORT RENCONTRE L'ART,135000.0,92521100-0,Marché négocié sans publicité ni mise en concurrence préalable,22060001900016,,91061974100010,2023-12-22,
Sans concurrence,202319800,Maintenance et évolution de la solution NEPTUNE,135000.0,72250000-2,Marché négocié sans publicité ni mise en concurrence préalable,22220001600327,,48187416200045,2023-11-30,
Fournisseur unique,249892951,Maintenance préventive et entretien des équipements et des installations (Marché mutualisé) - Lot 1 : Maintenance des VMC et des hottes,134900.0,42520000-7,Procédure adaptée,20007011800019,,50387073500019,2023-12-05,1.0
Sans concurrence,202420240030600,LOT 6 : REMISE EN ETAT ET AMELIORATION ESPACES VERTS,130164.75,75231240-8,Marché négocié sans publicité ni mise en concurrence préalable,21630430300011,,90779645200015,2023-12-14,
Fournisseur unique,241007587,Surveillance et maintenance de réseaux gpl2024-2027,130000.0,32424000-1,Procédure adaptée,27870850800041,,33487372602318,2023-12-07,1.0
Sans concurrence,2023C163900,1A ACQUISITION DIMOMAINT,128000.0,72200000-7,Marché négocié sans publicité ni mise en concurrence préalable,24871931200162,,51026833700027,2023-12-05,
Sans concurrence,2023SA03400,DISTRIBUTION DE CARBURANTS EN STATIONS ST MARTIN DE VALAMAS,127600.0,09132000-3,Marché négocié sans publicité ni mise en concurrence préalable,22070001700019,,53063590300012,2023-12-26,
Sans concurrence,2023M230173200,LOT 3 : PRESTATION ET ASSISTANCE,127500.0,72261000-2,Marché négocié sans publicité ni mise en concurrence préalable,22660001300016,,34054699300668,2023-12-29,
Sans concurrence,2023LCNM23121100,LC DBL NM 231211 - Phase 2 Mise en Securité de la Mal Coiffée Fouilles archéologiques Tranche Ferme,125980.0,71351914-3,Marché négocié sans publicité ni mise en concurrence préalable,22030001600080,,22030001600247,2023-12-13,
Sans concurrence,20231016181400,REALISATION UNITE CYNOTECHNIQUE,125976.0,71000000-8,Marché négocié sans publicité ni mise en concurrence préalable,21440184600016,,79754898900038,2023-11-27,
Sans concurrence,20230450100,TX REHABILITATION RESEAUX AEP ET BRANHTS COEUR DE VILLE VERNON,125354.0,44162500-8,Marché négocié sans publicité ni mise en concurrence préalable,20007231200016,,43998740500024,2023-12-28,
Fournisseur unique,2023008E00,Prestation de service d'assurance: Lot 5: Flotte-automobiles et auto-missions,125178.0,66514110-0,Appel d'offres ouvert,21430137600015,,83381722400029,2023-12-22,1.0
Sans concurrence,202340300,Extension de la crèche de la Dullague,125143.74,45300000-0,Marché négocié sans publicité ni mise en concurrence préalable,21340032800018,,33284461200025,2023-12-20,
Sans concurrence,20231267300,ENTRETIEN DES PLANTES INTERIEURS LOT 2 SIEGE DE REGION ET NOUVEAU SIECLE,120000.0,77310000-6,Marché négocié sans publicité ni mise en concurrence préalable,20005374200017,,75356761900014,2023-12-29,
Sans concurrence,20232318400,"Mise à dispo moyens échanges, connaissances, savoir-faire, expérience, avis d'experts liés aux compétences des collectivités territoriales",120000.0,79416200-5,Marché négocié sans publicité ni mise en concurrence préalable,22720002900014,,49791455600020,2023-12-28,
