type_anomalie,id,objet,montant,codecpv,procedure,acheteur_id,acheteur_nom,titulaire_siret,date,offres_recues
Fournisseur unique,2023201,MARCHE DE CONCEPTION-REALISATION DE 10 LOGEMENTS A SAINT-XANDRE (17),957610.0,45210000-2,Procédure adaptée,45820496300029,,81304859200048,2023-12-22,1.0
Fournisseur unique,232304101,Remplacement du mur rideau vitré et du système de chauffage/rafraichissement du Centre Administratif Municipal: Lot 1: Remplacement du Mur-Rideau Nord,887477.0,45441000-0,Procédure adaptée,21330009800018,,9728023400077,2023-12-19,1.0
Sans concurrence,2023146300,ACCOMPAGNEMENT ET REALISATION DU PROJET GESTION EMPLOIS COMPETENCES - GESTION FORMATION ET DES ENTRETIENS PROFESSIONNELS,850000.0,72212900-8,Marché négocié sans publicité ni mise en concurrence préalable,22340001100076,,48466968400041,2023-12-13,
Sans concurrence,2023A18100,MARCHE ASSURANCES - LOT 1 ASSURANCE DOMMAGES AUX BIENS,833735.75,66515200-5,Marché négocié sans publicité ni mise en concurrence préalable,21940021500014,,83381722400029,2023-12-21,
Sans concurrence,2023A18101,MARCHE ASSURANCES - LOT 1 ASSURANCE DOMMAGES AUX BIENS,833735.75,66515200-5,Marché négocié sans publicité ni mise en concurrence préalable,21940021500014,,83381722400029,2023-12-21,
Sans concurrence,202323SC014200,CS0833614 ZSCALER Souscription - Editeur 17355 [ZSCALER] - ZSC-LOG-EXTSUBS - Extended Log Store-Souscription-36 Mois-UNIQUE,824370.1,30237300-2,Marché négocié sans publicité ni mise en concurrence préalable,23971001500029,,77605646700587,2023-12-21,
Sans concurrence,2023O5179A00,Fourniture de droits de stationnement pour les véhicules de la Ville de Lyon dans les parcs exploités par la Société publique lyonnaise de mobilités (,800000.0,63712400-7,Marché négocié sans publicité ni mise en concurrence préalable,21690123100011,,92050885000012,2023-12-21,
Sans concurrence,202323N0201-0100,"CFA FOURNITURE DE PETIT EQUIPEMENT ET MATERIEL POUR LES SECTIONS BOULANGERIE, PATISSERIE, CUISINE ET TRAITEUR",800000.0,39220000-0,Marché négocié sans publicité ni mise en concurrence préalable,20003019500115,,43443662200022,2023-12-20,
Sans concurrence,202323N0374-0000,FF - MAINTENANCE DES PROGICIELS DE GESTION DE LA POPULATION - RELANCE DU 22N0429,800000.0,72267000-4,Marché négocié sans publicité ni mise en concurrence préalable,20003019500115,,48125959600023,2023-12-07,
Sans concurrence,2023091500,"Maintenance des équipements entretenus par la société REVVITY incluant la fourniture de pièces détachées, de sous-ensembles, d?accessoires, de consomm",800000.0,33100000-1,Marché négocié sans publicité ni mise en concurrence préalable,26310012500016,,69203111500235,2023-12-01,
Fournisseur unique,230206,"Assistance, support, expertise et formation ""SAMBA EDU""",800000.0,50324100-3,Appel d'offres ouvert,20005340300057,,42418645000021,2023-12-29,1.0
Fournisseur unique,249896021,Transports collectifs pour les activités organisées par la Ville de Marcq-en-Baroeul: Lot 1: Rotations intra-muros régulières,800000.0,60000000-8,Appel d'offres ouvert,21590378200013,,4705017400086,2023-12-20,1.0
Sans concurrence,2023146200,ACCOMPAGNEMENT ET REALISATION PROJET POUR LA MISE EN PLACE D UNE SOLUTION GESTION RECRUTEMENT ET DE LA MOBILITE,750000.0,72212900-8,Marché négocié sans publicité ni mise en concurrence préalable,22340001100076,,81153659800030,2023-12-13,
Sans concurrence,20232023S0002500,MAINTENANCE DU LOGICIEL IODAS ASE ET PRESTATIONS COMPLEMENTAIRES POUR LE DEPARTEMENT D'ILLE-ET-VILAINE,750000.0,72267000-4,Marché passé sans publicité ni mise en concurrence préalable,22350001800013,,34054699300320,2023-11-30,
Sans concurrence,2023090410MV00,MAINTENANCE ET CRÉATION D INSTALLATIONS DE SYSTÈMES CONTRÔLE ACCÈS GLT,750000.0,42961100-1,Marché négocié sans publicité ni mise en concurrence préalable,21440184600016,,38452759400038,2023-11-28,
Fournisseur unique,24990842,Marché 5549 ATELIER CONTACT - Marché réservé de nettoyage avant relocation,749999.0,90910000-9,Procédure adaptée,27140002000027,,34086600300148,2023-12-28,1.0
Sans concurrence,2023922100,Marché de maîtrise d'oeuvre pour la Construction d'une résidence étudiante et d'une résidence sociale jeunes actifs de 127 studios sur le site du lycé,732000.0,71000000-8,Marché passé sans publicité ni mise en concurrence préalable,27920022400012,,33963810800029,2023-12-18,
Fournisseur unique,2410076911,MARCHE DE TRAVAUX POUR LA CONSTRUCTION D'UN BATIMENT D'EXPLOITATION ET D'UN DEPOT D'AUTOCARS SUR LE SITE DE LA RTA A GUISE: Lot 1: VOIRIES ET RESEAUX ,730000.0,45223300-9,Procédure adaptée,78018581500013,,30648619200025,2023-12-15,1.0
Fournisseur unique,24988247,"Prestation de service d'assurance ""Dommages aux biens et risques annexes"" pour la ville de Mondeville",727800.0,66515200-5,Appel d'offres ouvert,21140437100018,,30130960500410,2023-12-22,1.0
Sans concurrence,20237620231200,76202312 PRESTATIONS DE SERVICE D'ASSURANCES DOMMAGES AUX BIENS POUR LA COMMUNE DE FOS SUR MER,719445.44,66000000-0,Marché négocié sans publicité ni mise en concurrence préalable,21130039700018,,51302326700034,2023-12-27,
Sans concurrence,20232314200,LOT No15:PARQUETS- MUSEE BONNAT/ RESTRUCTURATON,719085.39,45432113-9,Marché négocié sans publicité ni mise en concurrence préalable,21640102600366,,35360098400028,2023-12-18,
Sans concurrence,2023M2339900,M23399 - DISTRIBUTEURS AUTOMATIQUES DE TITRES DU RESAU TAO D'ORLEANS METROPOLE - REMPLACEMENT DES EQUIPEMENTS OBSOLETES - DISTRIBUTION DE BSC - M23A01,712499.0,30144200-2,Marché négocié sans publicité ni mise en concurrence préalable,24450046800040,,44471927200148,2023-11-27,
Sans concurrence,2023M2339901,M23399 - DISTRIBUTEURS AUTOMATIQUES DE TITRES DU RESAU TAO D'ORLEANS METROPOLE - REMPLACEMENT DES EQUIPEMENTS OBSOLETES - DISTRIBUTION DE BSC - M23A01,712499.0,30144200-2,Marché négocié sans publicité ni mise en concurrence préalable,24450046800040,,44471927200148,2023-11-27,
Sans concurrence,2023MN027,"Acquisition de modules logiciels complémentaires, de prestations, de maintenance et d'abonnement des progiciels e-SEDITH et ESCORT",700000.0,72250000-2,Marché passé sans publicité ni mise en concurrence préalable,28130002000027,,75580064600381,2023-12-27,1.0
Fournisseur unique,2410076933,MARCHE DE TRAVAUX POUR LA CONSTRUCTION D'UN BATIMENT D'EXPLOITATION ET D'UN DEPOT D'AUTOCARS SUR LE SITE DE LA RTA A GUISE: Lot 3: BATIMENTS,692000.0,45210000-2,Procédure adaptée,78018581500013,,40768202000117,2023-12-15,1.0
Sans concurrence,202323031900,ASSURANCES GROUPEMENT DE COMMANDE FLOTTE VEHICULES ET RISQUES ANNEXES,681551.05,66514110-0,Marché négocié sans publicité ni mise en concurrence préalable,20006782500014,,49184932900058,2023-12-22,
Sans concurrence,20232023F0002000,FOURNITURE ET LIVRAISON D'EMULSION DE LATEX POUR LA FABRICATION D'EMULSIONS BITUMINEUSES POUR LES BESOINS DU SERVICE TRAVAUX DU DEPARTEMENT D'ILLE ET ,680000.0,24957000-7,Marché passé sans publicité ni mise en concurrence préalable,22350001800013,,47976149600039,2023-12-18,
Sans concurrence,20232023F0001900,FOURNITURE ET LIVRAISON D'EMULSION DE LATEX POUR LA FABRICATION D'EMULSIONS BITUMINEUSES POUR LES BESOINS DU SERVICE TRAVAUX DU DEPARTEMENT D'ILLE ET ,680000.0,24957000-7,Marché passé sans publicité ni mise en concurrence préalable,22350001800013,,54206915800518,2023-12-18,
Sans concurrence,243231,Fourniture de spécialités pharmaceutiques au profit des adhérents du GCS GRAPS Grand Est - marchés négociés lot 1413,620172.0,33600000-6,Marché passé sans publicité ni mise en concurrence préalable,13002682600011,,42434701100076,2023-12-26,1.0
Sans concurrence,2024323100,Fourniture de spécialités pharmaceutiques au profit des adhérents du GCS GRAPS Grand Est - marchés négociés lot 1413,620172.0,33600000-6,Marché passé sans publicité ni mise en concurrence préalable,13002682600011,,42434701100076,2023-12-26,
Sans concurrence,202315100000001,Prestations de services pour l'acquisition de droits de déploiement et de support associé pour les,619500.0,72267100-0,Marché négocié sans publicité ni mise en concurrence préalable,22590001801244,,34849974000028,2023-12-29,
Sans concurrence,2023M230173000,LOT 1 : MAINTENANCE EVOLUTIVE,611500.0,72267100-0,Marché négocié sans publicité ni mise en concurrence préalable,22660001300016,,34054699300668,2023-12-29,
Sans concurrence,2023240100,MOE EUROPAN THEUILLERIE,600000.0,71420000-8,Marché négocié sans publicité ni mise en concurrence préalable,21910521000013,,83793346400021,2023-12-26,
Sans concurrence,2023147 FS00,Pièces véhicules lourds,600000.0,34300000-0,Marché négocié sans publicité ni mise en concurrence préalable,28250001600021,,89129465400068,2023-12-15,
Sans concurrence,2023200700,"Maintenances, acquisitions, évolutions et prestations associées relatives aux progiciels de gestion des ressources humaines",600000.0,48450000-7,Marché négocié sans publicité ni mise en concurrence préalable,22730001900014,,34054699300668,2023-12-06,
Sans concurrence,2023178001,CGA MED EVKEEZA,580000.0,33600000-6,Marché négocié sans publicité ni mise en concurrence préalable,26310012500016,,83308856000028,2023-12-22,
Sans concurrence,2024322300,"Fourniture de spécialités pharmaceutiques au profit des adhérents du GCS GRAPS Grand Est - marchés négociés lots 1580, 1581",573216.0,33600000-6,Marché passé sans publicité ni mise en concurrence préalable,13002682600011,,44877792000035,2023-12-21,
Sans concurrence,243223,"Fourniture de spécialités pharmaceutiques au profit des adhérents du GCS GRAPS Grand Est - marchés négociés lots 1580, 1581",573216.0,33600000-6,Marché passé sans publicité ni mise en concurrence préalable,13002682600011,,44877792000035,2023-12-21,1.0
Sans concurrence,202322N0798-0000,"FF - MAINTENANCE, ASSISTANCE & EVOLUTIONS DU LOGICIEL DE GESTION DES REGIES D'AVANCES & DE RECETTES SAGA AINSI QUE LES MODULES ET PRESTATIONS ASSOCIES",550000.0,72267100-0,Marché négocié sans publicité ni mise en concurrence préalable,20003019500115,,43409192200048,2023-12-04,
Sans concurrence,2023I856 LOT4C00,TRAVAUX DE CONSTRUCTION D'UN GYMNASE ELECTRICITE,542977.0,45311000-0,Marché négocié sans publicité ni mise en concurrence préalable,21971113200015,,79792063400012,2023-12-01,
Sans concurrence,2023053200,Maintenance et prestations associées du logiciel CHRONOS pour le GHT GPNE,521257.05,72267000-4,Marché négocié sans publicité ni mise en concurrence préalable,20001803400013,,34828497700132,2023-11-29,
Sans concurrence,202323014300,Maintenance et prestations associées du système informatique des ressources humaines,514130.32,72267100-0,Marché négocié sans publicité ni mise en concurrence préalable,24300064300045,,75580064600381,2023-12-11,
Sans concurrence,2024240100,"Marché Public de service relatif à la prestation d'assurance "" dommages aux biens et risques annexes "" pour  les besoins de la ville de Bouguenais",505092.0,66515200-5,Marché passé sans publicité ni mise en concurrence préalable,21440020200013,,83381722400029,2023-12-26,1.0
Fournisseur unique,2023OCC03700,SERVICES D'ASSURANCES: Lot 2: ASSURANCE FLOTTE AUTOMOBILE ET AUTO-MISSION,502201.0,66510000-8,Appel d'offres ouvert,13002793100018,,54207358000046,2023-12-18,1.0
Sans concurrence,20232301600,"Maîtrise d'oeuvre pour la démolition et la reconstruction du bâtiment ""LUXEMBOURG""",500500.0,71000000-8,Marché passé sans publicité ni mise en concurrence préalable,21330009800018,,51357572000026,2023-12-04,
Sans concurrence,202323-0023800,ACQUISITION DE BILLETS POUR LES JEUX OLYMPIQUES ET PARALYMPIQUES DE PARIS 2024,500000.0,92000000-1,Marché négocié sans publicité ni mise en concurrence préalable,21930066200018,,83498343900029,2023-12-19,
Sans concurrence,2023054500,GHT REACTIFS ET MAINTENANCE IH500,500000.0,33696200-7,Marché négocié sans publicité ni mise en concurrence préalable,20001803400013,,44999071200019,2023-12-18,
Sans concurrence,2024322900,Fourniture de spécialités pharmaceutiques au profit des adhérents du GCS GRAPS Grand Est - marchés négociés lot 796,475650.0,33600000-6,Marché passé sans publicité ni mise en concurrence préalable,13002682600011,,,2023-12-21,
Sans concurrence,243229,Fourniture de spécialités pharmaceutiques au profit des adhérents du GCS GRAPS Grand Est - marchés négociés lot 796,475650.0,33600000-6,Marché passé sans publicité ni mise en concurrence préalable,13002682600011,,,2023-12-20,1.0
Sans concurrence,202323APOAJ19000,01 ASSURANCE DE DOMAMGES AUX BIENS ET RISQUES ANNEXES,467914.68,66510000-8,Marché négocié sans publicité ni mise en concurrence préalable,24400080800067,,83381722400029,2023-12-18,
Fournisseur unique,249951534,"Contrats d'assurances: Lot 4: Assurance "" Risques statutaires du personnel """,465876.0,66512000-2,Appel d'offres ouvert,24600087100060,,33205144000102,2023-12-18,1.0
Fournisseur unique,24999437,Entretien des installations CVC de la CCB3F,452832.0,50700000-2,Appel d'offres ouvert,20006748600015,,55204695503922,2023-12-15,1.0
Sans concurrence,202398751700,Cytomètre spectral Cytek Aurora et maintenance,450516.0,38434510-4,Marché passé sans publicité ni mise en concurrence préalable,77574110100031,,,2023-12-26,
Fournisseur unique,249888554,TRAVAUX DE REHABILITATION ENERGETIQUE ET FONCTIONNELLE DE L'HOTEL DE VILLE DE LA COMMUNE DE THOIRY ET SES ANNEXES: Lot 4: Charpente - Couverture - Zin,445000.0,45261000-4,Procédure adaptée,21010419600014,,34501022700048,2023-11-27,1.0
Sans concurrence,2023 02 S0100,Dommage aux biens mobiliers et immobiliers,440260.55,66515000-3,Marché négocié sans publicité ni mise en concurrence préalable,21840138800010,,30130960500410,2023-12-28,
Sans concurrence,2023M230166300,LOT 1 : MAINTENANCE ET EXTENSION DE LA PLATEFORME ASAPRO,440000.0,72267100-0,Marché négocié sans publicité ni mise en concurrence préalable,22660001300016,,51201009100027,2023-12-01,
Sans concurrence,20232317700,Maintenance logiciel EASILYS,440000.0,72267000-4,Marché négocié sans publicité ni mise en concurrence préalable,22720002900014,,52129516200072,2023-12-01,
Sans concurrence,20232023T0006500,Marchés de travaux pour la restructuration du collège Georges Brassens – Relance du lot 3 « Façades et habillages en bois »  - Façades et Habillages e,413274.59,45422100-2,Marché passé sans publicité ni mise en concurrence préalable,22350001800013,,34093952900020,2023-11-30,
Fournisseur unique,202307,Tri et stockage d'encombrants incinérables issus de déchèteries en période estivale et restitution en période hivernale,410000.0,90500000-2,Appel d'offres ouvert,25680169700010,,32519337300017,2023-12-14,1.0
Sans concurrence,2023220000,ASSURANCE DOMMAGES AUX BIENX,403500.0,66515000-3,Marché négocié sans publicité ni mise en concurrence préalable,21310157900018,,85305722200012,2023-12-28,
Sans concurrence,2024322400,"Fourniture de spécialités pharmaceutiques au profit des adhérents du GCS GRAPS Grand Est - marchés négociés lots 227, 774, 810",403098.0,33600000-6,Marché passé sans publicité ni mise en concurrence préalable,13002682600011,,52926101800038,2023-12-21,
Sans concurrence,243224,"Fourniture de spécialités pharmaceutiques au profit des adhérents du GCS GRAPS Grand Est - marchés négociés lots 227, 774, 810",403098.0,33600000-6,Marché passé sans publicité ni mise en concurrence préalable,13002682600011,,52926101800038,2023-12-20,1.0
Sans concurrence,2023_08100,PRESTATION MAINTENANCE PREVENTIVES CORRECTIVES ET EVOLUTIVES DES SYSTEMES DE GESTION DES VOIES RADIO DU SDIS DES AM,400000.0,50324100-3,Marché négocié sans publicité ni mise en concurrence préalable,28060051100024,,51114733200031,2023-12-28,
Sans concurrence,2023146400,ACCOMPAGNEMENT AU CHANGEMENT,400000.0,72212900-8,Marché négocié sans publicité ni mise en concurrence préalable,22340001100076,,47976684200724,2023-12-13,
Sans concurrence,202322N0864-0000,FF - MAINTENANCE DU LOGICIEL MUNICIPOL POUR LA GESTION DE LA POLICE MUNICIPALE ET MODULES ASSOCIES,400000.0,48000000-8,Marché négocié sans publicité ni mise en concurrence préalable,20003019500115,,48125959600023,2023-12-12,
Sans concurrence,2023157500,"Maintenance pour les appareils d?Immunohématologie de la société GRIFOLS, incluant la fourniture des pièces détachées, sous- ensembles et accessoires",400000.0,33000000-0,Marché négocié sans publicité ni mise en concurrence préalable,26310012500016,,42494220900075,2023-11-30,
Sans concurrence,2023SA03100,DISTRIBUTION DE CARBURANTS EN STATIONS COUCOURON,389400.0,09132000-3,Marché négocié sans publicité ni mise en concurrence préalable,22070001700019,,51754614900017,2023-12-26,
Sans concurrence,202320240020100,MO CUISINE CENTRALE,386557.36,71221000-3,Marché négocié sans publicité ni mise en concurrence préalable,21420279800010,,50948321000019,2023-12-29,
Sans concurrence,202420240050100,MO CUISINE CENTRALE,386557.36,71221000-3,Marché négocié sans publicité ni mise en concurrence préalable,21420279800192,,50948321000019,2023-12-29,
Sans concurrence,202320240020100,MO CUISINE CENTRALE,386557.36,71221000-3,Marché négocié sans publicité ni mise en concurrence préalable,21420279800010,,32342034900058,2023-12-29,
Sans concurrence,202320240020100,MO CUISINE CENTRALE,386557.36,71221000-3,Marché négocié sans publicité ni mise en concurrence préalable,21420279800010,,44452352600804,2023-12-29,
Sans concurrence,2023M55000,PRESTATIONS D'ASSISTANCE LIEES AU PROGICIEL SCRIBE FONCIER ACQUISITION ET ALIENATION,380000.0,72267100-0,Marché négocié sans publicité ni mise en concurrence préalable,22630001000015,,35028626600050,2023-12-12,
Sans concurrence,2023MN23D00200,Maintenance préventive et corrective du parc de laveuses de BOM de marque B.M.V du GN,375000.0,50100000-6,Marché négocié sans publicité ni mise en concurrence préalable,24110059300078,,35105191700034,2023-12-01,
Sans concurrence,2023SA03500,DISTRIBUTION DE CARBURANTS EN STATIONS ST-FELICIEN,374880.0,09132000-3,Marché négocié sans publicité ni mise en concurrence préalable,22070001700019,,21070236100093,2023-12-22,
Fournisseur unique,2446463,"Construction de 30 logements collectifs et de leurs abords, répartis en deux bâtiments, ZAC de l'ancienne gare à CARVIN ( 62): Lot 11: CVC/PLOMBERIE/S",371573.0,45330000-9,Procédure adaptée,32791063400069,,34226724200036,2023-12-06,1.0
Sans concurrence,2023174L3300,SERVICES ASSURANCES PR LA COMMUNE DE GRAVELINES - ASSURANCES DES VEHICULES ET DES RISQUES ANNEXES,363242.4,66514110-0,Marché négocié sans publicité ni mise en concurrence préalable,21590273500012,,35017183100042,2023-12-26,
Sans concurrence,2023055300,MAINTENANCE ET PRESTATIONS DU LOGICIEL XPLORE POUR LES SERVICES DE RIADOLOGIE DU GHT GPNE,362851.32,72267100-0,Marché négocié sans publicité ni mise en concurrence préalable,20001803400013,,35209509500043,2023-12-28,
Sans concurrence,2024A60800,Marché de concession des droits d'utilisation d'une licence site pour les logiciels ESRI et prestations associées,350150.0,48610000-7,Marché négocié sans publicité ni mise en concurrence préalable,20006799900017,,34849974000028,2023-12-27,
Sans concurrence,20232023S0003200,"Prestatiions de maintenance corrective, adaptative et évolutive, d'assistance téléphonique et télé-administration, de conseil, d'assistance, formation",350000.0,50324200-4,Marché passé sans publicité ni mise en concurrence préalable,22290001100016,,32954151000049,2023-12-12,
Sans concurrence,2023006700,Solutions CIVIL Net Ressources Humaines Acquisition et maintenance,350000.0,72212311-2,Marché négocié sans publicité ni mise en concurrence préalable,21920036700015,,30516304000119,2023-12-05,
Sans concurrence,2023MN03401,"Maintenance et prestations afférentes à l'application ""Formaltis"" et ses modules complémentaires",340000.0,72250000-2,Marché passé sans publicité ni mise en concurrence préalable,28130002000027,,50739923600029,2023-12-13,
Sans concurrence,2023SA03200,DISTRIBUTION DE CARBURANTS EN STATIONS LAMASTRE,334400.0,09132000-3,Marché négocié sans publicité ni mise en concurrence préalable,22070001700019,,38034102400012,2023-12-22,
Sans concurrence,2023M027700,Licences Maintenance et prestations associées  Progiciel Gestion Temps Etemptation,330000.0,72267000-4,Marché négocié sans publicité ni mise en concurrence préalable,22150001000014,,39924392200016,2023-12-14,
Sans concurrence,20232301400,Assurance dommages aux biens,328184.16,66515000-3,Marché négocié sans publicité ni mise en concurrence préalable,21700550300016,,37990675301294,2023-12-29,
Sans concurrence,202323099800,PRESTATION DE SERVICE TRAITEURS ET RECEPTIONS HORS RESTAURATION COLLECTIVE,320000.0,55520000-1,Marché négocié sans publicité ni mise en concurrence préalable,21060029200010,,52382588300011,2023-12-13,
Sans concurrence,2023012900100000,"Analyse de l'eau, des surfaces et des endoscopes (contrôle microbiologique) - Analyse à la demande du praticien hygiéniste",320000.0,85148000-8,Marché négocié sans publicité ni mise en concurrence préalable,26590673500013,,88010784200036,2023-12-06,
Sans concurrence,2023019000,Services de transmission de données de circulations ferroviaires sur le territoire normand,318000.0,72318000-7,Marché passé sans publicité ni mise en concurrence préalable,20005340300057,,41228073720375,2023-12-14,
Sans concurrence,202313300,EXTENSION ASSURANCE DOMMAGES AUX BIENS,317023.0,66518000-4,Marché négocié sans publicité ni mise en concurrence préalable,22550001600152,,78439572500202,2023-12-29,
Sans concurrence,202353500,Contrat de maintenance du système de vidéoprotection,311600.0,32323500-8,Marché négocié sans publicité ni mise en concurrence préalable,21340032800018,,40986794200396,2023-12-08,
Sans concurrence,2024016400,"Maintenance du parc d?équipements dont la société BERNAS MEDICAL assure la maintenance exclusive incluant la fourniture de pièces détachées, accessoir",300005.0,33100000-1,Marché négocié sans publicité ni mise en concurrence préalable,26310012500016,,41832957900035,2023-12-31,
Sans concurrence,2023O4237A00,"Maintenance, acquisition de licences et de modules complémentaires, ainsi que des prestations associées pour le progiciel SELECT 3",300000.0,72267000-4,Marché négocié sans publicité ni mise en concurrence préalable,21690123100011,,33307306200015,2023-12-11,
Fournisseur unique,20231461,MISSION D'ASSISTANCE A MAÎTRISE D'OUVRAGE DANS LE DOMAINE DES RESEAUX DE CHALEUR: Lot 1: ASSISTANCE A MAÎTRISE D'OUVRAGE RESEAU DE CHALEUR CARRIET,300000.0,71356300-1,Appel d'offres ouvert,45820496300029,,49981848200022,2023-12-21,1.0
Sans concurrence,2023179500,CGA MED RELYVRIO,299999.0,33600000-6,Marché négocié sans publicité ni mise en concurrence préalable,26310012500016,,,2023-12-15,
Sans concurrence,2023-006-TRANS00,MARCHE DE TRANSPORT SCOLAIRE CARS ST LAURENT 01.12.2023 AU 31.07.2026,299063.0,60130000-8,Marché négocié sans publicité ni mise en concurrence préalable,20006463200173,,40975020500034,2023-11-30,
Fournisseur unique,249896351,Maintenance des 900 000 km de 22 rames de tramways de type Citadis 302 et de marque Alstom du réseau de Soléa: Lot 1: Étriers bogies moteur et porteur,297270.0,50222000-7,Procédure avec négociation,94555101800019,,9578172000040,2023-11-27,1.0
Fournisseur unique,249954941,Services d'assurances pour la Commune de L'Union: Lot 1: Assurance des dommages aux biens et des risques annexes,296965.0,66515000-3,Appel d'offres ouvert,21310561200013,,30130960500410,2023-12-27,1.0
Sans concurrence,20231601,ASSURANCE DOMMAGE AUX BIENS RISQUES ANNEXES,295221.88,66510000-8,Marché négocié sans publicité ni mise en concurrence préalable,21910645700019,,83381722400029,2023-12-19,
Sans concurrence,20231600,ASSURANCE DOMMAGE AUX BIENS RISQUES ANNEXES,295221.88,66510000-8,Marché négocié sans publicité ni mise en concurrence préalable,21910645700019,,83381722400029,2023-12-19,
Sans concurrence,2024322800,"Fourniture de spécialités pharmaceutiques au profit des adhérents du GCS GRAPS Grand Est - marchés négociés lots 50, 186, 190",295161.0,33600000-6,Marché passé sans publicité ni mise en concurrence préalable,13002682600011,,85210884400022,2023-12-27,
Sans concurrence,243228,"Fourniture de spécialités pharmaceutiques au profit des adhérents du GCS GRAPS Grand Est - marchés négociés lots 50, 186, 190",289090.0,33600000-6,Marché passé sans publicité ni mise en concurrence préalable,13002682600011,,85210884400022,2023-12-20,1.0
Fournisseur unique,241001548,Marché d'Exploitation et de Maintenance des Installations Thermiques Collectives,287950.0,50720000-8,Procédure adaptée,55655032500030,,45650053700018,2023-12-20,1.0
Sans concurrence,2023050500,AMENAGEMENT DES TRAVERSEES COEUR DE BOURG,280178.41,45233260-9,Marché négocié sans publicité ni mise en concurrence préalable,21220166900018,,72202858600252,2023-12-13,
Sans concurrence,202322N0687-0000,FF - MAINTENANCE & HEBERGEMENT DU LOGICIEL IMUSE DE GESTION DES ETABLISSEMENTS D'ARTS MUSICAUX & D'ARTS PLASTIQUES,280000.0,72267100-0,Marché négocié sans publicité ni mise en concurrence préalable,20003019500115,,38165549700059,2023-12-05,
Fournisseur unique,2410025681,Prestation de services d'assurance pour les besoins de l'Agence du Numérique en Santé: Lot 1: Risques Responsabilités,280000.0,66516400-4,Appel d'offres ouvert,18751275100038,,83381722400029,2023-12-18,1.0
Fournisseur unique,241008566,Collecte et traitement du verre issus de la collecte sélective sur le Territoire de la CCMDL,275056.0,90510000-5,Appel d'offres ouvert,20006658700011,,87839049100016,2023-12-06,1.0
Sans concurrence,2023MP20231900,AMO reseaux chaleur froid,272850.0,71241000-9,Marché négocié sans publicité ni mise en concurrence préalable,21310395500018,,79943958300029,2023-12-05,
Sans concurrence,243222,"Fourniture de spécialités pharmaceutiques au profit des adhérents du GCS GRAPS Grand Est - marchés négociés lots 920, 923 et 927",272392.0,33600000-6,Marché passé sans publicité ni mise en concurrence préalable,13002682600011,,,2023-12-21,1.0
Fournisseur unique,202300115,Marché Public pour l'aménagement et la rénovation des intérieurs et extérieurs du Seaquarium: Lot 5: Aquariums,266554.0,39298800-5,Procédure adaptée,33791211700047,,84034191100013,2023-12-19,1.0
Sans concurrence,202304700,TRAVAUX RESTRUCTURATION AMENAGEMENT DORTOIRS BDX ORNANO LOT 3 MENUISERIE INTERIEURE,265053.18,45421130-4,Marché négocié sans publicité ni mise en concurrence préalable,28330002800034,,46720054900021,2023-12-04,
Fournisseur unique,249923757,RÉHABILITATION DE 63 LOGEMENTS  RUE DES LILAS A CASTRES: Lot 7: RÉHABILITATION DE 63 LOGEMENTS  RUE DES LILAS A CASTRES - lot 7 chauffage - réseau gaz,255786.0,45232141-2,Procédure adaptée,50227332900024,,48756163100051,2023-11-30,1.0
Sans concurrence,20232307400,"MAINTENANCE, HEBERGERMENT ET PRESTATIONS DE SERVICE D'UNE APPLICATION WEB CARTO : AOP PRO CADASTRE",255000.0,72212900-8,Marché négocié sans publicité ni mise en concurrence préalable,20008945600012,,33441633600173,2023-12-07,
Fournisseur unique,249990862,"Contôle, maintenance, réparation et aménagement des bassins de rétention et d'infiltration de la CCEL: Lot 2 : Complexes géosynthétiques et gros trava",250000.0,45232454-9,Procédure adaptée,24690057500019,,44775408600034,2023-12-21,1.0
Fournisseur unique,2023002,Conception-réalisation d'un skate-park,250000.0,45212221-1,Procédure adaptée,21840034900013,,51117210800025,2023-12-20,1.0
Fournisseur unique,249931911,Contrat d'entretien des installations des résidences du patrimoine de Brive Habitat: Lot 01: Ascenseurs,243040.0,42416100-6,Appel d'offres ouvert,27190310600026,,59205230201860,2023-12-12,1.0
Sans concurrence,202308200,PRESTATIONS DE MAINTENANCE FORMATION ET ACCOMAPGNEMENT DU PROGICIEL RH,240000.0,72212450-8,Marché négocié sans publicité ni mise en concurrence préalable,22550001600152,,38462657800221,2023-11-29,
Fournisseur unique,24100138853,Mission d'Architecte-Conseil du CAUE des Bouches-du-Rhône: Lot 53: MARTIGUES (13500),238700.0,71210000-3,Appel d'offres ouvert,32042256100045,,87802661600010,2023-12-28,1.0
Sans concurrence,2023C2308IN0100,DROITS UTILISATION DES FIBRES OPTIQUES NOIRES,236723.0,32562200-2,Marché négocié sans publicité ni mise en concurrence préalable,20003573100013,,48428780000011,2023-11-30,
Sans concurrence,2023DI0601,MAINTENANCE ASTRE GF GS,234220.0,72267000-4,Marché négocié sans publicité ni mise en concurrence préalable,22070001700019,,34054699300668,2023-12-28,
Sans concurrence,2023DI0600,MAINTENANCE ASTRE GF GS,234220.0,72267000-4,Marché négocié sans publicité ni mise en concurrence préalable,22070001700019,,34054699300668,2023-12-28,
Sans concurrence,202302042023L700,ELECTRICITE  COURANT FORT ET FAIBLE,233577.57,45113000-2,Marché négocié sans publicité ni mise en concurrence préalable,21971107400019,,42067373300028,2023-12-31,
