id,objet,montant,codecpv,categorie_cpv,procedure,datenotification,acheteur_id,acheteur_nom,titulaire_siret,offres_recues,lieu,formeprix
20230030100,FOURN. MATERIELS-LOGICIELS INFO ET CONSOLES JEUX - MATERIELS - LOGICIELS INFORMATIQUE,3000000.0,30200000-1,Informatique & bureautique,Appel d'offres ouvert,2023-12-31,21920076300015,,42978416800065,,VAUCRESSON,Révisable
20230037201,FOURNITURE DE LIVRES IMPRIMES NON SCOLAIRES - LIVRES JEUNESSE FICTION ET DOCUMENTAIRES,80000.0,22113000-5,Imprimés,Appel d'offres ouvert,2023-12-31,21920076300015,,38276586500011,,VAUCRESSON,Révisable
202424NA10C100,FRUITS ET LEGUMES,50000.0,15000000-8,Alimentaire,Appel d'offres ouvert,2023-12-31,21400312100016,,82867642900032,,TARNOS,Révisable
2023F060100,FOURNITURE DE PAIN ET VIENNOISERIES FRAIS,184000.0,15810000-9,Alimentaire,Procédure adaptée,2023-12-31,21720003900014,,83276022700013,,ALLONNES,Révisable
2023AO18100,PRESTATION DE SERVICES DE TÉLÉCOMMUNICATION - TÉLÉPHONIE FIXE ET TRUNK SIP,120000.0,32412100-5,Télécommunications,Appel d'offres ouvert,2023-12-31,21330449600010,,39748093003498,,SAINT-MEDARD-EN-JALLES,Révisable
2023AO18200,PRESTATION DE SERVICES DE TÉLÉCOMMUNICATION - TÉLÉPHONIE MOBILE,100000.0,32250000-0,Télécommunications,Appel d'offres ouvert,2023-12-31,21330449600010,,39748093003498,,SAINT-MEDARD-EN-JALLES,Révisable
20230037301,FOURNITURE DE LIVRES IMPRIMES NON SCOLAIRES - BANDES DESSINEES ADULTE ET JEUNESSE,50000.0,22113000-5,Imprimés,Appel d'offres ouvert,2023-12-31,21920076300015,,38276586500011,,VAUCRESSON,Ferme et actualisable
20230037101,FOURNITURE DE LIVRES IMPRIMES NON SCOLAIRES -  LIVRES ADULTE FICTION ET DOCUMENTAIRES,110000.0,22113000-5,Imprimés,Appel d'offres ouvert,2023-12-31,21920076300015,,38276586500011,,VAUCRESSON,Révisable
2024016400,"Maintenance du parc d?équipements dont la société BERNAS MEDICAL assure la maintenance exclusive incluant la fourniture de pièces détachées, accessoires et consommables ainsi que la réalisation de prestations associées",300005.0,33100000-1,Matériel médical,Marché négocié sans publicité ni mise en concurrence préalable,2023-12-31,26310012500016,,41832957900035,,Occitanie,Révisable
2023AO27300,"FOURNITURE BARQUETTE,FILMS,CONTENANT CUISINE CENTR - SACS, FILM, PAPIER ALU, SACHETS",60000.0,39222100-5,Mobilier & ménager,Appel d'offres ouvert,2023-12-31,21330449600010,,37798160000044,,SAINT-MEDARD-EN-JALLES,Révisable
202312800,"MDI/2023-128/Lot7/Abonnement, accès en ligne et fourniture de ressources documentaires numériques pour le Département de l'Isère et la Ville de Grenoble",60000.0,30211300-4,Informatique & bureautique,Appel d'offres ouvert,2023-12-30,22380001200013,,82312486200017,,GRENOBLE,Ferme
2023091414MVG00,FOURNITURE DE MOBILIER MEDIATHEQUES,100000.0,39100000-3,Mobilier & ménager,Appel d'offres ouvert,2023-12-30,24440064400013,,38365393800027,,SAINT JOACHIM,Révisable
2023091414MVG00,FOURNITURE DE MOBILIER MEDIATHEQUES,900000.0,39100000-3,Mobilier & ménager,Appel d'offres ouvert,2023-12-30,21440184600016,,38365393800027,,SAINT-NAZAIRE,Révisable
2024071200,24M02 GAULOYS FRESENIUS KABI,224492.85,33000000-0,Matériel médical,Appel d'offres ouvert,2023-12-29,26690025700046,,41987578600032,,Rhone,Révisable
2374700,"Accord-cadre a bons de commandes pour les travaux sur les reseaux d'interphonie, de controle d'acces et videosurveillance sur le patrimoine de flandre opale habitat: Lot 2 : INTERPHONIE et#8211, CONTROLE Det#8217,ACCES et#8211, TERRITOIRE INTERIEUR",38348.0,32360000-4,Télécommunications,Procédure adaptée,2023-12-29,61682020500154,,41838583700020,3.0,,Forfaitaire
2375100,"Accord-cadre a bons de commandes pour les travaux sur les reseaux d'interphonie, de controle d'acces et videosurveillance sur le patrimoine de flandre opale habitat: Lot 6 : VIDEOSURVEILLANCE et#8211, DEPARTEMENT 59",96406.0,32323500-8,Télécommunications,Procédure adaptée,2023-12-29,61682020500154,,44082093400014,3.0,,Forfaitaire
2374900,"Accord-cadre a bons de commandes pour les travaux sur les reseaux d'interphonie, de controle d'acces et videosurveillance sur le patrimoine de flandre opale habitat: Lot 4 : INTERPHONIE et#8211, CONTROLE Det#8217,ACCES et#8211, TERRITOIRE DUNKERQUE",56149.0,32360000-4,Télécommunications,Procédure adaptée,2023-12-29,61682020500154,,44082093400014,3.0,,Forfaitaire
2024071100,24M02 GAULOYS VIFOR France ALLOGA,5437082.9,33000000-0,Matériel médical,Appel d'offres ouvert,2023-12-29,26690025700046,,39891369900045,,Rhone,Révisable
20242301000000,LOCATION ET ENTRETIEN DE VETEMENTD DE TRAVAIL DES AGENTS,150000.0,18100000-0,Vêtements,Procédure adaptée,2023-12-29,21370156800015,,37975368400016,,MONTLOUIS SUR LOIRE,Révisable
2024072100,24M02 GAULOYS BIOGARAN_CSP,65923.56,33000000-0,Matériel médical,Appel d'offres ouvert,2023-12-29,26690025700046,,40511359800032,,Rhone,Révisable
20242317100,FOURNITURES DE BUREAU DE LIBRAIRIE SCOLAIRES ET MOBILIERS ADMINISTRATIFS SCOLAIRES DES COLLECTIVITES LOCALES  LOT 6 - L01 LIVRES SCOLAIRES,40000.0,22111000-1,Imprimés,Appel d'offres ouvert,2023-12-29,21830129900010,,65950183700010,,SIX-FOURS-LES-PLAGES,Ferme
2023045800,AO Maintenance et extension de l?enregistreur audio affecté aux besoins du SAMU 31,180000.0,32333000-6,Télécommunications,Appel d'offres ouvert,2023-12-29,26310012500016,,44386676900252,,Occitanie,Révisable
2024071500,24M02 GAULOYS MEDIPHA SANTE CSP LOT 71 AU 01/01/2025,308221.66,33000000-0,Matériel médical,Appel d'offres ouvert,2023-12-29,26690025700046,,45353354900011,,Rhone,Révisable
2024070800,24M02 GAULOYS DB PHARMA _CSP,71873.98,33000000-0,Matériel médical,Appel d'offres ouvert,2023-12-29,26690025700046,,85720052100022,,Rhone,Révisable
202312200,"MDI/2023-122/Lot1/Abonnement, accès en ligne et fourniture de ressources documentaires numériques pour le Département de l'Isère et la Ville de Grenoble",80000.0,30211300-4,Informatique & bureautique,Appel d'offres ouvert,2023-12-29,22380001200013,,34841061400021,,GRENOBLE,Ferme
2023M2400006800,FRE ET LIV REPAS CHAUD ACTIVITES ALSH ET MJ CCAS - LOT 1,191100.0,15894200-3,Alimentaire,Appel d'offres ouvert,2023-12-29,26974018900023,,44931731200030,,STE MARIE,Révisable
2023C3F09127AU00,LOT 27 CEREALES INSTANTANEES HP,80000.0,15880000-0,Alimentaire,Appel d'offres ouvert,2023-12-29,26870853400014,,40302939000065,,CCAS LIMOGES,Révisable
249887111,"Fourniture de rations alimentaires chaudes, froides et consommables nécessaires à la constitution d'une collation: Lot 1: Fourniture de rations alimentaires chaudes",140000.0,15897100-3,Alimentaire,Procédure adaptée,2023-12-29,28130002000027,,39298581800047,2.0,,Unitaire
2024072400,24M02 GAULOYS SANOFI WINTHROP INDUSTRIE,316311.26,33000000-0,Matériel médical,Appel d'offres ouvert,2023-12-29,26690025700046,,77566225700150,,Rhone,Révisable
20242316800,FOURNITURES DE BUREAU DE LIBRAIRIE SCOLAIRES ET MOBILIERS ADMINISTRATIFS SCOLAIRES DES COLLECTIVITES LOCALES  LOT 2 - F02 FOURNITURES DE BUREAU,66000.0,30192000-1,Informatique & bureautique,Appel d'offres ouvert,2023-12-29,21830129900010,,65950183700010,,SIX-FOURS-LES-PLAGES,Ferme
2375000,"Accord-cadre a bons de commandes pour les travaux sur les reseaux d'interphonie, de controle d'acces et videosurveillance sur le patrimoine de flandre opale habitat: Lot 5 : VIDEOSURVEILLANCE et#8211, DEPARTEMENT 62",107975.0,32323500-8,Télécommunications,Procédure adaptée,2023-12-29,61682020500154,,44082093400014,3.0,,Forfaitaire
202319839023,Fourniture d'abris-bacs destinés à la collecte des biodéchets,210000.0,34928480-6,Transport & véhicules,Procédure adaptée,2023-12-29,25390063300020,,32181911200483,,BREVANS,Révisable
202435ACH230100,CHIMIE,120000.0,39830000-9,Mobilier & ménager,Procédure adaptée,2023-12-29,21380382800010,,32698156000054,,SAINT-EGREVE,Ferme et actualisable
20232304100,Fourniture gestion livraison de titres restaurants - Titres restaurant dématérialisé personnel salarié,5520000.0,30199770-8,Informatique & bureautique,Marché négocié sans publicité ni mise en concurrence préalable,2023-12-29,28974011000019,,64204436600242,,ST DENIS,Révisable
202435ACH230200,DROGUERIE,60000.0,39830000-9,Mobilier & ménager,Procédure adaptée,2023-12-29,21380382800010,,44030355000154,,SAINT-EGREVE,Ferme et actualisable
2023IMENAGE00,Matériel de Nettoyage,43401.5,39713410-0,Mobilier & ménager,Procédure adaptée,2023-12-29,21770482400010,,53257857200028,,Varennes-sur-Seine,Ferme
2023276310002,"23_2763_1_00 Evolution, maintenance et prestations associées du logiciel de la suite Scribe",165600.64,48900000-7,Logiciels,Procédure négociée avec mise en concurrence préalable,2023-12-29,22910228000018,,35028626600050,,EVRY COURCOURONNES,Révisable
2023SPEDF15-0100,Lot no01 : Approvisionnement de carburant par cartes accréditives des véhicules de la CCPCP,612000.0,30163100-0,Informatique & bureautique,Appel d'offres ouvert,2023-12-29,20006724700011,,52824980800031,,Châteaulin,Révisable
20232304200,Fourniture gestion livraison de titres restaurants - Titres restaurant dématérialisé personn. formation,720000.0,30199770-8,Informatique & bureautique,Appel d'offres ouvert,2023-12-29,28974011000019,,64204436600242,,ST DENIS,Révisable
2024RLV230500300,Achat de matériel pour les services techniques - lot 3 : Quincaillerie,50000.0,44316400-2,Matériaux de construction,Procédure adaptée,2023-12-29,20007075300013,,32968134000017,,Riom-Cedex,Ferme et actualisable
2023M2400006700,FRE ET LIV PETIT DEJ-GOUTER ET COLLATION ACTIVITES S.ENFANCE,195886.39,39222000-4,Mobilier & ménager,Procédure négociée avec mise en concurrence préalable,2023-12-29,26974018900023,,44931731200030,,STE MARIE,Ferme
202325-00300,Lot 3 : Produits surgelés,40000.0,38343000-1,Instruments de mesure,Procédure adaptée,2023-12-29,21240547600012,,31680701501340,,Terrasson-Lavilledieu,Révisable
202313000,"MDI/2023-130/Lot9/Abonnement, accès en ligne et fourniture de ressources documentaires numériques pour le Département de l'Isère et la Ville de Grenoble",180000.0,30211300-4,Informatique & bureautique,Appel d'offres ouvert,2023-12-29,22380001200013,,43232728600022,,GRENOBLE,Ferme
2024071900,24M02 GAULOYS BAXTER,41533207.49,33000000-0,Matériel médical,Appel d'offres ouvert,2023-12-29,26690025700046,,30431735700172,,Rhone,Révisable
2024071600,24M02 GAULOYS ACCORD HEALTHCARE,1924620.0,33000000-0,Matériel médical,Appel d'offres ouvert,2023-12-29,26690025700046,,50884521100038,,Rhone,Révisable
2024072300,24M02 GAULOYS PFIZER,5067247.73,33000000-0,Matériel médical,Appel d'offres ouvert,2023-12-29,26690025700046,,43362355000020,,Rhone,Révisable
202312900,"MDI/2023-129/Lot8/Abonnement, accès en ligne et fourniture de ressources documentaires numériques pour le Département de l'Isère et la Ville de Grenoble",40000.0,30211300-4,Informatique & bureautique,Appel d'offres ouvert,2023-12-29,22380001200013,,79350777300026,,GRENOBLE,Ferme
2023A13L100,ELECTRICITE ET CONNEXE,400000.0,44111000-1,Matériaux de construction,Appel d'offres ouvert,2023-12-29,21930078700013,,82448465300012,,VILLEPINTE,Révisable
2024000101,UNIHA - FOURNITURES DE CONSOMMABLES POUR IMPRIMANTES,167379.52,30125100-2,Informatique & bureautique,Appel d'offres ouvert,2023-12-29,20001803400013,,75377852100066,,SEINE ST DENIS,Révisable
202398755000,"Construction de 40 logements collectifs et d'une salle commune à Aulnoye Aymeries, rue Henri Barbusse: Lot 2 : Réseaux secs",35510.0,32400000-7,Télécommunications,Procédure adaptée,2023-12-29,45650355600080,,30713280300049,,AULNOYE AYMERIES,Révisable
2023M2400006900,FRE ET LIV REPAS FROID ACTIVITES ALSH ET MJ CCAS - LOT 2,63700.0,15894200-3,Alimentaire,Appel d'offres ouvert,2023-12-29,26974018900023,,44931731200030,,STE MARIE,Révisable
20242317200,FOURNITURES DE BUREAU DE LIBRAIRIE SCOALIRES ET MOBILIERS ADMINISTRATIFS SCOLAIRES DES COLLECTIVITES LOCALES  LOT 7 - L02 LIVRES NON SCOLAIRES A DESTINATION DES ECOLES,40000.0,22110000-4,Imprimés,Appel d'offres ouvert,2023-12-29,21830129900010,,65950183700010,,SIX-FOURS-LES-PLAGES,Ferme
2023MFO01000,"FOURNITURE DE PLOMBERIE, SANITAIRE ET CHAUFFAGE",400000.0,44115200-1,Matériaux de construction,Appel d'offres ouvert,2023-12-29,21650440700018,,56080040100112,,TARBES,Révisable
2023TC0400,ACQUISITION D'UNE EPANDEUSE A EMULSION NEUVE,150000.0,34144400-2,Transport & véhicules,Procédure adaptée,2023-12-29,21470001500016,,81953106200027,,AGEN,Ferme
2023362L600,FRUITS ET LEGUMES,49000.0,15300000-1,Alimentaire,Procédure adaptée,2023-12-29,20006541500016,,55204499202861,,LA HAGUE,Révisable
2023231300,"FOURNITURE DE MATERIELS, CONSOMMABLES ET DE PRODUITS D'ENTRETIEN ET D'HYGIENE - LOT 2 CONSOMMABLES ET OUATES",400000.0,33770000-8,Matériel médical,Appel d'offres ouvert,2023-12-29,21760451100014,,44031947300284,,MONT-SAINT-AIGNAN,Révisable
2023231200,"FOURNITURE DE MATERIELS, CONSOMMABLES ET PRODUITS D'ENTRETIEN ET D'HYGIENE - LOT 1 PRODUITS D'HYGIENE ET D'ENTRETIEN",400000.0,39800000-0,Mobilier & ménager,Appel d'offres ouvert,2023-12-29,21760451100014,,44030355000154,,MONT-SAINT-AIGNAN,Révisable
249938271,"Accord-cadre a bons de commandes pour les travaux sur les reseaux d'interphonie, de controle d'acces et videosurveillance sur le patrimoine de flandre opale habitat: Lot 1 : INTERPHONIE et#8211, CONTROLE Det#8217,ACCES et#8211, TERRITOIRE ARC SUD",32138.0,32360000-4,Télécommunications,Procédure adaptée,2023-12-29,61682020500154,,41838583700020,2.0,,Forfaitaire
2023091600,Maintenance parc société PERKINELMER SCIENTIFIC,200000.0,33000000-0,Matériel médical,Marché négocié sans publicité ni mise en concurrence préalable,2023-12-29,26310012500016,,92049283200026,,Occitanie,Révisable
20242316700,FOURNITURES DE BUREAU DE LIBRAIRIE SCOLAIRES ET MOBILIERS ADMINISTRATIFS SCOLAIRES DES COLLECTIVITES LOCALES  LOT 1 - F01 PAPIER TOUTES IMPRESSIONS (REPROGRAPHIE PHOTO ETC),44000.0,30197630-1,Informatique & bureautique,Appel d'offres ouvert,2023-12-29,21830129900010,,65950183700010,,SIX-FOURS-LES-PLAGES,Ferme
249887122,"Fourniture de rations alimentaires chaudes, froides et consommables nécessaires à la constitution d'une collation: Lot 2: Fourniture de rations alimentaires froides et cons",74000.0,15897100-3,Alimentaire,Procédure adaptée,2023-12-29,28130002000027,,39298581800047,2.0,,Unitaire
202312600,"MDI/2023-126/Lot5/Abonnement, accès en ligne et fourniture de ressources documentaires numériques pour le Département de l'Isère et la Ville de Grenoble",320000.0,30211300-4,Informatique & bureautique,Appel d'offres ouvert,2023-12-29,22380001200013,,43232728600022,,GRENOBLE,Ferme
2024002000000000,Fourniture de locaux et de repas pour la restauration scolaire du site de SEMUR Rempart,162144.0,15894200-3,Alimentaire,Procédure adaptée,2023-12-29,20007101700095,,77825876400019,,Semur-en-Auxois,Révisable
2023A2401100,MAINT VERIF PEIRODIQUES SYST DETECT. INCENDIE,70000.0,31625100-4,Matériel électrique,Procédure adaptée,2023-12-29,44078435300011,,52318138600021,,METZ,Révisable
2024072500,24M02 GAULOYS ESTEVE PHARMACEUTICALS-CSP,586740.02,33000000-0,Matériel médical,Appel d'offres ouvert,2023-12-29,26690025700046,,49284635700043,,Rhone,Révisable
249938293,"Accord-cadre a bons de commandes pour les travaux sur les reseaux d'interphonie, de controle d'acces et videosurveillance sur le patrimoine de flandre opale habitat: Lot 3 : INTERPHONIE et#8211, CONTROLE Det#8217,ACCES et#8211, TERRITOIRE LITTORAL",40279.0,32360000-4,Télécommunications,Procédure adaptée,2023-12-29,61682020500154,,38878492800193,2.0,,Forfaitaire
2024071700,24M02 GAULOYS CORREVIO_CSP,879459.0,33000000-0,Matériel médical,Appel d'offres ouvert,2023-12-29,26690025700046,,85720052100022,,Rhone,Révisable
202312400,"MDI/2023-124/Lot3/Abonnement, accès en ligne et fourniture de ressources documentaires numériques pour le Département de l'Isère et la Ville de Grenoble",100000.0,30211300-4,Informatique & bureautique,Marché négocié sans publicité ni mise en concurrence préalable,2023-12-29,22380001200013,,33132078800028,,GRENOBLE,Ferme
202313200,"MDI/2023-132/Lot11/Abonnement, accès en ligne et fourniture de ressources documentaires numériques pour le Département de l'Isère et la Ville de Grenoble",160000.0,30211300-4,Informatique & bureautique,Appel d'offres ouvert,2023-12-29,22380001200013,,49334147300079,,GRENOBLE,Ferme
202398753700,MERSCOPE -Technologie MERFISH,232226.0,38510000-3,Instruments de mesure,Marché passé sans publicité ni mise en concurrence préalable,2023-12-29,77574110100031,,,,GUSTAVE ROUSSY,Ferme et actualisable
2023L01200,TRAVAUX REALISATION ESPACE SANTE SIMONE VEIL LOT 3 COURANTS FORT ET FAIBLES - SSI,66458.14,44115800-7,Matériaux de construction,Procédure adaptée,2023-12-29,21130117100016,,81800844300033,,13127,Ferme
202323EXP0230000,FOURNITURE DE FIL RECUIT POUR PRESSE A BALLES,480000.0,44531700-8,Matériaux de construction,Appel d'offres ouvert,2023-12-29,45337299700016,,,,CATUS,Révisable
2023IMENAGE01,Matériel de Nettoyage,43401.5,39713410-0,Mobilier & ménager,Procédure adaptée,2023-12-29,21770482400010,,53257857200028,,Varennes-sur-Seine,Ferme
202423000650100,FOURNITURE & POSE DE MOBILIER D'AMENAGEMENT CONSERVATOIRE KB,115357.21,39130000-2,Mobilier & ménager,Procédure adaptée,2023-12-29,20005801400016,,39952875100049,,ORLY,Ferme
202322N0823-0000,DP-FOURNITURES ET POSE DE COMPTEURS VELOS ET DE TOTEMS D'AFFICHAGE,480000.0,38550000-5,Instruments de mesure,Appel d'offres ouvert,2023-12-29,20003019500115,,47762777200023,,NICE CEDEX 4,Révisable
2023PA23170100,FOURNITURE D'OUTILLAGE A MAINS ET DE CONSOMMABLES - LOT N°1 - OUTILLAGE POLYVALENT,72000.0,44512000-2,Matériaux de construction,Procédure adaptée,2023-12-29,21310069600011,,66850296600041,,BLAGNAC,Ferme
20232304300,Fourniture gestion livraison de titres restaurants - Titres restaurant dématérialisé SPV,1920000.0,30199770-8,Informatique & bureautique,Appel d'offres ouvert,2023-12-29,28974011000019,,64204436600242,,ST DENIS,Révisable
2024071501,24M02 GAULOYS MEDIPHA SANTE CSP LOT 71 AU 01/01/2025,308221.66,33000000-0,Matériel médical,Appel d'offres ouvert,2023-12-29,26690025700046,,85720052100022,,Rhone,Révisable
2024072200,24M02 GAULOYS CELLTRION HEALTHCARE ALLOGA,3512621.98,33000000-0,Matériel médical,Appel d'offres ouvert,2023-12-29,26690025700046,,84965054400034,,Rhone,Révisable
202323150100,FOURNITURES SCOLAIRES ET ADMINISTRATIVES - LOT 1 FOURNITURES SCOLAIRES ET MATÉRIELS POUR LES ACTIVITÉS MANUELLES (HORS PETITE ENFANCE),150000.0,39162110-9,Mobilier & ménager,Procédure adaptée,2023-12-28,21760451100014,,40149482800023,,MONT-SAINT-AIGNAN,Révisable
2023070100000000,LOT 1 PRODUITS D'ENTRETIEN,40000.0,39830000-9,Mobilier & ménager,Procédure adaptée,2023-12-28,21060108400010,,41306933700041,,La Roquette-sur-Siagne,Ferme et actualisable
20232024F0001800,"Fournitures de denrées alimentaires et fournitures diverses pour la commune de Theix-Noyalo - Viandes fraîches de bœuf, veau, agneau bio",4000.0,15110000-2,Alimentaire,Appel d'offres ouvert,2023-12-28,20005595200010,,32231483200021,,(56) Morbihan,
20232024F0001000,"Fournitures de denrées alimentaires et fournitures diverses pour la commune de Theix-Noyalo - Bases culinaires, épices, préparations et ingrédients",7000.0,15893100-5,Alimentaire,Appel d'offres ouvert,2023-12-28,20005595200010,,33187698700024,,(56) Morbihan,
202306090827G00,TVX CONSTRUCTION MAISON HABITAT LOT07,49193.51,44316500-3,Matériaux de construction,Appel d'offres ouvert,2023-12-28,24440064400013,,89365952400027,,SAINT-NAZAIRE,Révisable
20232319010000,"TRVX RENOUVELLEMENT RESEAUX EAUX POTABLE, USEES, PLUVIALES",1090439.2,44162500-8,Matériaux de construction,Procédure adaptée,2023-12-28,21370156800015,,42134004300072,,MONTLOUIS SUR LOIRE,Ferme
2023X14900,ABONNEMENT 2024-2026 A UNE PLATEFORME NUMERIQUE DU RESEAU DE LA MEDIATHEQUE DEPARTEMENTALE (AVEC PARTICIPATION FINANCIERE DE PLUSIEURS COMMUNES ET EPCI),175000.0,48161000-4,Logiciels,Marché négocié sans publicité ni mise en concurrence préalable,2023-12-28,22880001700011,,34841061400021,,LES VOSGES,Ferme
20232024F0002800,Fournitures de denrées alimentaires et fournitures diverses pour la commune de Theix-Noyalo - Viandes fraîches de porc conventionnelles et labellisées,11000.0,15113000-3,Alimentaire,Appel d'offres ouvert,2023-12-28,20005595200010,,31680701500706,,(56) Morbihan,
2023C3F09128AU00,FOURNITURE DENRÉES ALIMENTAIRES :  LOT 28 EAUX GELIFIEES,80000.0,15880000-0,Alimentaire,Appel d'offres ouvert,2023-12-28,26870853400014,,40302939000065,,CCAS LIMOGES,Révisable
202330394100,ACHAT LOCATION AUTOLAVEUSE ET MONOBROSSE,90000.0,39713410-0,Mobilier & ménager,Procédure adaptée,2023-12-28,24250036100017,,32328624500051,,Département du Doubs,Ferme
20232023-13-200,Lot 2- Achat,40000.0,35113400-3,Sécurité & défense,Procédure adaptée,2023-12-28,20006702300016,,32997932200032,,COUTANCES,Révisable
2024069900,24M02 GAULOYS VIATRIS SANTE,551523.89,33000000-0,Matériel médical,Appel d'offres ouvert,2023-12-28,26690025700046,,39929538500070,,Rhone,Révisable
20232023F0003800,Fournitures de denrées alimentaires et fournitures diverses pour la commune de Theix-Noyalo - Fruits et légumes frais conventionnels,43000.0,15300000-1,Alimentaire,Appel d'offres ouvert,2023-12-28,20005595200010,,80853384800012,,(56) Morbihan,
20232024F0002600,Fournitures de denrées alimentaires et fournitures diverses pour la commune de Theix-Noyalo - Viandes fraîches de porc conventionnelles et labellisées,11000.0,15113000-3,Alimentaire,Appel d'offres ouvert,2023-12-28,20005595200010,,86550051600238,,(56) Morbihan,
20232024F0002300,Fournitures de denrées alimentaires et fournitures diverses pour la commune de Theix-Noyalo - Viandes fraîches de porc bio,2000.0,15113000-3,Alimentaire,Appel d'offres ouvert,2023-12-28,20005595200010,,86550051600238,,(56) Morbihan,
2023V23F0080300,FRN PDT ENTRETIEN LT3 ESSUYAGE ET HYGIENE,73333.32,39830000-9,Mobilier & ménager,Procédure adaptée,2023-12-28,21680154800019,,34391449500027,,ILLZACH CEDEX,Révisable
20232023F0003900,Fournitures de denrées alimentaires et fournitures diverses pour la commune de Theix-Noyalo - Fruits et légumes frais conventionnels,43000.0,15300000-1,Alimentaire,Appel d'offres ouvert,2023-12-28,20005595200010,,80480955600017,,(56) Morbihan,
20232024F0001900,"Fournitures de denrées alimentaires et fournitures diverses pour la commune de Theix-Noyalo - Viandes fraîches de bœuf, veau, agneau bio",4000.0,15110000-2,Alimentaire,Appel d'offres ouvert,2023-12-28,20005595200010,,50851378500123,,(56) Morbihan,
20232024F0000700,Fournitures de denrées alimentaires et fournitures diverses pour la commune de Theix-Noyalo - Produits d'épicerie générique conventionnelle,99000.0,15800000-6,Alimentaire,Appel d'offres ouvert,2023-12-28,20005595200010,,43392733200265,,(56) Morbihan,
20232024F0003500,Fournitures de denrées alimentaires et fournitures diverses pour la commune de Theix-Noyalo - Produits d'entretien courant et articles de droguerie,5000.0,39830000-9,Mobilier & ménager,Appel d'offres ouvert,2023-12-28,20005595200010,,50315165600033,,(56) Morbihan,
20232024F0001100,"Fournitures de denrées alimentaires et fournitures diverses pour la commune de Theix-Noyalo - Produits laitiers, beurre, œufs, fromages",85000.0,15550000-8,Alimentaire,Appel d'offres ouvert,2023-12-28,20005595200010,,43392733200265,,(56) Morbihan,
20232024F0002100,"Fournitures de denrées alimentaires et fournitures diverses pour la commune de Theix-Noyalo - Viandes fraîches de bœuf, veau, agneau conventionnelles et labellisées",48000.0,15110000-2,Alimentaire,Appel d'offres ouvert,2023-12-28,20005595200010,,32231483200021,,(56) Morbihan,
2023A13L1000,MATERIAUX DE VOIRIE,200000.0,44111000-1,Matériaux de construction,Appel d'offres ouvert,2023-12-28,21930078700013,,80243477900038,,VILLEPINTE,Révisable
2024240200,ACHAT ET MAINTENANCE DE VIDEO-PROJECTEURS INTERACTIFS (VP) POUR LES ECOLES DE LA VILLE DE BOUGUENAIS,135000.0,38652120-7,Instruments de mesure,Procédure adaptée,2023-12-28,21440020200013,,35009370400657,5.0,,Unitaire
20232023F0003600,Fournitures de denrées alimentaires et fournitures diverses pour la commune de Theix-Noyalo - Fruits et légumes frais bio,29000.0,15300000-1,Alimentaire,Appel d'offres ouvert,2023-12-28,20005595200010,,32954199900010,,(56) Morbihan,
20232024F0000900,"Fournitures de denrées alimentaires et fournitures diverses pour la commune de Theix-Noyalo - Bases culinaires, épices, préparations et ingrédients",7000.0,15893100-5,Alimentaire,Appel d'offres ouvert,2023-12-28,20005595200010,,38239726300031,,(56) Morbihan,
20232024F0000300,Fournitures de denrées alimentaires et fournitures diverses pour la commune de Theix-Noyalo - Produits alimentaires surgelés conventionnels,58000.0,15896000-5,Alimentaire,Appel d'offres ouvert,2023-12-28,20005595200010,,31680701500706,,(56) Morbihan,
2023TX0011-100,PITHIVIERS_LOT 01 EAU POTABLE_REQUALIFICATION RUE CAPITAINE GIRY,96126.2,44162500-8,Matériaux de construction,Procédure adaptée,2023-12-28,20006628000096,,32933888305004,,PITHIVIERS-LE-VIEIL,Révisable
202323150200,FOURNITURES SCOLAIRES ET ADMINISTRATIVES - LOT 1 FOURNITURES SCOLAIRES ET MATÉRIELS POUR LES ACTIVITÉS MANUELLES (HORS PETITE ENFANCE),150000.0,39162110-9,Mobilier & ménager,Procédure adaptée,2023-12-28,21760451100014,,38498856400025,,MONT-SAINT-AIGNAN,Révisable
20237420231200,74202312  LOT 1 : ACHAT D?UN VEHICULE ISOTHERME NEUF,44698.93,34144700-5,Transport & véhicules,Procédure adaptée,2023-12-28,21130039700018,,47991657900010,,FOS SUR MER CEDEX,Ferme
202423SAB12LT100,2024-2027 FOURNITURE TENUE TRAVAIL HAUTE VISIBILITE,600000.0,18410000-6,Vêtements,Procédure adaptée,2023-12-28,21720264700012,,33990152200047,,SABLE SUR SARTHE,Révisable
20232023F0003000,Fournitures de denrées alimentaires et fournitures diverses pour la commune de Theix-Noyalo - Produits de la mer frais,60000.0,15200000-0,Alimentaire,Appel d'offres ouvert,2023-12-28,20005595200010,,34965524100025,,(56) Morbihan,
20232023F0003500,Fournitures de denrées alimentaires et fournitures diverses pour la commune de Theix-Noyalo - Fruits et légumes frais bio,29000.0,15300000-1,Alimentaire,Appel d'offres ouvert,2023-12-28,20005595200010,,80853384800012,,(56) Morbihan,
20232023F0002800,Fournitures de denrées alimentaires et fournitures diverses pour la commune de Theix-Noyalo - Produits de la mer frais,60000.0,15200000-0,Alimentaire,Appel d'offres ouvert,2023-12-28,20005595200010,,55204499202614,,(56) Morbihan,
