id,objet,montant,codecpv,categorie_cpv,procedure,datenotification,acheteur_id,acheteur_nom,titulaire_siret,offres_recues,lieu,formeprix
2024240400,Fourniture de matériels compatibles avec le système de clés électroniques pour la Ville de Bouguenais,160000.0,44520000-1,Matériaux de construction,Procédure adaptée,2023-12-26,21440020200013,,32968134000173,1.0,,Unitaire
2023-08RS00,"LOT no1 : FOURNITURE ET LIVRAISON DE REPAS CUISINES EN LIAISON FROIDE POUR LA RESTAURATION SCOLAIRE, L'ACCUEIL DE LOISIRS, LES MINIS-CAMPS, L'ACTIVITE JEUNESSE",200000.0,15800000-6,Alimentaire,Appel d'offres ouvert,2023-12-26,21600577700018,,42287321600010,,Saint-Leu-d'Esserent,Révisable
243212,Fourniture de spécialités pharmaceutiques - relance de lots au profit des adhérents du GCS GRAPS Grand Est lot 13432,4652.0,33600000-6,Matériel médical,Appel d'offres ouvert,2023-12-26,13002682600011,,88923826700054,36.0,,Unitaire
2024320300,Fourniture de spécialités pharmaceutiques - relance de lots au profit des adhérents du GCS GRAPS Grand Est lot 3442,593860.0,33600000-6,Matériel médical,Appel d'offres ouvert,2023-12-26,13002682600011,,56205085600235,,GRAND EST,Révisable
243210,Fourniture de spécialités pharmaceutiques - relance de lots au profit des adhérents du GCS GRAPS Grand Est lot 1220,118046.0,33600000-6,Matériel médical,Appel d'offres ouvert,2023-12-26,13002682600011,,44097551400025,36.0,,Unitaire
202398715600,"Fourniture de spécialités pharmaceutiques au profit des adhérents du GCS GRAPS Grand Est - marchés négociés lots 920, 923 et 927",272392.0,33600000-6,Matériel médical,Appel d'offres ouvert,2023-12-26,13002682600011,,80006635900012,,GRAND EST,Révisable
20231200,Acquisition de droits d'utilisation et installation d'un logiciel auprès du service finances pour le traitement de la gestion financière de la commune de SAINT ETIENNE DE MONTLUC,88840.0,48000000-8,Logiciels,Procédure adaptée,2023-12-26,21440158000011,,30516304000119,,SAINT-ETIENNE-DE-MONTLUC,Ferme
2024M-2023-08900,LOT 9 - CHAUFFAGE VENTILATION RAFRAICHISSEMENT SANITAIRES,640052.39,44115800-7,Matériaux de construction,Procédure adaptée,2023-12-26,28741201900021,,34400116900020,,Annecy,Ferme et actualisable
243213,Fourniture de spécialités pharmaceutiques - relance de lots au profit des adhérents du GCS GRAPS Grand Est lot 5792,8656.0,33600000-6,Matériel médical,Appel d'offres ouvert,2023-12-26,13002682600011,,32611850200201,36.0,,Unitaire
243202,Fourniture de spécialités pharmaceutiques - relance de lots au profit des adhérents du GCS GRAPS Grand Est lot 12101,10896.0,33600000-6,Matériel médical,Appel d'offres ouvert,2023-12-26,13002682600011,,43394448500021,36.0,,Unitaire
20230520100,FOURNITURES DE TENUES DE SERVICE ET D'INTERVENTION,831168.0,18100000-0,Vêtements,Appel d'offres ouvert,2023-12-26,28910099200030,,80184942300018,,ESSONNE,Révisable
2023160100,ACQUISITION D'UN POIDS LOURD D'OCCASION,70000.0,34140000-0,Transport & véhicules,Procédure adaptée,2023-12-26,21910521000013,,39056913500036,,RIS-ORANGIS,Ferme
20232318800,Fourniture de composteurs individuels en bois,1500000.0,44613800-8,Matériaux de construction,Appel d'offres ouvert,2023-12-26,20005561400057,,62708017900013,7.0,,Mixte
2023302778CU00,ACHAT DE LIVRES NON SCOLAIRES ET PRESTATIONS DE SERVICE ASSOCIEES POUR LE DEPARTEMENT DE VAUCLUSE : LOT N°5 BANDES DESSINEES (ADULTE ET JEUNESSE) POUR LA CENTRALE DU SERVICE LIVRE ET LECTURE A SORGUES,48000.0,22113000-5,Imprimés,Appel d'offres ouvert,2023-12-26,22840001600017,,43332028000038,,Département de Vaucluse,Ferme
2023M23032600,MS4 AU LOT 13,137520.0,48000000-8,Logiciels,Marché négocié sans publicité ni mise en concurrence préalable,2023-12-26,21974011500015,,44212391500039,,SAINT-DENIS,Ferme
202320230940000,LOCATION ET ENTRETIEN DE 3 VÉHICULES FRIGORIFIQUES 23CAS03,107460.0,34114000-9,Transport & véhicules,Procédure adaptée,2023-12-26,26580194400041,,30057104900018,,NEVERS,Révisable
2024IECOLELOT300,"Construction de l'École Élémentaire de la Grande Garennes - LOT 3 : CLOISON - DOUBLAGE - FAUX PLAFOND, MENUISERIE INTÉRIEURE",269488.8,44112300-1,Matériaux de construction,Procédure adaptée,2023-12-26,21770482400010,,95720213800013,,Varennes-sur-Seine,Ferme et actualisable
202314A00,TX aménagement OTI HOURTIN LOT1 Mobilier,57685.52,44115800-7,Matériaux de construction,Procédure adaptée,2023-12-26,20007072000012,,31688131700028,,HOURTIN,Ferme
202300200,Gestion de la restauration scolaire et municipale,480997.16,38343000-1,Instruments de mesure,Appel d'offres ouvert,2023-12-26,21620201000064,,47718101000729,,Camiers,Ferme et actualisable
243231,Fourniture de spécialités pharmaceutiques au profit des adhérents du GCS GRAPS Grand Est - marchés négociés lot 1413,620172.0,33600000-6,Matériel médical,Marché passé sans publicité ni mise en concurrence préalable,2023-12-26,13002682600011,,42434701100076,1.0,,Unitaire
243203,Fourniture de spécialités pharmaceutiques - relance de lots au profit des adhérents du GCS GRAPS Grand Est lot 3442,593860.0,33600000-6,Matériel médical,Appel d'offres ouvert,2023-12-26,13002682600011,,56205085600235,36.0,,Unitaire
202423010800,ACHAT ET MAINTENANCE DEFRIBRILLATEURS,51787.75,33182100-0,Matériel médical,Appel d'offres ouvert,2023-12-26,20004024400010,,43244316600041,,BRESSUIRE,Ferme
202324101300,"Fourniture, collecte, traitement, élimination : DASRI, CYTOTOXIQUES, PAOH, DMIA: Lot 3: Fourniture de petits collecteur",62588.0,34928480-6,Transport & véhicules,Appel d'offres ouvert,2023-12-26,20003978200012,,85720088500278,,GHT Coeur Grand Est,Révisable
20232024F0000100,"GROUPEMENT DE COMMANDES - FOURNITURE DE PAPIER, MATERIELS ET CONSOMMABLES DE BUREAU ET FOURNITURES SCOLAIRES - RAMETTE DE PAPIER",240000.0,30197642-8,Informatique & bureautique,Appel d'offres ouvert,2023-12-26,21290103700011,,44455346500014,,(29) Finistère,Révisable
20232609L400,LOT 4 CHARPENTE METALLIQUE - METALLERIE - SERRUERIE,54900.0,44230000-1,Matériaux de construction,Procédure adaptée,2023-12-26,21850004900018,,50991089900020,,Angles,Ferme
202323OM0020200,FOURNITURE D UNE BENNE,510725.9,34144511-3,Transport & véhicules,Appel d'offres ouvert,2023-12-26,24850053000139,,50242454200046,,LES ACHARDS,Ferme
2023302775CU00,ACHAT DE LIVRES NON SCOLAIRES ET PRESTATIONS DE SERVICE ASSOCIEES POUR LE DEPARTEMENT DE VAUCLUSE : LOT N°2 OUVRAGES DE FICTION ET DOCUMENTAIRES ADULTES POUR L'ANNEXE DU SERVICE LIVRE ET LECTURE A CADENET,170000.0,22113000-5,Imprimés,Appel d'offres ouvert,2023-12-26,22840001600017,,34097717200022,,Département de Vaucluse,Ferme
20232023060800,Fourniture de matériels électriques,1440000.0,31600000-2,Matériel électrique,Appel d'offres ouvert,2023-12-26,21260235300014,,82448465300012,,PIERRELATTE,Ferme
202398725700,Fourniture de spécialités pharmaceutiques - relance de lots au profit des adhérents du GCS GRAPS Grand Est lot 91,4321.0,33600000-6,Matériel médical,Appel d'offres ouvert,2023-12-26,13002682600011,,81748313400026,,GRAND EST,Révisable
2023192200,PATES FRAICHES,88000.0,15000000-8,Alimentaire,Appel d'offres ouvert,2023-12-26,21310157900018,,32167433500013,,CUGNAUX,Révisable
2023302777CU00,ACHAT DE LIVRES NON SCOLAIRES ET PRESTATIONS DE SERVICE ASSOCIEES POUR LE DEPARTEMENT DE VAUCLUSE : LOT N°4 LITTERATURE JEUNESSE (FICTION ET DOCUMENTAIRES) POUR L'ANNEXE DU SERVICE LIVRE ET LECTURE A CADENET,68000.0,22113000-5,Imprimés,Appel d'offres ouvert,2023-12-26,22840001600017,,37751304900017,,Département de Vaucluse,Ferme
2023302776CU00,ACHAT DE LIVRES NON SCOLAIRES ET PRESTATIONS DE SERVICE ASSOCIEES POUR LE DEPARTEMENT DE VAUCLUSE : LOT N°3 LITTERATURE JEUNESSE (FICTION ET DOCUMENTAIRES) POUR LA CENTRALE DU SERVICE LIVRE ET LECTURE A SORGUES,170000.0,22113000-5,Imprimés,Appel d'offres ouvert,2023-12-26,22840001600017,,37751304900017,,Département de Vaucluse,Ferme
202398724100,Fourniture de spécialités pharmaceutiques - relance de lots au profit des adhérents du GCS GRAPS Grand Est lot 1220,118046.0,33600000-6,Matériel médical,Appel d'offres ouvert,2023-12-26,13002682600011,,44097551400025,,GRAND EST,Révisable
2024322000,Fourniture de dispositifs médicaux d'équipements de protection individuelle en vinyl et d'articles de conditionnement en stérilisation - relance de lots - lots 206 et 207,43018.0,33600000-6,Matériel médical,Appel d'offres ouvert,2023-12-26,13002682600011,,32171684700025,,GRAND EST,Ferme
20232023F0007300,"Fourniture et livraison de véhicules neufs de moins de 3.5 tonnes pour les services techniques de la Ville de Quimper - Véhicules légers segment B, C et ludospace 4 ou 5 places",87438.3,34144900-7,Transport & véhicules,Appel d'offres ouvert,2023-12-26,21290232400012,,33862176600017,,(29) Finistère,Ferme
243206,Fourniture de spécialités pharmaceutiques - relance de lots au profit des adhérents du GCS GRAPS Grand Est lot 689,110285.0,33600000-6,Matériel médical,Appel d'offres ouvert,2023-12-26,13002682600011,,52926101800038,36.0,,Unitaire
243204,Fourniture de spécialités pharmaceutiques - relance de lots au profit des adhérents du GCS GRAPS Grand Est lot 1124,19094.0,33600000-6,Matériel médical,Appel d'offres ouvert,2023-12-26,13002682600011,,40511359800032,36.0,,Unitaire
243215,"Fourniture de spécialités pharmaceutiques - relance de lots au profit des adhérents du GCS GRAPS Grand Est lots 189, 1765",408266.0,33600000-6,Matériel médical,Appel d'offres ouvert,2023-12-26,13002682600011,,40197247600063,36.0,,Unitaire
202324101100,"Fourniture, collecte, traitement, élimination : DASRI, CYTOTOXIQUES, PAOH, DMIA: Lot 1: Fourniture de sacs DASRI jaune",110776.0,34928480-6,Transport & véhicules,Appel d'offres ouvert,2023-12-26,20003978200012,,44030355000154,,GHT Coeur Grand Est,Révisable
202398716900,Fourniture de spécialités pharmaceutiques au profit des adhérents du GCS GRAPS Grand Est - marchés négociés lot 97,87059.0,33600000-6,Matériel médical,Marché passé sans publicité ni mise en concurrence préalable,2023-12-26,13002682600011,,81058510900020,,GRAND EST,Révisable
2024321900,Fourniture de dispositifs médicaux d'équipements de protection individuelle en vinyl et d'articles de conditionnement en stérilisation - relance de lots - lot 71,344733.0,33600000-6,Matériel médical,Appel d'offres ouvert,2023-12-26,13002682600011,,37050014200051,,GRAND EST,Ferme
2023140A00,FOURNITURE ET LIVRAISON DE PIECES DETACHEES POUR VEHICULES DU CD NOREMAT LOT11,90000.0,34300000-0,Transport & véhicules,Appel d'offres ouvert,2023-12-26,22390001000362,,32221367900036,,DEPARTEMENT DU JURA,Ferme
202324101400,"Fourniture, collecte, traitement, élimination : DASRI, CYTOTOXIQUES, PAOH, DMIA: Lot 4: Fourniture de grands collecteur",166866.0,34928480-6,Transport & véhicules,Appel d'offres ouvert,2023-12-26,20003978200012,,85720088500278,,GHT Coeur Grand Est,Révisable
2024323100,Fourniture de spécialités pharmaceutiques au profit des adhérents du GCS GRAPS Grand Est - marchés négociés lot 1413,620172.0,33600000-6,Matériel médical,Marché passé sans publicité ni mise en concurrence préalable,2023-12-26,13002682600011,,42434701100076,,GRAND EST,Révisable
2024320100,Fourniture de spécialités pharmaceutiques - relance de lots au profit des adhérents du GCS GRAPS Grand Est lot 3441,1827.0,33600000-6,Matériel médical,Appel d'offres ouvert,2023-12-26,13002682600011,,44780021000018,,GRAND EST,Révisable
20232317000,ACQUISITION ET INSTALLATION DE COMMUTATEURS RESEAU POE - SIEGE CINOR,67670.0,32400000-7,Télécommunications,Procédure adaptée,2023-12-26,24974011900063,,38012986615475,,SAINTE-CLOTILDE CEDEX,Ferme
202305200,FOURNITURE DE TENUES DE SERVICE D'INTERVENTION TSI,1039000.0,18100000-0,Vêtements,Appel d'offres ouvert,2023-12-26,28770831700014,,80184942300018,,SEINE-ET-MARNE,Ferme
2373100,Hp 1523/1522 et#8211; la gorgue et#8211; rehabilitation energetique et travaux de forage  - 20 logements collectifs et 17 logements individuels: Lot 3 : Chauffage,816893.0,44115220-7,Matériaux de construction,Procédure adaptée,2023-12-26,61682020500154,,51069673500032,2.0,,Forfaitaire
23020200,Achat de véhicules de service urbains écologiques,99500.0,34144900-7,Transport & véhicules,Marché passé sans publicité ni mise en concurrence préalable,2023-12-26,20005340300057,,88750249000014,1.0,,Unitaire
202323A06700100,ACQUISITION DE VAISSSELLE ET ARTICLES POUR LA CUISINE ET LA TABLE,60000.0,39221110-1,Mobilier & ménager,Procédure adaptée,2023-12-26,21060004500012,,42446088900019,,ANTIBES,Ferme
202320230165-P00,REHABILITATION DU SYSTEME D'EVACUATION DES EAUX PLUVIALES DE LA MAIRIE ANNEXE KAWENI,59900.0,33711100-8,Matériel médical,Marché négocié sans publicité ni mise en concurrence préalable,2023-12-26,20000883700011,,2407552500014,,MAMOUDZOU,Ferme
243211,"Fourniture de spécialités pharmaceutiques - relance de lots au profit des adhérents du GCS GRAPS Grand Est lots 47,73,74,80,633 et 1235",1512739.0,33600000-6,Matériel médical,Appel d'offres ouvert,2023-12-26,13002682600011,,55201968900066,36.0,,Unitaire
2024320900,Fourniture de spécialités pharmaceutiques - relance de lots au profit des adhérents du GCS GRAPS Grand Est lot 10192,1045760.0,33600000-6,Matériel médical,Appel d'offres ouvert,2023-12-26,13002682600011,,53064104200029,,GRAND EST,Révisable
2024321800,"Fourniture de spécialités pharmaceutiques - relance de lots au profit des adhérents du GCS GRAPS Grand Est lots 5791, 6981 et 6982",1444873.0,33600000-6,Matériel médical,Appel d'offres ouvert,2023-12-26,13002682600011,,39929538500070,,GRAND EST,Révisable
20232021IBP1600,CONCOURS MO CONSTRUCTION MEDIATHEQUE,429448.15,39122200-5,Mobilier & ménager,Procédure concurrentielle avec négociation,2023-12-26,21440135800095,,85265984600012,,LE POULIGUEN,Révisable
24988763,"Acquisition, intégration et maintenance d'une solution logicielle de rapprochement de l'offre et de la demande de logements locatifs",241350.0,48000000-8,Logiciels,Appel d'offres ouvert,2023-12-25,61205059100082,,75336986700035,4.0,,Forfaitaire
20230300,ACQUISITION CHARGEUSE ET REPRISE,73250.0,34100000-8,Transport & véhicules,Procédure adaptée,2023-12-25,21730132400018,,40490704000012,,Hauteluce,Ferme
2024EH2024-03A00,LOT No1- FOURNITURE ET LIVRAISON DES PETITS DISPOSITIFS MEDICAUX,40000.0,33140000-3,Matériel médical,Procédure adaptée,2023-12-25,26830251000022,,30563503900194,,Puget-sur-Argens,Ferme
2024M-2023-0500,"LOCATION, INSTALLATION et MAINTENANCE DE COPIEURS MULTIFONCTIONS CONNECTES",41666.66,30121100-4,Informatique & bureautique,Procédure adaptée,2023-12-24,28741201900021,,33332163600586,,Annecy,Ferme et actualisable
20232023F0006800,Fourniture de boissons pour la ville et le CCAS - Boissons en gros,140000.0,15982000-5,Alimentaire,Procédure adaptée,2023-12-23,21220113100019,,30931848300208,,(22) Côtes-d'Armor,Ferme et actualisable
20232023004200,ACQUISITION BALAYEUSE ASPIRATRICE 2M3 OCCASION,85526.0,34144431-8,Transport & véhicules,Procédure adaptée,2023-12-23,21220113100019,,33218581800017,,LANNION,Ferme
20232023F0007000,Fourniture de boissons pour la ville et le CCAS - Cidres et jus de pomme bio en circuit court,26000.0,15910000-0,Alimentaire,Procédure adaptée,2023-12-23,21220113100019,,82010665600011,,(22) Côtes-d'Armor,Ferme et actualisable
20232023088-100,"Maintenance BPU bornes escamotable,des barrières levantes et des poutres levantes motorisées",110000.0,31224500-7,Matériel électrique,Procédure adaptée,2023-12-23,21930029000018,,57207890500021,,DRANCY,Révisable
20232023F0006900,Fourniture de boissons pour la ville et le CCAS - Vins et pétillants,20000.0,15982000-5,Alimentaire,Procédure adaptée,2023-12-23,21220113100019,,30931848300208,,(22) Côtes-d'Armor,Ferme et actualisable
202323280300,TVX AMENAG SQ LANNOY BISSY/BLV THEATRE/QUARTIERS CENTRE VILLE LOT 3 ELECTRICITE/ECLAIRAGE,127934.8,34990000-3,Transport & véhicules,Appel d'offres ouvert,2023-12-22,21730065600014,,51302782100018,,Commune de Chambéry,Révisable
2023027000,FOURNITURE TITRE RESTAURANT ET CHEQUES AIDE PERSONNALISE,400000.0,30199770-8,Informatique & bureautique,Appel d'offres ouvert,2023-12-22,20005688500011,,39336513500358,,MANCHE,Ferme
202323CPETRO2700,Fourniture de carburant auprès d'un pétrolier,600000.0,30163100-0,Informatique & bureautique,Appel d'offres ouvert,2023-12-22,28880001400020,,53168044500024,,GOLBEY,Ferme
20232023F0006000,"Achat de pièces de rechange VL-VU et achat de pièces de rechange et/ou réparations pour camions, tracteurs, débrousailleuses, porte-outils, chargeuses et pelles - Achat et livraison de pièces de rechange d'origine et/ou réparations de chargeuses et pelles",160000.0,34300000-0,Transport & véhicules,Appel d'offres ouvert,2023-12-22,22290001100016,,33212303300018,,(29) Finistère,Ferme
202319500,Acquisition d'équipements de montagne: Lot 3: Matériel de sécurité avalanche,24000.0,34928330-0,Transport & véhicules,Appel d'offres ouvert,2023-12-22,28741020300015,,49483016900020,,Annecy,Ferme
20232023F0003200,Acquisition et livraison de conteneurs aériens destinés à la collecte sélective des ordures ménagères,129617.0,44613800-8,Matériaux de construction,Procédure adaptée,2023-12-22,20002702700016,,41055382000037,,(56) Morbihan,Révisable
20220922105100,FOURNITURE AUTOBUS ARTICULES ELECTRIQUES,120000000.0,34144910-0,Transport & véhicules,Marché négocié sans publicité ni mise en concurrence préalable,2023-12-22,24440064400013,,41968381800027,,SAINT JOACHIM,Ferme
202304100,"fourniture, réparation et autres prestations de pneumatiques neufs et rechapés pour les poids lourds",45000.0,34352100-0,Transport & véhicules,Appel d'offres ouvert,2023-12-22,20004027700010,,39447903400164,,DREUX,Révisable
202412TU00,202312 ACQUISITION CAMION ORDURES MENAGERES D'OCCASION,110000.0,34144511-3,Transport & véhicules,Procédure adaptée,2023-12-22,24010061000080,,43359903200045,,MONTLUEL,Ferme
2023C3F09104AU00,LOT 4 VIANDE FRAICHE DE PORC SAUCISSERIE ET JAMBON,240000.0,15113000-3,Alimentaire,Appel d'offres ouvert,2023-12-22,26870853400014,,33159575100032,,CCAS LIMOGES,Révisable
2023190300,CHARCUTERIE,92000.0,15000000-8,Alimentaire,Appel d'offres ouvert,2023-12-22,21310157900018,,38500623400285,,CUGNAUX,Révisable
2023M23031400,MS4 AU LOT 2,106209.31,48000000-8,Logiciels,Marché négocié sans publicité ni mise en concurrence préalable,2023-12-22,21974011500015,,75580064600373,,SAINT-DENIS,Ferme
2023176001,AO MARCHE DE FOURNITURES ET MAINTENANCE DES EQUIPEMENTS DE RADIOCOMMUNICATIONS DU CHU DE TOULOUSE,600000.0,32000000-3,Télécommunications,Appel d'offres ouvert,2023-12-22,26310012500016,,44386676900252,,Occitanie,Révisable
2499066818,Construction d'un groupe scolaire et de salles associatives sur le Parc Mulonnière à Orvault.: Lot 18: EQUIPEMENTS DE CUISINE,148649.0,39221000-7,Mobilier & ménager,Appel d'offres ouvert,2023-12-22,21440114300018,,40911825400039,3.0,,Forfaitaire
202430397900,Fourniture et pose de matériel de réseau informatique pour les parkings et bornes escamotables,298000.0,30236000-2,Informatique & bureautique,Appel d'offres ouvert,2023-12-22,24250036100017,,88968240700024,,Département du Doubs,Ferme
249983051,Acquisition de 5 véhicules pour les besoins de la CIVIS.: Lot 1: Acquisition de véhicule de type Crossover/SUV hybr,42437.0,34110000-1,Transport & véhicules,Procédure adaptée,2023-12-22,24974007700048,,39958274100027,5.0,,Mixte
20230370000,FOURNITURE NACELLE POIDS LOURDS,173510.0,34100000-8,Transport & véhicules,Procédure adaptée,2023-12-22,21140220100019,,39791428400096,,DEAUVILLE,Ferme
2023MG0700,FOURN-LIVRAISON LAVEUSES AUTO EQUIPEES BENNE COLL,1000000.0,34144000-8,Transport & véhicules,Appel d'offres ouvert,2023-12-22,25330661700015,,35105191700034,,SAINT-DENIS-DE-PILE,Révisable
2023M09100,FOURNITURES ADMINISTRATIVES ET INFORMATIQUES,400000.0,30192000-1,Informatique & bureautique,Appel d'offres ouvert,2023-12-22,20008339200015,,52863317500021,,COMMUNE DE LAVAL,Révisable
2024001202,MN MED CUTAQUIG,2250005.0,33600000-6,Matériel médical,Marché négocié sans publicité ni mise en concurrence préalable,2023-12-22,26310012500016,,45132730800024,,Occitanie,Ferme
2023190100,VIANDE PORCINE FRAICHE,200000.0,15000000-8,Alimentaire,Appel d'offres ouvert,2023-12-22,21310157900018,,44986705000022,,CUGNAUX,Révisable
202398634800,Lot n°3 : soclage - travaux d'aménagements pour l'exposition « mondes souterrains » - galerie d'exposition temporaire du musée du louvre-lens: Accord cadre,3170.0,44115800-7,Matériaux de construction,Appel d'offres ouvert,2023-12-22,20002766200028,,43806895900032,,Musée du Louvre-Lens,Ferme
20232023500477,Fourniture et pose d'équipements de cuisines aménagées,360000.0,39141000-2,Mobilier & ménager,Procédure adaptée,2023-12-22,27520003800030,,83171191600021,3.0,,Unitaire
202323CO12701,MISE EN PLACE SOLUTION GDP RÉGIE MARCHÉS,37560.0,48900000-7,Logiciels,Marché négocié sans publicité ni mise en concurrence préalable,2023-12-22,21140366200011,,48125959600023,,LISIEUX,Révisable
2023029100,ACQUISITION ET DEPLOIEMENT DUN SYSTEME DARCHIVAGE ELECTRONIQUE,103995.0,48900000-7,Logiciels,Procédure adaptée,2023-12-22,20005684400018,,49101169800033,,LA MANCHE,Révisable
202319400,Acquisition d'équipements de montagne: Lot 2: Effets chaussants montagne,100000.0,18821000-0,Vêtements,Appel d'offres ouvert,2023-12-22,28741020300015,,62201254000010,,Annecy,Ferme
2023170100,"Acquisition de deux automates de déshydratation , avec prestation d?installation, de mise en service et de formation",214999.0,33000000-0,Matériel médical,Appel d'offres ouvert,2023-12-22,26310012500016,,34282043800030,,Occitanie,Ferme
20232023F0004900,"Achat de pièces de rechange VL-VU et achat de pièces de rechange et/ou réparations pour camions, tracteurs, débrousailleuses, porte-outils, chargeuses et pelles - Achat et livraison de pièces de rechange d'origine et/ou réparations de camions de marque IV",32000.0,34300000-0,Transport & véhicules,Appel d'offres ouvert,2023-12-22,22290001100016,,32662082000240,,(29) Finistère,Ferme
2023-11-050700,Menuiseries intérieures bois,203830.99,44220000-8,Matériaux de construction,Procédure adaptée,2023-12-22,21260191800015,,43587191800023,,MONTBOUCHER SUR JABRON,Ferme et actualisable
2024000023M02400,GSI MAINTENANCE DES PEROPHERIQUES D IMPRESSION SHARP ET DES SOLUTIONS LOGICIELLES ASSOCIEES,120000.0,30232100-5,Informatique & bureautique,Procédure adaptée,2023-12-22,28691200100042,,33332163600586,,RHONE,Révisable
20233800,ACQUISITION EQUIPEMENTS SALLE DE CONFERENCE ET PRESTATIONS ASSOCIES,82235.5,32321200-1,Télécommunications,Appel d'offres ouvert,2023-12-22,20005851900071,,52282190900010,,LE PECQ,Révisable
2023FC04800,INFRASTRUCTURE VIRTUALISEE SYSTEME ALARME SGA/SGO,85425.0,32424000-1,Télécommunications,Procédure adaptée,2023-12-22,28400332400035,,39449277100057,,MONT-DE-MARSAN,Ferme
202323M065600,FOURNITURE D'OBJETS PROMOTIONNELS ECO-RESPONSABLES,1200000.0,39294100-0,Mobilier & ménager,Appel d'offres ouvert,2023-12-22,24310051800170,,91501223100014,,TOULOUSE,Ferme
2022222497-1B00,Lot 1B - Recyclerie - Réemploi de matériaux de 2nd uvre,69334.0,44000000-0,Matériaux de construction,Procédure adaptée,2023-12-22,25700342600059,,88054032300024,,Arc-lès-Gray,Ferme et actualisable
2023191300,FROMAGES BIO,52000.0,15000000-8,Alimentaire,Appel d'offres ouvert,2023-12-22,21310157900018,,38500623400285,,CUGNAUX,Révisable
20232023F0006400,"001_Fourniture, installation et maintenance de bornes de recharge pour véhicules électriques dans les locaux  SemBreizh de Rennes, Saint-Brieuc, Lorient et Brest",76677.16,31224500-7,Matériel électrique,Procédure adaptée,2023-12-22,59920013600241,,38145982500026,,(35) Ille-et-Vilaine,Ferme
202323V052800,FOURNITURE D'OBJETS PROMOTIONNELS ECO-RESPONSABLES,1200000.0,39294100-0,Mobilier & ménager,Appel d'offres ouvert,2023-12-22,21310555400017,,91501223100014,,TOULOUSE,Ferme
2024072902,LA FOURNITURE ET LA LIVRAISON DE FRUITS ET LEGUMES FRAIS ET PRODUITS DE 4EME ET 5EME GAMMES (dupliqué) (dupliqué),6596437.24,15800000-6,Alimentaire,Appel d'offres ouvert,2023-12-22,26690025700046,,97250112600023,,Rhone,Révisable
2023F02900,FOURNITURES DENREES ALIMENTAIRES LOT 1 VOLAILLE,1240000.0,15112000-6,Alimentaire,Appel d'offres ouvert,2023-12-22,22470001300424,,31805516700023,,Département Lot-et-Garonne,Ferme
202317160020000,Accord-cadre à BC et à MS relatif à la fourniture et la livraison de fondants (sel) routiers demi-sec/humide pour la viabilité hivernale pour le Département du Nord Lot 2 : Fourniture de sel en sac de 25 kg,80000.0,34927100-2,Transport & véhicules,Appel d'offres ouvert,2023-12-22,22590001801244,,42473175000057,,LILLE,Révisable
2023190500,VIANDE BOVINE FRAICHE,320000.0,15000000-8,Alimentaire,Appel d'offres ouvert,2023-12-22,21310157900018,,44986705000022,,CUGNAUX,Révisable
202323N0080-BC00,23N0080-BC PART MARCHE A BON DE COMMANDE LOT 1 :ACQUISITION D'AMEUBLEMENTS INTERIEURS,60000.0,39000000-2,Mobilier & ménager,Appel d'offres ouvert,2023-12-22,20003019500115,,34765724900087,,NICE CEDEX 4,Révisable
249907014,Travaux de rénovation de l'église : Le lot 4 concerne des travaux d'électricité et de mise en lumière,15130.0,31527000-6,Matériel électrique,Procédure adaptée,2023-12-22,21130033000019,,5680065901740,2.0,,Forfaitaire
2024CAMION00,CAMION MULTIFONCTION,215880.0,34134200-7,Transport & véhicules,Appel d'offres ouvert,2023-12-22,21740005000019,,79688047400013,,Allinges,Ferme
2023M030200,FOURNITURE SACS DE SPORT SPORT COLLECTIF,50280.0,18932000-1,Vêtements,Procédure adaptée,2023-12-22,22150001000014,,31742730000080,,AURILLAC,Ferme
2023M09100,FOURNITURES ADMINISTRATIVES ET INFORMATIQUES,200000.0,30192000-1,Informatique & bureautique,Appel d'offres ouvert,2023-12-22,26530085500193,,52863317500021,,COMMUNE DE LAVAL,Révisable
2022222497-1300,Lot 13 - Recyclerie - Serrurerie,126132.6,44316500-3,Matériaux de construction,Procédure adaptée,2023-12-22,25700342600059,,45211221200017,,Arc-Les-Gray,Ferme et actualisable
20232023F0004800,"Achat de pièces de rechange VL-VU et achat de pièces de rechange et/ou réparations pour camions, tracteurs, débrousailleuses, porte-outils, chargeuses et pelles - Achat et livraison de pièces de rechange d'origine et/ou réparations de camions de marque RE",540000.0,34300000-0,Transport & véhicules,Appel d'offres ouvert,2023-12-22,22290001100016,,32662082000240,,(29) Finistère,Ferme
202398748400,Travaux de mise en accessibilité de l'école jules ferry à la montagne: Lot 8 : Revêtements de sols-Peinture-Nettoyage,38814.0,44810000-1,Matériaux de construction,Procédure adaptée,2023-12-22,21440101000019,,49443293300039,,LA MONTAGNE,Révisable
2023175901,AO MARCHE DE FOURNITURES ET MAINTENANCE DES EQUIPEMENTS DE RADIOCOMMUNICATIONS DU CHU DE TOULOUSE,100000.0,32000000-3,Télécommunications,Appel d'offres ouvert,2023-12-22,26310012500016,,44386676900252,,Occitanie,Révisable
202323DTM61900,Lot 03 : Eclairage public,77192.5,34993000-4,Transport & véhicules,Procédure adaptée,2023-12-22,20007695800012,,89988941400046,,AJACCIO CEDEX 1,Révisable
