id,objet,famille,type_marche,type_avis,procedure,acheteur,titulaire,departement,date_parution,url_avis
26_24319,Accord-Cadre relatif à la fourniture d'installation générale et de mobilier d'exposition,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,La Cité des Congrès de Nantes,FRANCE EVENEMENT | GL EVENTS LIVE GRAND OUEST | PHIL EXPO | ATLANTIC MOBILIER EXPO | ALIVE EVENTS,44,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24319
26_24409,Opérations d'hygiène nécessaires à la protection de la santé publique pour la Ville de Neuilly-sur-Seine - Lot 3 : effarouchement des pigeons en vue d'une régulation ponctuelle de leur population,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Ville de Neuilly-sur-Seine,ANIMALS AND CO SARL,92,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24409
26_24157,Maintenance du matériel audiovisuel des salles de réunions de l'Hôtel de la Métropole de Lyon,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Métropole de Lyon,SNEF,69,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24157
26_24245,ACHAT DE KITS ET RÉACTIFS DE MICROBIOLOGIE POUR LES SERVICES DE LABÉO,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,GIP LABEO,MAST DIAGNOSTIC - LOT 01 | BIO-RAD - LOT 02 | MAST DIAGNOSTIC - LOT 02 | SIGMA-ALDRICH CHIMIE - LOT 04 | BIOMERIEUX S.A. - LOT 05 | SIGMA-ALDRICH CHIMIE - LOT 06 | THERMOFISHER DIAGNOSTICS SAS - LOT 07 | THERMOFISHER DIAGNOSTICS SAS - LOT 08 | THERMOFISHER DIAGNOSTICS SAS - LOT 09,14,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24245
26_24328,Fourniture de carburant pour les besoins de la Collectivité Territoriale de la Guyane,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,COLLECTIVITE TERRITORIALE DE GUYANE,BAMYRAG PETROLE | BAMYRAG PETROLE | BAMYRAG PETROLE | BAMYRAG PETROLE | BAMYRAG PETROLE | BAMYRAG PETROLE,973,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24328
26_24341,AO AC à bons de commande pour la fourniture de matériaux de construction (gros uvres) pour la ville de Fort-de-France.,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Ville de Fort-de-France,COTTRELL | COTTRELL | COTTRELL | RENE COTTRELL ACIER | COTTRELL | RENE COTTRELL ACIER | RENE COTTRELL ACIER | COTTRELL | COTTRELL | COTTRELL | COTTRELL | COTTRELL | COTTRELL | COTTRELL | COTTRELL | RENE COTTRELL ACIER,972,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24341
26_24532,"DGITM-DTFFP-SF-01-2025  : Mission d’assistance et de conseil technique, juridique et financier auprès de la sousdirection des services ferroviaires",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,DGITM,ALENIUM (SAS) | SELARL GAA | SMA (France) SAS | Territoires Mobiles Laurin Conseil (SAS) | EGIS RAIL S.A. | SETEC international S.A.S. | FINANCE CONSULT | SETEC ITS SAS | PENTECOSTE ET ASSOCIES,92,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24532
26_24211,"MAITRISE D'OEUVRE POUR LES OPERATIONS DE CURAGE, DESAMIANTAGE ET DEPLOMBAGE - PROJET D'INSTALLATION DE LA PEDOPSYCHIATRIE DANS L'AILE DROITE DU BATIMENT ADMINISTRATIF DU NOUVEL HOPITAL DE NAVARRE",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,GHT Eure-Seine Pays D'ouche,ANTEA GROUP,27,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24211
26_24159,Marché de prestations de service assainissement du secteur OUEST de la Métropole Rouen Normandie - Relance,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Metropole Rouen Normandie,Veolia Région Normandie,76,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24159
26_24569,FOURNITURE DE VÉHICULES D'OCCASION,Marchés européens,FOURNITURES, | 10 | 6,Procédure Négociée,COMMUNAUTE D'AGGLOMERATION DE MONTELIMAR AGGLOMERATION,URBIA - GROUPE TROUILLET | SARL JF AUTO | SARL JF AUTO,26,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24569
26_24143,Projet de reconstruction de l'EHPAD de Douvres la Délivrande,Marchés européens,SERVICES, | 10 | 6,Procédure Négociée,EHPAD de Douvres,C.R.R,14,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24143
26_24526,Concours restreint de Maîtrise d'oeuvre sur esquisse avec remise de prestations complémentaires organisé pour la construction d'un bâtiment dédié aux pratiques artistiques - Mission de base + missi...,Marchés européens,SERVICES, | 10 | 6,Procédure Restreinte,Ville de Grande-Synthe,SARL COULON | BATISERF INGENIERIE | CET INGENIERIE | E3 ECOMOMIE | Euro Sound Project,59,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24526
26_24654,Renouvellement des installations d'éclairage public - 4 lots,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Syndicat départemental d'énergie du FInistère,INEO réseaux centre atlantique | CITEOS | SPIE Citynetworks | BOUYGUES énergies et services,29,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24654
26_24648,Marché de Maitrise d’œuvre relatif à l'opération de réhabilitation de la Mairie,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Commune de Lantosque (06),MONSIEUR NICOLA SPINETTO | BE NICE STRUCTURES | Le B.E | JPM INGENIEUR | BET CERRETTI,6,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24648
26_24649,ACCORD CADRE N°T25_5501 ANALYSE DES REJETS A L’EGOUT,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Hospices Civils de Lyon,SOCOTEC ENVIRONNEMENT,69,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24649
26_24647,"MAINTENANCE DES AUTOMATES DE SEPARATION DES PRODUITS SANGUINS LABILES  DE MARQUE MACOPHARMA, FOURNITURE D’ACCESSOIRES ET REALISATION DE  PRESTATIONS DE SERVICES ASSOCIES POUR L’EFS ET LE CTS",Marchés européens,SERVICES, | 10 | 6,Procédure Négociée,MACOPHARMA,MACOPHARMA,93,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24647
26_25164,25V0207PA - ASSISTANCE A MAITRISE D'OUVRAGE - PRÉFIGURATION DU PROJET BIBLIOTRANSFO DE RÉAMÉNAGEMENT ET RÉORGANISATION DE LA MÉDIATHÈQUE JOSE CABANIS ET DE LA BIBLIOTHÈQUE D'ÉTUDE DU PATRIMOINE DE TOU,Marchés <90 k€ (MAPA),, | 10 | 6,Procédure Adaptée,Ville de Toulouse,RETISS,31,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-25164
26_24351,Etude de restructuration des réseaux et verdissement de la flotte du Territoire de la Cote Ouest - TCO,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Communauté d'Agglomération Territoire de la Côte Ouest (974),SYSTRA FRANCE SAS,974,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24351
26_24353,Collecte en porte à porte et en points d’apport volontaire des déchets ménagers et assimilés sur les 22 communes continentales de la Communauté de communes Auray Quiberon Terre Atlantique.,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Auray Quiberon Terre Atlantique,GRANDJOUAN SACO (Mandataire du groupement) | KERTRUCKS LOCATION & SERVICES franchisé CLOVIS (Cotraitant),56,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24353
26_24360,TRAVAUX ACROBATIQUES,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,NICE METROPOLE CÔTE D'AZUR,GROUPEMENT GARELLI TP LOT 1 | GROUPEMENT GARELLI TP LOT 2,6,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24360
26_24391,"Fourniture et livraison et ou montage ou réparation de pneumatiques rechapés ou à défaut neufs, pour véhicules VL-VU (relance du Lot 1)",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,DEPARTEMENT DU FINISTERE,SAS CAP,29,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24391
26_24429,MARCHE D'EXPLOITATION ET DE MAINTENANCE MULTITECHNIQUE DU POLE CULTUREL GRAMMONT RUE HENRI II PLANTAGENET -  ROUEN,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Département de la Seine-Maritime,IDEX ENERGIES,76,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24429
26_24596,Amo - Reconstruction Site St Symphorien _MdL,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,CHU SAINT ETIENNE,CRX AMO,42,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24596
26_24410,Prestations de traiteur pour l'Université de Pau et des pays de l'Adour,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Université de Pau et des pays de l'Adour (UPPA),CLASS’CROUTE PAU | EURL PIVACET | SARL LES P’TITES CASSEROLES | SARL TOQUES ET GOURMANDISES EVENEMENTIEL | SAS LANDSCAPE | L'INSTANT TRAITEUR | AUX TOQUES DU BOCAL | SAS GASCUNA – GASCUNA TRAITEUR,64 | 40 | 65,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24410
26_24433,Acquisition de postes de travail numériques et prestations associées,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Conseil Départemental de la Mayenne,EFISENS,53,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24433
26_24472,Chèques d'accompagnement personnalisé,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Centre Communal d'Action Sociale de Tours,UPCOOP,37,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24472
26_24520,OUVRAGES_CRETEIL_VERSAILLES_2025,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Région académique d'Ile-de-France,Librairie Eyrolles - Eyrollespro,78 | 95 | 92 | 93 | 94 | 91 | 77,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24520
26_24301,Réhabilitation de collecteurs et de branchements d'assainissement sans tranchée,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,GRAND POITIERS COMMUNAUTÉ URBAINE,SOC ENTRE INDUS REVET SPECI TRAVA PUBLIC | TELEREP FRANCE | ATEC REHABILITATION,86,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24301
26_24595,FOURNITURE DE CHAUSSURES DE SECURITE ET DE TRAVAIL,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,CONSEIL DEPARTEMENTAL DES PYRENEES-ORIENTALES,LA PROTECTION INDIVIDUELLE,66,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24595
26_24090,Prestations d'interprétariat et de traduction pour les Hôpitaux Civils de Colmar,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Hôpitaux Civils de Colmar (68),Naim Maxhuni | ANTIGONE | Migrations Sante | ISM INTERPRETARIAT | TRADLIBRE,68,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24090
26_24191,"Restauration scolaire, préparation et fourniture de repas et de goûters.",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Ville de Geveze,RESTORIA S.A.S.,35,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24191
26_24304,"Fourniture de vaisselle, verrerie, couvert, accessoires de restaurant, platerie, accessoires pour buffets et consommables",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Institution de Gestion Sociale des Armées - IGESA,CHOMETTE,75,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24304
26_24388,Fournitures de pièces détachées automobiles au bénéfice des ateliers PN et GN de la zone EST,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,SGAMI EST,IPERIA | DIJON AUTOMOBILE SAS | MACON SPORT AUTOMOBILE (SUMA) | SAS AUTOBERNARD FRANCHE COMTE | DEFEUILLE AUTOMOBILES | RNO BYMYCAR NANCY | KEOS METZ MARLY BY AUTOSPHERE | JM AUTOMOBILES | JACOB SAS GVRF | CENTRE ALSACE AUTOMOBILES | SAS NEDEY MONTBELIARD | MILLAUTO LOSANGE STRASBOURG | GARAGE DU STADE | MILLAUTO LOSANGE MULHOUSE | NOMBLOT SAS | SAS CARPRO,57,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24388
26_24366,"Prestations de maintenance et d'hébergement au sein de MHS, acquisition de droits d'usage et mise en oeuvre de prestations complémentaires concernant les solutions MAINCARE",Marchés européens,SERVICES, | 10 | 6,Procédure Négociée,GH Saintes - Saint-Jean d'Angély,MAINCARE SOLUTIONS,17,2026-03-11,https://www.boamp.fr/pages/avis/?q=idweb:26-24366
26_24067,"25MC0330AOO - FOURNITURE ET INSTALLATION DE MATERIELS AUDIOVISUELS POUR SPECTACLES VIVANTS, EVENEMENTIELS ET EXPOSITIONS",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Toulouse Métropole,AUDIOTEC | AUDIOTEC,31,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-24067
26_24082,Collecte en porte-à-porte des déchets ménagers et assimilés,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,CC Pays de Valois,VEOLIA Recyclage et Valorisation Hauts-de-France | SMELVI nom commercial CLOVIS,60 | 95 | 2 | 80 | 75 | 92 | 77 | 51 | 59,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-24082
26_23827,"Location, installation de matériel scénique et mise à disposition de personnel pour la programmation pour la programmation culturelle et évènementielle de la commune de Montfermeil",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Commune de Montfermeil,Expert Event,93,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23827
26_23798,Mission de coloriste conseil en bâtiments pour la ville de Villeurbanne,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Ville de Villeurbanne,ELYCOOP,69,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23798
26_23904,LOCATION DE MATERIEL DE TERRASSEMENT AVEC OPERATEUR POUR LES BESOINS DU SERVICE DEPARTEMENTAL D’ARCHEOLOGIE DU DEPARTEMENT DE L’OISE,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Département de l&#039;Oise,SAS GRATIA TP,60,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23904
26_23930,Prestations de maintenances préventives et curatives des équipements liés à l'activité mécanique pour les besoins des services du Département du Pas-de-Calais,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Conseil Départemental du Pas-de-Calais,Alliance Automotive | Alliance Automotive | Alliance Automotive | Autodistribution Smag | Alliance Automotive | Autodistribution Smag | Alliance Automotive | Alliance Automotive | Alliance Automotive,62,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23930
26_24032,Travaux d’entretien et petits aménagements de la voirie communautaire,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,CC Loire Layon Aubance,COURANT SAS | TPPL | SAS LUC DURAND,44 | 49 | 53 | 72 | 85,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-24032
26_23868,PRESTATIONS POUR LA PRISE EN CHARGE PAR LA COMMUNE DES OBSEQUES DES PERSONNES DEPOURVUES DE RESSOURCES SUFFISANTES,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Ville d'Antibes (06),AGENCE FUNERAIRE JUAN LES PINS D'UN MONDE A L'AUTRE,6,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23868
26_23884,LOCATION DE CAMION BOM POUR LA COLLECTE EN POINTS D'APPORT VOLONTAIRE (PAV) POUR LES FLUX EMBALLAGES MÉNAGERS RECYCLABLES (EMR) ET ORDURES MÉNAGÈRES RÉSIDUELLES (OMR) POUR LA REGIE CHAMONIX PROPRETE,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,CC Vallée Chamonix Mont-Blanc,FISPAR,74,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23884
26_23885,"Location de longue durée de 2 véhicules frigorifiques thermiques neufs < ou = à 3,5T (permis B) pour la restauration scolaire de la ville de Limoges",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,VILLE DE LIMOGES,BERGER SERVICES LOCATION,87,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23885
26_23891,marché de prestations intellectuelles porte sur l’élaboration du Plan Local d'Urbanisme intercommunal valant programme local de l’Habitat (PLUi-H) Terres de Chalosse,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,COMMUNAUTE DE COMMUNES TERRES DE CHALOSSE,ARTELIA,40,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23891
26_24702,RÉNOVATION DU PENTAGLISSE DE LA PISCINE DE MALBENTRE,Marchés <90 k€ (MAPA),, | 10 | 6,Procédure Adaptée,Communauté d'Agglomération du Grand Villeneuvois,EURO-TECHNOLOGIE,47,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-24702
26_23867,"Acquisition, mise en oeuvre, maintien en condition opérationnelle et sécurité et prestations associées d'un outil de Gestion Financière pour les villes de Vaulx-en-Velin et Vénissieux",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Syndicat intercommunal des technologies de l'information pour les villes,CIRIL GROUP,69,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23867
26_23859,Fourniture et livraison de produits alimentaires destinés au Centre de Vacances et au Village Vacances de la Résidence des 3 Hameaux à Ploemeur (Morbihan),Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Ville de Puteaux,TERRE AZUR | SO BREIZH | TRANSGOURMET OUEST | PASSION FROID,92 | 56,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23859
26_23937,"COLLECTE, RECEPTION, TRAITEMENT ET VALORISATION DES DECHETS DIVERS DE LA VILLE DE VILLEFRANCHE-SUR-SAÔNE",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Ville de Villefranche-sur-Saône,ONYX ARA | RECYCLAGES DECHETS SERVICES - GROUPE RDS | SRP | RECYCLAGES DECHETS SERVICES - GROUPE RDS | ONYX ARA | ONYX ARA | ONYX ARA | SRP | RECYCLAGES DECHETS SERVICES - GROUPE RDS | D.I. SERVICES,69,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23937
26_23871,ACQUISITION DE COMPACTEURS A ROULEAU MOBILES ET SUR BERCE POUR DECHETTERIES,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,SICTOM PEZENAS-AGDE,PACKMAT SYSTEM | SOLEN | SOLEN | PACKMAT SYSTEM,34,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23871
26_23936,Travaux d'entretien et de travaux neufs pour les bâtiments communaux de la Ville de Massy,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Mairie de Massy,ACROBAT | MAINTENANCE CHAUD FROID ELECTRICITE | SARMATES | ROUSSEL-CENTRE STORES FERMETURES | GTECH | ENTREPRISE LAMOS | EXACT BAT | STM | DARRAS ET JOUANIN | SCHNEIDER ET COMPAGNIE | FMD | FMD | COFIMA | ETABLISSEMENTS MARCEL LEBLANC | E.G.C | SOBEMA | LA LOUISIANE | CONSTRUCTIONS METALLIQUES DE LA POINTE | ATELIER CENTRAL DES STORES- ACDS | BATHELEC | TINEL | ERI,91,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23936
26_23994,Marché de maîtrise d'œuvre pour la réhabilitation du Groupe scolaire Château-Villard,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,SPL Melun Val de Seine Aménagement,Atelier DP,77 | 75 | 91 | 92,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23994
26_23940,Assistance à Maîtrise d'Ouvrage opérationnelle pour les études et travaux sur les infrastructures d'alimentation en eau potable,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,REGIE DES EAUX DE LA SEINE ET DE LA BIEVRE (ES&B),EGIS EAU SA,94,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23940
26_24059,Fourniture de carburants pour le parc automobile de la ville de Compiègne,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,COMMUNE DE COMPIEGNE,WEX EUROPE SERVICES,60,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-24059
26_23879,Concours de maîtrise d'oeuvre relatif à la construction d'une école IFSI-IFAS sur le Campus Sup Ardenne à Charleville-Mézières-.,Marchés européens,SERVICES, | 10 | 6,Procédure Restreinte,Syndicat mixte Campus Sup Ardenne,ZOOM ARCHITECTURE,8,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23879
26_24037,Avis d'appel à candidatures -Mission de maitrise d’œuvre pour la restauration des dépendances du château de Castries,Marchés européens,SERVICES, | 10 | 6,Procédure Restreinte,Commune de Castries,FREDERIC FIORE – ARCHITECTE DU PATRIMOINE,34,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-24037
26_23762,Travaux pour l'aménagement de la Rue du Général de Gaulle (de l'Avenue Pasteur à la RD20) sur la Commune de Saint-Louis,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Département de la Réunion,SOCIETE BOURBONNAISE DE TRAVAUX PUBLICS ET DE CONSTRUCTIONS | LES GRANDS TRAVAUX DE L'OCEAN INDIEN | LES GRANDS TRAVAUX DE L'OCEAN INDIEN | LES GRANDS TRAVAUX DE L'OCEAN INDIEN | AUSTRAL AMENAGEMENT ET DEVELOPPEMENT | SOCIETE D'AMENAGEMENT PAYSAGER ET FORESTIER,974,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23762
26_23775,Marché d'exploitation et de maintenance Multi-technique de l'hôtel de Police Marius Berliet à Lyon 8ème (69),Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,SGAMI SUD-EST,EIFFAGE ENERGIE SYSTEMES CLEVIA CENTRE EST,69,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23775
26_23822,Protection anticorrosion des outillages portuaires et ouvrages maritimes,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE -Service Achats (ACH),ENTREPRISE PHILIPPE LASSARAT,44 | 29 | 85 | 49,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23822
26_23927,25V0170AOO - Surveillance géologique des côteaux de Pech David - Années 2025/2029,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Ville de Toulouse,GEOLITHE,31,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23927
26_23793,Création et production d'un premier programme de médiation immersive et mise en place de guidelines systematisées pour la conception dans la salle grand format du Palais de la découverte,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,EPPDCSI - UNIVERSCIENCE Etablissement public à caractère industriel et commercial créé par décret interministériel du 3 décembre 2009,ATLAS V,75,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23793
26_23799,Travaux de restauration des cours d'eau du bassin de la Druance,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Intercom de la Vire au Noireau,RIVIERES et BOCAGES | ENTRET SAUVEG PATRIM AMENAG COURS EAU BN,14,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23799
26_23837,"Collecte, transport et valorisation des déchets de bois issus des déchèteries de la CAN",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Communauté d'Agglomération du Niortais,ROUVREAU RECYCLAGE,79 | 16 | 17 | 44,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23837
26_23925,Accord-cadre de maitrise d'oeuvre relatif aux travaux d'entretien des ouvrages hydrauliques fluviaux,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,SYAGE,ARTELIA SAS,91,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23925
26_23942,Maîtrise d'oeuvre portant sur une opération de dépollution de la surverse du ru d'Oly et restauration des milieux aquatiques de la petite fosse Montalbot au sein de l'ENS Montalbot,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,SYAGE,CONFLUENCES,91,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23942
26_23862,ACCORD-CADRE 2025-2029 RELATIF A L'ACQUISITION DE PRESTATIONS DE SERVICE POUR LA REALISATION DU PROGRAMME PLAN-OBJET 66 POUR LE CENTRE DE CONSERVATION ET DE RESTAURATION DU PATRIMOINE,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,CONSEIL DEPARTEMENTAL DES PYRENEES-ORIENTALES,GPT MAAL PATRIMOINE (mandataire) CIV'ART / STEPHANIE LEGRAND LONGIN / ATELIER HERMANN | GPT ACCRA (mandataire) / ATELIER QUELART / ATELIER HERMANN | BOBIN TRADITION | CREVAT STEPHANE | OULEY ERIC | GPT DECROCK BRUNO (mandataire) / ATELIER LLERENA / ATELIER NATHALIE PRUHA | GPT MAURE JULIE (mandataire) / FABIENNE BOIS / LAETITIA DESVOIS / LIGHT PORTAGE / CLAIRE IMBOURG / Stephanie LEGRAND LONGIN / EIRL Justine Ovanessian / Marlene ROCA / Sabrina VETILLARD / Julie VOLANT / Alma HUEBER / Amélie MONTREAU | PAT VKX | MATERIA VIVA | GPT PAT VKX (mandataire) / / SOPHIE VERGNE ART'INVENTAIRE / ATELIER QUELART | GPT ATELIER LAZULUM (mandataire) / HAZAEL MASSIEUX | MARCELLI*VALERIE LILIANE/,66,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23862
26_23947,Fournitures de denrées alimentaires pour la Ville de Rezé - Lot 13 BOULANGERIE ET PATISSERIE,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,MAIRIE DE REZE,BOULANGERIES PATISSERIES ASSOCIES NANTES,44,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23947
26_23991,TRANSPORT D'ENFANTS MINEURS CONFIES A L'AIDE SOCIALE A L'ENFANCE ET DE JEUNES MAJEURS CONFIES A L'AIDE SOCIALE A L'ENFANCE DU DEPARTEMENT DE L'ESSONNE,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Conseil Départemental de l'Essonne,DEMDIK | DEMDIK,91,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-23991
26_24060,Construction d'un conservatoire et d'un centre aéré,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Ville de Meyzieu,ARCHIMBAUD TP | SOCIETE LYONNAISE DE TRAVAUX PUBLICS | RMF | GCBAT | SOCIETE ANTONIO CARREIRA | FAVRAT CONSTRUCTION BOIS | T.T.B. FACADES | Société d'Isolation projetée | T.T.B. FACADES | EDA - ECLAIREMENT DESENFUMAGE AERATION | DELORME BATTANDIER | ALGAFLEX | ENTREPRISE DE PLATRERIE LAYE | CBMA - CONCEPT BOIS MENUISERIE ET ASSOCIES | MMC | COMPTOIR DES REVETEMENTS | TACHIN | ENTREPRISE BOURDIN SA | MAURIN | MAC PUAR ASCENSEURS | ETABLISSEMENTS DOITRAND | TORUNSKI ASSOCIES | ETABLISSEMENTS MURY | MATERIEL RESTAURANTS COLLECTIVITES | BUSSEUIL S.A | SARL CASELLA ELECTRICITE | DRS ENERGIE | SONDALP-HYDROFORAGE | MANGANELLI TECHNOLOGY | RHONE JARDIN SERVICE,69,2026-03-10,https://www.boamp.fr/pages/avis/?q=idweb:26-24060
