id,objet,famille,type_marche,type_avis,procedure,acheteur,titulaire,departement,date_parution,url_avis
26_25866,Travaux sur les réseaux d'eau en zone industrielle et portuaire du domaine du grand port maritime du Havre,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,LE HAVRE SEINE METROPOLE,EIFFAGE ROUTE ILE DE FRANCE / CENTRE OUEST,76,2026-03-14,https://www.boamp.fr/pages/avis/?q=idweb:26-25866
26_25876,Marché public d'entretien du patrimoine arboré,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,MAIRIE DE SAVIGNY LE TEMPLE,SAS FORET DE L'ILE DE FRANCE,77,2026-03-14,https://www.boamp.fr/pages/avis/?q=idweb:26-25876
26_25883,"RN44 - Aménagements de sécurité à Couvrot. Travaux de terrassements, assainissement, chaussées, équipements, aménagements paysagers",Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Direction Interdépartementale des Routes Est,EUROVIA Champagne-Ardenne,54,2026-03-14,https://www.boamp.fr/pages/avis/?q=idweb:26-25883
26_25893,Marché réservé de prestations de service d'insertion socio-professionnelle - Propreté de l'espace public et services de manutention,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Ville de Rouen,INTERM'AIDE EMPLOI | REGIE DES QUARTIERS DE ROUEN | INTERM'AIDE EMPLOI,76,2026-03-14,https://www.boamp.fr/pages/avis/?q=idweb:26-25893
26_25870,"Travaux de restructuration du cinéma ""Grand Mercure"" d'Elbeuf-sur-Seine",Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Mairie ELBEUF SUR SEINE,NORMANDIE DESAMIANTAGE DEMOLITION ECHAFAUDAGE | MBTP | ENC-CGB | BRAY CM | Denis Plastalu | FMA | DELTAKLIMA | ERI | SOCIETE ROMAIN DE TRAVAUX PUBLICS | D3A | cinequip,76,2026-03-14,https://www.boamp.fr/pages/avis/?q=idweb:26-25870
26_25881,2026 TRASS : ACCORD-CADRE POUR UN MARCHE DE TRAVAUX EN TRANCHEE SUR LES RESEAUX D'ASSAINISSEMENT (EAUX USEES ET EAUX PLUVIALES),Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,S.I.A.R.E,ENTREPRISE DE TRAVAUX FAYOLLE ET FILS | EHTP | L'ESSOR,95,2026-03-14,https://www.boamp.fr/pages/avis/?q=idweb:26-25881
26_25960,Appel d'offres en vue de travaux hydrauliques sur les fontaines du Territoire de Toulon,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Ville de Toulon,TERIDEAL - SEGEX ENERGIES,83,2026-03-14,https://www.boamp.fr/pages/avis/?q=idweb:26-25960
26_26070,Visites d'inspection détaillée des ouvrages d'art de l'Hérault  2026-2029,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Conseil départemental de l'Hérault,COBALT STRUCTURES | SATIF OUVRAGES D'ART,34,2026-03-14,https://www.boamp.fr/pages/avis/?q=idweb:26-26070
26_26044,MARCHE AMENAGEMENT URBAIN DU CENTRE BOURG COMPRENANT LA RELOCALISATION DE LA MAIRIE,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,MAIRIE DE NEGREPELISSE,STTL DEMOLITION | ENTREPRISE BOURDARIOS | JP CASTEL | JP CASTEL | EUROTIP | ENDUITS COUSERANS | G.M. DISTRIBUTION | SARL LAGARRIGUE | LAVITRY | TOURNIER ELEC | BOURRIE | LACAZE CARRELAGE ET CHAPE FLUIDE | LACAZE CARRELAGE ET CHAPE FLUIDE | PEINTURES SUD-OUEST | CONCEPT AMENAGEMENT | TK ELEVATOR FRANCE,82,2026-03-14,https://www.boamp.fr/pages/avis/?q=idweb:26-26044
26_25816,RELANCE - T204 - SERVICE DE CURAGE ET D'EVACUATION DES BOUES D'ASSAINISSEMENT - LOTS 1 à 5 - ACCORDS CADRES A BONS DE COMMANDE,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Syndicat des Eaux du Bassin de l'Ardèche,SAS ALLIANCE ENVIRONNEMENT EXPLOITATION | SARL VIDANGE BONNAURE,7 | 30,2026-03-14,https://www.boamp.fr/pages/avis/?q=idweb:26-25816
26_25817,Fourniture et livraison de carburants destinés à l'avitaillement des bateaux plaisanciers des marinas du Moulin Blanc et du Château à Brest,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Brest en vue SPL,TotalEnergies Proxi Nord-Ouest,29,2026-03-14,https://www.boamp.fr/pages/avis/?q=idweb:26-25817
26_25838,DMS_2025-173 / MN094 Pour la fourniture de consommables et mise à disposition de deux bras robotisés chirurgicaux pour les arthroplasties unicompartimentales et tri-compartimentales du genou,Marchés européens,FOURNITURES, | 10 | 6,Procédure Négociée,CHU DE SAINT ETIENNE,STRYKER France SAS,42,2026-03-14,https://www.boamp.fr/pages/avis/?q=idweb:26-25838
26_25868,Lots n°1 et 16 - Déconstruction de l'ancien gymnase Edouard Vaillant et aménagement d'un demi terrain de football synthétique et des espaces extérieurs sur le site du stade Ladoumègue au Havre,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Ville du Havre,DEMOLAF | Polytan France,76,2026-03-14,https://www.boamp.fr/pages/avis/?q=idweb:26-25868
26_25908,Location et entretien longue durée de camions sans chauffeur de collecte des ordures ménagères et location d'un système de géolocalisation des véhicules et d'identification des bacs,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,COVALDEM 11,LOCCA | BAM SERVICES,11,2026-03-14,https://www.boamp.fr/pages/avis/?q=idweb:26-25908
26_25936,"Marché études préalables, d'avant-projet et de première maîtrise d'oeuvre paysagère pour la conception d'un écoprojet à CHEVERNY",Marchés européens,SERVICES, | 10 | 6,Procédure Dialogue compétitif,Commune de Cheverny (41),ATELIER JEAN CHEVALIER,41,2026-03-14,https://www.boamp.fr/pages/avis/?q=idweb:26-25936
26_25833,"Accord-cadre à bons de commande pour l'acquisition, l'installation et la maintenance de badgeuses compatibles HR Access",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,VILLE de PARIS - DFA - SDA,PYRESCOM,75,2026-03-14,https://www.boamp.fr/pages/avis/?q=idweb:26-25833
26_25979,"Fourniture et livraison de carburants en cuve, fourniture de carburants à la pompe et autres prestations pour les véhicules",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Communauté de Communes Cluses Arve et Montagnes,LARRIVAZ | K9 ENERGY | K9 ENERGY,74,2026-03-14,https://www.boamp.fr/pages/avis/?q=idweb:26-25979
26_25875,Travaux de voirie sur le territoire des Yvelines et des Hauts-de-Seine - Techniques spécifiques d'entretien de chaussées et d'accotements - 5 lots,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Syndicat mixte ouvert « Seine et Yvelines Voirie »,COLAS FRANCE - ETABLISSEMENT DE VILLEPREUX | NEOVIA | DTP2I | TRENKLE SARL | COLAS FRANCE TERRITOIRE ILE DE FRANCE ETABLISSEMENT DE ROUEN,78,2026-03-14,https://www.boamp.fr/pages/avis/?q=idweb:26-25875
26_25886,Acquisition de vaisselle et matériels non jetables pour les besoins courants la ville de Soisy-sous-Montmorency,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,COMMUNE DE SOISY-SOUS-MONTMORENCY,MR NET | SOGEMAT SERVICE | HENRI JULIEN,95,2026-03-14,https://www.boamp.fr/pages/avis/?q=idweb:26-25886
26_25913,TRAVAUX DE CHAUDRONNERIE INDUSTRIELLE AEP/EU - 2 LOTS,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Syndicat des Eaux du Bassin de l Ardèche,AMA-ITEA | POMPAGES RHÔNE ALPES,7 | 30,2026-03-14,https://www.boamp.fr/pages/avis/?q=idweb:26-25913
26_26411,SENSIBILISATION A LA PRISE EN CHARGE DES VIOLENCES SEXISTES ET SEXUELLES A DESTINATION DES AGENTS DEPARTEMENTAUX,Marchés <90 k€ (MAPA),, | 10 | 6,Procédure Adaptée,Conseil Départemental du Lot-et-Garonne,GROUPE EGAE | GROUPE EGAE | QUALISOCIAL SAS,47,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-26411
26_25560,Marché de traitement des déchets ultimes,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Communauté de Communes de l&#039;Agglomération Migennoise,COVED FRANCE,89,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25560
26_25693,Location de matériel et prestation de gardiennage pour diverses manifestations évènementielles,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Communauté de Communes de Lacq Orthez,LOC EXPO FRANCE | LOC EXPO FRANCE | EURL ACTION SECURITE INTERVENTION SERVICE (ASIS) | WC LOC,64,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25693
26_25283,Mise en oeuvre d'un instrument financier de garanties et de prêts,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,REGION NORMANDIE,FRANCE ACTIVE GARANTIE | FRANCE ACTIVE NORMANDIE,14,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25283
26_25291,FOURNITURE DE BIENS CULTURELS POUR LA BIBLIOTHÈQUE DÉPARTEMENTALE ET LES ARCHIVES DÉPARTEMENTALES,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Département des Hautes-Alpes,Librairie La Loupiote | Librairie La Loupiote | MOMIE GRENOBLE | MOMIE GRENOBLE | ATEL DIFFUSION AUDIOVISUELLE | ATEL DIFFUSION AUDIOVISUELLE | GODINNEAU*JAKUBEC/CELINE/ | Book in diffusion,5,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25291
26_25508,Etudes pour la prise en compte du sonore dans les politiques publiques,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Bordeaux Métropole,SIXENSE Engineering,33,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25508
26_25433,Fourniture de carburant pour les besoins de la Collectivité Territoriale de la Guyane,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,COLLECTIVITE TERRITORIALE DE GUYANE,BAMYRAG PETROLE | BAMYRAG PETROLE | BAMYRAG PETROLE,973,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25433
26_25803,Fourniture et livraison de matériel électoral pour les bureaux de vote de la Ville de Marseille - 2 Lots,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Ville de Marseille,SAMIA DEVIANNE | GED EVENT,13,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25803
26_25811,Prestations de formations professionnelles à destination des volontaires du services militaire adapté,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,COMSMA,AFPA | INFREP,75,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25811
26_25601,Le présent marché a pour objet l'exécution de prestations de sécurité et de gardiennage pour le siège francilien de l’Office Français de Protection des Réfugiés et Apatrides (Ofpra).,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,OFPRA,LKD SECURITE,94,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25601
26_25726,GN25C15 - DETECTION ET GEOLOCALISATION DE RESEAUX DIVERS,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Communauté d'agglomération du Grand Narbonne,ABSYS ENGINEERING / TECHNILEC,11,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25726
26_25773,TRAVAUX D'AMENAGEMENT DU PAYSAGE - Réenchanter le plan d'eau de Mézières-Ecluzelles,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,CA du Pays de Dreux,SAS PAYSAGES JULIEN ET LEGAULT | AMEXBOIS | EUROVIA CENTRE LOIRE | SAS PAYSAGES JULIEN ET LEGAULT,28,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25773
26_25802,Travaux d'impression et façonnage de supports de communication et d'éditions pour le Cerema,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Cerema,NORD IMPRIM | DUPLIPRINT,69,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25802
26_25791,REALISATION D’ETUDES PREALABLES AUX TRAVAUX DE RESTAURATION DES MILIEUX AQUATIQUES SUR LE TERRITOIRE DE LIMOGES METROPOLE,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,LIMOGES METROPOLE - Communauté urbaine,EGIS EAU SA | AUDIT CONSEIL ETUDE GEONAT ENVIRONNEMENT | ICEO,87,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25791
26_25483,"Protection sociale complémentaire à destination des agents territoriaux
"" Convention de participation Frais de santé "" Et "" Convention de participation Prévoyance """,Marchés européens,SERVICES, | 10 | 6,Procédure Négociée,Cté Cnes de Ribeauvillé,MUTEST,68,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25483
26_25285,MARCHE DE MAITRISE D'OEUVRE POUR LA REHABILITATION PARTIELLE DE LA MAISON DES ASSOCIATIONS DE CHAMBERY,Marchés européens,SERVICES, | 10 | 6,Procédure Négociée,Ville de Chambéry,EN LIEUX ET PLACES (AGENCE N. C. GUILLOT)mandataire solidaire du groupement EODD INGENIEURS CONSEILS / GAMBA / GBA ENERGIES / GBA & CO MABO PAYSAGE CVIA ETUDES TECHNIQUES / BOST INGENIERIE,73,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25285
26_25605,Missions d'accompagnement pour la sécurisation pyrotechnique des projets du Schéma Directeur des Infrastructures de Transport de la Métropole Européenne de Lille (« EXTRAMOBILE »),Marchés européens,SERVICES, | 10 | 6,Procédure Négociée,Métropole européenne de Lille,ESP CONSEIL,59,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25605
26_25442,"Conception, la mise en oeuvre, l hébergement, l exploitation technique et la maintenance du Système Régional de Distribution et d Information Voyageurs (SRDIV) de la Région Bourgogne-Franche-Comté...",Marchés européens,SERVICES, | 10 | 6,Procédure Dialogue compétitif,Région Bourgogne Franche Comté,SOPRA STERIA GROUP,21 | 25 | 39 | 58,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25442
26_25793,"Conseil pour l’organisation de déménagements, et prestations de déménagement et de garde-meuble",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,CPAM DU RHÔNE,D MAX,69,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25793
26_25783,Prestations relatives aux équipements de pré-collecte et de protection des déchèteries : bennes et dispositifs de sécurité de quais,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,GRAND PARIS SUD EST AVENIR,G.Gillard SAS,94,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25783
26_25813,"Fourniture et livraison de denrées alimentaires - relance suite à infructuosité des lots n°6, 7 et 8",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Mairie d&#039;Anzin,SOCIETE DE DISTRIBUTION AVICOLE | SARL SALAISONS DU CLAIR BOIS | ESPRI RESTAURATION,59,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25813
26_25312,"Prestations de nettoyage des locaux, de plonge et de la vitrerie au profit des FAA (Martinique et Guadeloupe) et du RSMA (Guadeloupe).",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,DICOM ANTILLES,MADIANET | PULSE SASU CARNET | MAD INSER PROPRETE | PRESTATIONS DE SERVICES CARAIBES | ELIE JULIEN - CONCEPT JARDIN PERVENCHE | TREMPLIN'S SASU,972 | 971,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25312
26_25687,"Achat de fournitures scolaires, de fournitures pour travaux manuels et de jeux et jouets pour les services municipaux",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Ville de Palaiseau,PAPETERIES PICHON | LACOSTE | LACOSTE,91,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25687
26_25716,"Acquisition d'un Médicobus, dispositif mobile d'accès aux soins",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,COMMUNAUTE D'AGGLOMERATION MAUBEUGE VAL DE SAMBRE (CAMVS),Groupement PRAESENS CARE SRL (mandataire)/SAS TIB (co-traitant),59,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25716
26_25786,"Prestation pharmaceutique:Fabrication,déconditionnement,reconditionnement,étude de stabilité,étiquetage,échantillonnage,contrôle,stockage,logistique et transport des traitements pour l’étude DAPA-PKD",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,CHU ROUEN NORMANDIE,CENTRE LAB,76,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25786
26_25586,Construction des postes de livraison du dépôt Bus de la Communauté d'Agglomération du Cotentin,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Communauté d'agglomération du Cotentin,LEDUC SAS | SNEF,50,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25586
26_25753,Fourniture d'Isoprénaline Injectable pour les besoins de 6 établissements du GHT Normandie Centre,Marchés européens,FOURNITURES, | 10 | 6,Procédure Négociée,CHU CAEN NORMANDIE,Centre Spécialités Pharmaceutiques,14,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25753
26_25675,Maîtrise d'oeuvre pour la réhabilitation et l'extension de la piscine municipale Jean Langet à Rochefort,Marchés européens,SERVICES, | 10 | 6,Procédure Négociée,Ville de Rochefort,arcos b,17,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25675
26_25432,marché de conception réalisation d'un réseau LoRa sur le territoire de la Mayenne,Marchés européens,TRAVAUX, | 10 | 6,Procédure Dialogue compétitif,Mayenne Très Haut Débit,UBICITE SAS (ALTITUDE),53,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25432
26_26225,Réfection de l'étanchéité de la toiture-terrasse du cinéma les 400 coups,Marchés <90 k€ (MAPA),, | 10 | 6,Procédure Adaptée,Ville de Villefranche-sur-Saône,ETANCHEITE RENOVATION ISOLATION COUVERTURE,69,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-26225
26_25351,"Accord-cadre à bons de commande pour la fourniture de peintures, de produits dérivés et d'outillages de peintre pour la ville de Fort-de-France",Marchés européens,FOURNITURES, | 10 | 6,Procédure NC,Ville de Fort-de France,Siapoc | Siapoc,972,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25351
26_25368,"Réalisation de captations, reportages vidéo et de films d'animation en motion design pour la Région Normandie",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,REGION NORMANDIE,MSTREAM | NAUTILE PRODUCTION | ASGARD,14,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25368
26_25426,"ACCOMPAGNEMENT SOCIAL ET RELOGEMENTS DES MENAGES DANS LE CADRE DE L'EXPERIMENTATION ""POST-OPAH"" DES QUARTIERS BLEUSE BORNE - FAUBOURG DE LILLE",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,COMMUNAUTE D'AGGLOMERATION VALENCIENNES METROPOLE,SOLIHA HAINAUT CAMBRESIS,59,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25426
26_25787,Nettoyage des locaux et des centres culturels du SERMAC,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Ville de Fort-de-France,SADIS'NOV,972,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25787
26_25267,"Location et livraison de bâtiments modulaires, de postes de secours, de sanitaires et lavabos autonomes et de containers maritimes",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Ville de la Seyne sur Mer,EASYMAT SERVICES | ENYGEA SERVICES (enseigne WC LOC MEDITERRANEE),83,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25267
26_25293,MISSION DE MAITRISE D'OEUVRE - AMENAGEMENT DU POLE D'ECHANGES MULTIMODAL (PEM) DE LA GARE DE DIEPPE,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Communauté d'Agglomération de la Région Dieppoise,Agence Topo | mandataire du groupement AGENCE TOPO (mandataire) / PAX INGENIERIE / 2AD,76,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25293
26_25391,"Conception, fourniture et pose de la signalétique des équipements communautaires de l’Interco Normandie Sud Eure",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,INTERCO NORMANDIE SUD EURE,URBAN CONNECT,27,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25391
26_25294,"Achat de Véhicules  neufs, d'occasion reconditionnés ou non",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Service Départemental d'Incendie et de Secours de la Vienne,SODAC DES NATIONS | SODAC DES NATIONS,86,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25294
26_25401,Evolution et maintenance des infrastructures téléphoniques,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,CH LE MANS,AXIANS-SOLSTIS,72,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25401
26_25513,Accord-cadre mono-attributaire pour les travaux d'entretien et de grosses réparations des bâtiments communaux de la Ville de Cergy.,Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,Ville de Cergy,SAREY | STEFBAT | EGR - ETUDE GESTION ET REALISATION | BATELEC | SERALCO | OMNI DECORS | EUROPEENNE DE BATIMENT | ETABLISSEMENTS FLAVIGNY,95 | 75,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25513
26_25582,"Opération d’adaptation des bâtiments inondables sur le bassin de la Vilaine : diagnostics, suivi des travaux de réduction de la vulnérabilité, montage des dossiers de subventions, pilotage d’opération",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,EPTB Eaux et Vilaine,MAYANE RESILIENCE CENTER,56,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25582
26_25622,Accord cadre à bons de commande relatif à la sécurité des personnes et des biens dans les établissements médicaux et médicaux sociaux du Département des Alpes-Maritimes,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,"CD des A-M - Direction de la Construction, de l'Immobilier et du Patrimoine",GROUPE PROTECTOR,6,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25622
26_25670,Fourniture et livraison de livres imprimés neufs non scolaires à destination de l'Atelier Léonard De Vinci et des bibliothèques municipales,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Ville de Vaulx en Velin,DECITRE | DECITRE | Librairie La Bande Dessinée,69,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25670
26_25815,Acquisition d'un 4 x 4 neuf équipé pour le Comité communal des feux de forêt (CCFF),Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Mairie de Roquebrune sur Argens,TECHNAMM,83,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25815
26_25754,Étude diagnostic pour l'élaboration du schéma directeur d'assainissement territorial pour Grand Paris Sud Est Avenir et le Département du Val-de-Marne,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,GRAND PARIS SUD EST AVENIR,Groupement Sectec Hydratec paris / prolog ingenierie / semeru,94,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25754
26_25771,MANDAT DE COMMERCIALISATION DU PATRIMOINE HLM DE L'OPERATEUR NATIONAL DE VENTE,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Opérateur National de Ventes,TRANS'ACTIF IMMOBILIER | VILOGIA PREMIUM S.A. COOPERATIVE DE PRODUCTION D'HLM A CAPITAL VARIABLE | AUDIT ET SOLUTIONS | INOVEFA EXPERTISE | INOVEFA EXPERTISE | AUDIT ET SOLUTIONS | AUDIT ET SOLUTIONS | INOVEFA EXPERTISE | VIA HUMANIS | INOVEFA EXPERTISE | HABIT'ICI | B.A.C. IMMO | QUADRAL TRANSACTIONS | QUADRAL TRANSACTIONS | QUADRAL TRANSACTIONS | QUADRAL TRANSACTIONS | QUADRAL TRANSACTIONS | QUADRAL TRANSACTIONS | QUADRAL TRANSACTIONS | QUADRAL TRANSACTIONS | QUADRAL TRANSACTIONS | QUADRAL TRANSACTIONS | QUADRAL TRANSACTIONS | QUADRAL TRANSACTIONS,75,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25771
26_25436,Maîtrise d'oeuvre pour la construction de la piscine de BELLEJOUANNE - POITIERS,Marchés européens,SERVICES, | 10 | 6,Procédure Restreinte,GRAND POITIERS COMMUNAUTÉ URBAINE,BLAMM ARCHITECTURE,86,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25436
26_26508,"L'objet du présent marché est l'élaboration du plan d'adaptation au changement climatique du GPMNSN, qui devra à la fois présenter des éléments de benchmark d'actions d'adaptation développées dans...",Marchés <90 k€ (MAPA),, | 10 | 6,Procédure Adaptée,Service Achats (ACH),ENERGIES DEMAIN,44,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-26508
26_26474,Fournitures de bureau,Marchés <90 k€ (MAPA),, | 10 | 6,Procédure Adaptée,Communauté de Communes Porte Océane du Limousin,PGDIS,87,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-26474
26_25660,"Fournitures de pièces détachées et de pneumatiques VL, VUL et PL",Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,Communauté de communes Vallée de l'Hérault,CONTITRADE FRANCE | SANOGIA | SAS CGPA | POINT MULTI BATTERIES | YORK SAS | SEEM ROUANET ET FILS | SAS CGPA | SAS GROUPE CHALLENGE PNEUS,34,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25660
26_25289,"Construction d'un bâtiment d'hébergement et d'un centre de jour pour adolescents et
jeunes adultes au Centre Hospitalier d'Erstein Marchés de travaux",Marchés européens,TRAVAUX, | 10 | 6,Procédure Ouverte,HUS-Etablissement support du GHT 10,ATALU | ENTREPRISE CHARLES BILZ SA | MENUISERIE HUNSINGER SA | MENUISERIE HUNSINGER SA | LABEAUNE JMC | GENIE CLIMATIQUE DE L EST | SOVEC ENTREPRISES | EUROVIA ALSACE LORRAINE,67,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25289
26_25405,Fourniture de carburants en stations-services et des cartes accréditives pour les véhicules de la ville et du CCAS,Marchés européens,FOURNITURES, | 10 | 6,Procédure Ouverte,MAIRIE DE ST EGREVE,GREENWAY,38,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25405
26_25435,"COLLECTE EN PORTE A PORTE DES EMBALLAGES, COLLECTE DES COLONNES A PAPIER, VERRE, OMR ET EMBALLAGES, TRANSFERT ET TRANSPORT DES EMBALLAGES ET DU VERRE",Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Agglomération d'Agen,VEOLIA PROPRETE AQUITAINE | VEOLIA PROPRETE AQUITAINE | VEOLIA PROPRETE AQUITAINE,47,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25435
26_25378,Prestations de gardiennage et de surveillance des équipements sportifs et de loisirs de la Communauté d'Agglomération du Bassin de Bourg-en-Bresse dans l'AIN,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Communauté d'agglomération du Bassin de Bourg en Bresse,A.S.P.P | A.S.P.P,1,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25378
26_25674,MOE REALISATION DE LA VELOLIGNE MONTPELLIERAINE 1B ENTRE SAINT GENIES DES MOURGUES ET CASTRIES,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,Montpellier Méditerranée Métropole,GPT CONJOINT ARTELIA/A.E.I./NYMPHALIS,34,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25674
26_25416,Lot 1 Impression,Marchés européens,SERVICES, | 10 | 6,Procédure Ouverte,C N S A,HANDIPRINT,75,2026-03-13,https://www.boamp.fr/pages/avis/?q=idweb:26-25416
